Column1;Column10;RU 
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_007_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_177_M;But several survivors were now drooling.;Но несколько выживших уже вытирали с лица слюни.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_177_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_807_M;[c:bG]It's almost time...[c:] Said one survivor.;[c:bG]Ещё чуть-чуть...[c:] - сказал один выживший.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_807_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_816_M;The survivors stood alert, their eyes fixed upon your creature.;Выжившие были настороже и не сводили глаз с твоего существа.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_816_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_357_M;Heeeeeeee-haaw! 'tis gold!;Йи-и-и-ха-а-а! Золото!
SPECIAL_NODES_BOULDERCHOICEGOLD_357_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_318_M;I can barely abide giving it to ye...;Мне ужасно хочется взять эту красоту себе...
SPECIAL_NODES_BOULDERCHOICEGOLD_318_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_219_M;But a promise is a promise where I'm from.;Но в моих краях обещание есть обещание.
SPECIAL_NODES_BOULDERCHOICEGOLD_219_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#1_930_M;I'll be darned! It's g-gold!;Кирку мне в рот! З-золото!
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#1_930_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#2_175_M;G-gold?!;З-золото?!
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#2_175_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#3_859_M;HEE-HEE-HEEEE! GOLD!;ХЕ-ХЕ-ХЕ! ЗОЛОТО!
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#3_859_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_749_M;Dag nab it... no gold.;Да чтоб тебя... Золота нет.
SPECIAL_NODES_BOULDERCHOICECREATURE_749_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_888_M;But that is a funny lookin' varmint.;Зато нам попалась смешная букашка.
SPECIAL_NODES_BOULDERCHOICECREATURE_888_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_310_M;Keep it.;Оставь её себе.
SPECIAL_NODES_BOULDERCHOICECREATURE_310_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_398_M;Only bugs unner that boulder...;Под этим булыжником жуки, да и только...
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_398_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_209_M;Strange varmint, that 'n. You want it?;Странная, кстати, букашка. Бери, если хочешь.
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_209_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_442_M;No g-gold?;З-золота нет?
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_442_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_172_M;Just a strange lookin' varmint?;Одна только странная букашка?
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_172_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_852_M;Take it.;Давай.
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_852_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_737_M;Dag nab it!;Чёрт бы тебя побрал!
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_737_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_812_M;I ain't in it for strange varmints.;Не нужны мне эти странные букашки.
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_812_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_573_M;You came across a hobbled man standing beside some boulders...;Ты набрёл на хромого мужчину, стоящего возле булыжников...
SPECIAL_NODES_BOULDERCHOICEINTRO_573_F;You came across a hobbled man standing beside some boulders...;Ты набрела на хромого мужчину, стоящего возле булыжников...
SPECIAL_NODES_BOULDERCHOICEINTRO_412_M;Ye caught me off guard!;Ты меня врасплох застал!
SPECIAL_NODES_BOULDERCHOICEINTRO_412_F;Ye caught me off guard!;Ты меня врасплох застала!
SPECIAL_NODES_BOULDERCHOICEINTRO_735_M;Not s'pposed to see me 'til further down the road.;Мы с тобой должны были встретиться попозже.
SPECIAL_NODES_BOULDERCHOICEINTRO_735_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_353_M;Say... I like me a gamble.;Кстати... хочешь сыграть в азартную игру?
SPECIAL_NODES_BOULDERCHOICEINTRO_353_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_554_M;Iffen ye can pick a boulder that has gold in it... Ye can keep it!;Если выберешь булыжник с золотом внутри... можешь его забрать!
SPECIAL_NODES_BOULDERCHOICEINTRO_554_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_203_M;I'll be darned! Ye came across me early.;Проклятье! Рановато мы встретились.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_203_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_390_M;Care fer a game o' chance?;Хочешь испытать удачу?
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_390_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_367_M;Pick a boulder 'n I'll break it. If it's gold... it's yers.;Выбери булыжник, и я его сломаю. Будет золото - заберёшь себе.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_367_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#2_895_M;I like me a gamble... pick a boulder.;Я люблю азарт... Выбери булыжник.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#2_895_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#3_151_M;Pick a boulder.;Выбери булыжник.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#3_151_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_324_M;A look of regret fell over the old [c:bR]woodcarver[c:].;[c:bR]Резчица по дереву[c:] выглядела опечаленно.
SPECIAL_NODES_WOODCARVERMAXPIECES_324_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_946_M;You were overburdened with totem pieces and you could carry no more.;Ты уже набрал слишком много деталей для тотема и не мог взять ещё.
SPECIAL_NODES_WOODCARVERMAXPIECES_946_F;You were overburdened with totem pieces and you could carry no more.;Ты уже набрала слишком много деталей для тотема и не могла взять ещё.
SPECIAL_NODES_WOODCARVERMAXPIECES_537_M;She gestured toward a disturbing creature lurking nearby.;Она указала на мерзкое существо, что притаилось неподалёку.
SPECIAL_NODES_WOODCARVERMAXPIECES_537_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_M;The decrepit [c:bR]woodcarver[c:] looked mournful.;Немощная [c:bR]резчица по дереву[c:] была расстроена.
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_M;You could not carry any more totem pieces.;Ты не мог взять больше деталей для тотема.
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_F;You could not carry any more totem pieces.;Ты не могла взять больше деталей для тотема.
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_M;She had something else to offer...;Она предложила кое-что другое...
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_M;Not now. There's nothing that can be hooked.;Сейчас не время. Тебе нечего зацепить.
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_M;There aren't any pulls that you can make.;Ты не можешь ничего к себе притянуть.
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_M;There's nothing that can be pulled with that hook...;Тебе пока нечего подтянуть к себе крюком...
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_M;A gift from [c:bR]The Angler[c:].;Подарок от [c:bR]Рыболова[c:].
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_M;You see, he was defeated recently and wishes to redeem himself.;Видишь ли, недавно он был побеждён и теперь желает искупить свою вину.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_M;It would be unfortunate if you were to fall to [c:bR]The Prospector[c:] before he was given that chance.;Будет обидно, если ты умудришься проиграть [c:bR]Старателю[c:] до встречи с ним.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_M;This hook is powerful. You may steal one of my cards with it.;Этот крюк цепок. С ним ты можешь украсть одну из моих карт.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_M;For that reason, you will not find any others along the path.;И поэтому других таких на своём пути ты уже не найдёшь.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_M;Use it wisely.;Используй его с умом.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_M;What is it? What do you want?;Что? Что тебе нужно?
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_M;I am merely an inspector.;Я всего лишь инспектор.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_M;And you've given me a lot of files to inspect!;И из-за тебя мне надо проинспектировать ещё кучу файлов!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_M;But I do not have much to inspect...;Но мне особо нечего тут инспектировать...
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_M;You wish to pass through this gate?;Хочешь пройти через эти ворота?
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_M;Try inspecting the satellite dish at the foot of the wizard tower.;Попробуй проинспектировать спутниковую тарелку у основания башни чародея.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_M;Can't you see I'm busy inspecting your files?;Не видишь, что ли? Я инспектирую твои файлы.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_M;[c:bG]The Great Transcendence[c:] cannot wait!;[c:bG]Великая запредельность[c:] не может ждать!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_M;If you wish to pass, first you must venture South.;Если хочешь пройти, сперва ты должен отправиться на юг.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_F;If you wish to pass, first you must venture South.;Если хочешь пройти, сперва ты должна отправиться на юг.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_M;At the door to the wizard's tower, head further South still!;Как дойдёшь до входа в башню чародея, иди дальше на юг!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_M;To unlock this gate you must venture South.;Чтобы открыть эти ворота, ты должен отправиться на юг.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_F;To unlock this gate you must venture South.;Чтобы открыть эти ворота, ты должна отправиться на юг.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_M;Now be gone!;А теперь сгинь!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_M;What is it? You unlocked the gate.;В чём дело? Ты открыл ворота.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_F;What is it? You unlocked the gate.;В чём дело? Ты открыла ворота.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_M;So carry on!;Так что ступай!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_M;I have so many files to inspect!;Мне кучу файлов нужно проинспектировать!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_M;...Why do I bother? It's not like I have a lot do right now.;...Зачем я мучаюсь? Мне и заняться-то особо нечем.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_M;[c:bG]The Great Transcendence[c:] will be upon us soon.;[c:bG]Великая запредельность[c:] наступит очень скоро.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_M;I'm trying to do my part.;Я пытаюсь внести свой вклад.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_M;Carry on!;Ступай!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_F;;
GBC_NPC_MECHANICDOCKS_387_M;Woof.[w:0.3] You probably saw that the bridge is fixed.;Уф.[w:0.3] Ты, наверное, заметил, что мост починен.
GBC_NPC_MECHANICDOCKS_387_F;Woof.[w:0.3] You probably saw that the bridge is fixed.;Уф.[w:0.3] Ты, наверное, заметила, что мост починен.
GBC_NPC_MECHANICDOCKS_568_M;Now they want me to give you deckbuilding tips.;Теперь они хотят, чтобы я дала тебе советы по колоде.
GBC_NPC_MECHANICDOCKS_568_F;;
GBC_NPC_MECHANICDOCKS_135_M;Like... [w:0.3][p:0.25][c:gray]Use your Rare cards![w:0.2] They are more powerful than common cards...[c:];Ну, типа... [w:0.3][p:0.25][c:gray]Используй редкие карты![w:0.2] Они гораздо сильнее обычных...[c:]
GBC_NPC_MECHANICDOCKS_135_F;;
GBC_NPC_MECHANICDOCKS_432_M;But[w:0.2] I sure am sick of being around these Scrybes.;Но[w:0.2], разумеется, эти Переписчики мне порядком надоели.
GBC_NPC_MECHANICDOCKS_432_F;;
GBC_NPC_MECHANICDOCKS_996_M;Each has a more twisted ambition than the last...[w:0.3] I tell ya.;Один безумнее другого...[w:0.3] Без шуток.
GBC_NPC_MECHANICDOCKS_996_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_M;Leshy?[w:0.3] The guy's insane!;Леший?[w:0.3] Да он псих!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_M;Wants to use [c:R]Challengers[c:] like you as his playthings.;Вечно норовит превратить [c:R]Соискателей[c:] в свои цацки.
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_M;To make it more perverse,[w:0.3] he thinks you'll actually enjoy it!;Вдобавок ко всей этой аморальщине[w:0.3] ему кажется, что тебе это будет даже в кайф!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_M;Oh yeah... [w:0.3][p:0.25][c:gray]Try to use a mix of different types of cards in your deck to fully utilize your Bones, Blood and Energy![c:];Ах да... [w:0.3][p:0.25][c:gray]Не зацикливайся на одном типе карт - разнообразь колоду, чтобы задействовать кости, капли крови и энергию![c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_M;P03...[w:0.3] that bot is planning something alright.;П03...[w:0.3] Зуб даю, он что-то затеял.
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_M;It's got The Dredger working overtime.;Заставляет Черпака сверхурочно трудиться.
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_M;Huh?[w:0.3] Oh...;Хм?[w:0.3] Ой...
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_M;[p:0.25][c:gray]Many cards from other Temples are better sacrifice fodder than Squirrels.[c:];[p:0.25][c:gray]Многие карты в храмах могут стать более полезными жертвами, чем Белки.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_M;[p:0.25][c:gray]For example,[w:0.2] Bone Heaps can be sacrificed early but have utility in the late-game.[c:];[p:0.25][c:gray]Например,[w:0.2] Грудами костей можно пожертвовать в начале поединка, но пользу они принесут ближе к концу.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_M;Grimora wants to bring it all down,[w:0.3] I swear.;Гримора хочет всё здесь разрушить,[w:0.3] клянусь тебе.
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_M;But more as a mercy I think.[w:0.3] She's probably right.;Но, скорее всего, ей движет милосердие.[w:0.3] И она наверняка права.
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_M;There's some[w:0.3] pretty nasty DATA on this disk...;На этой дискете[w:0.3] хранятся очень неприятные ДАННЫЕ...
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_M;Ahem. [w:0.3][p:0.25][c:gray]A deck focused on Magickal cards can be very powerful.[w:0.3] Try picking 2 of your best Gem Colors instead of going for all 3.[c:];Кхе-кхе. [w:0.3][p:0.25][c:gray]Колода из карт Волшбы может быть весьма действенной.[w:0.3] Вместо всех 3 самоцветов выбери 2 наиболее подходящих.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_M;[p:0.25][c:gray]Cards with Activated Abilities are some of the most powerful.[w:0.3] Balance your resources accordingly.[c:];[p:0.25][c:gray]Карты с Активированными навыками - одни из самых сильных.[w:0.3] Отталкивайся от них при балансировке своих ресурсов.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_M;What,[w:0.3] you want to know about Magnificus?;Что,[w:0.3] хочешь узнать о Магнификусе?
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_M;Mysterious guy...[w:0.3] We all have our theories of course.;Загадочный мужчина...[w:0.3] Разумеется, у всех тут свои теории.
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_M;Some say he actually[w:0.3] wants[w:0.3]...[w:0.2] No,[w:0.2] it's too terrible to say.;Ходят слухи, что он[w:0.3] хочет[w:0.3]...[w:0.2] Нет,[w:0.2] нельзя говорить такие ужасные вещи.
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_M;You may keep the bones.;Кости можешь оставить себе.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_M;Here. Keep the bones.;Вот. Кости оставь себе.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_M;The bones are yours.;Кости твои.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_M;This is [c:bR]not[c:] one of Botopia's Uberbots.;Это [c:bR]не[c:] Убербот Ботопии.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_M;Where did these repugnant mushrooms come from?;Откуда взялись эти противные грибы?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_M;What is this strange feeling?;Почему я так странно себя чувствую?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_M;I will attempt to hasten your demise.;Я постараюсь ускорить твою кончину.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_M;The Moon will be your mercy.;Луна избавит тебя от мучений.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_M;You've run out of cards... You're starving.;У тебя закончились карты... Начинается голод.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_M;Let's speed things up. We'll see what this moon can do.;Давай ускорим процесс. Посмотрим, на что способна эта луна.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_M;What is this? Weakening my Moon with the [c:bR]Stinky Sigil[c:]...;Что это? Хочешь ослабить мою Луну символом [c:bR]Вонючки[c:]?..
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_M;It makes no sense!;Бессмыслица какая-то!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_M;Moons do not have a sense of smell!;У Луны ведь нет обоняния!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_M;This is not how I imagined this battle going...;Я не так себе представлял наш поединок...
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_M;Weakening my Moon... with a foul odor?;Ослабляешь мою Луну... неприятным запахом?
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_M;[c:bR]Absurd![c:];[c:bR]Что за абсурд![c:]
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_M;You came across the remains of a small settlement.;Ты набрёл на развалины небольшого поселения.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_F;You came across the remains of a small settlement.;Ты набрела на развалины небольшого поселения.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_M;No living person remained.;Живых людей тут не осталось.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_M;It must have been [c:bR]something they ate.[c:];Наверное, они съели что-то [c:bR]не то[c:].
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_M;The fire sputtered on in spite of their absence.;Костёр полыхал вопреки их отсутствию.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_M;A few emaciated corpses lay within an abandoned settlement.;В заброшенном поселении лежало несколько тощих трупов.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_M;What did you feed them?;Чем ты их накормил?
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_F;What did you feed them?;Чем ты их накормила?
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_M;The fire looked welcoming as always.;Костёр, как всегда, привлёк твоё внимание.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_M;No hungry survivors would be bothering you this time.;Голодные выжившие более тебя не побеспокоят.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_M;We have gained control of the robot!;Мы взяли робота под контроль!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_M;Complete control!;Полный контроль!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_M;We must now experiment.;Мы должны начать эксперимент.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_M;We must play a card game.;Мы должны сыграть в карты.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_219_M;You actually bought that [c:O]holo pelt[c:]?;Ты что, правда купил эту [c:O]голографическую шкурку[c:]?
PART_3_MAP_HOLOAREASHOPBUYPELT_219_F;You actually bought that [c:O]holo pelt[c:]?;Ты что, правда купила эту [c:O]голографическую шкурку[c:]?
PART_3_MAP_HOLOAREASHOPBUYPELT_337_M;It's worthless! Take it to [c:O]The Trader[c:] and you'll see.;Она бесполезна! Отнеси её [c:O]Лавочнице[c:], и увидишь.
PART_3_MAP_HOLOAREASHOPBUYPELT_337_F;;
MAGNIFICUSGAMEFLOWMANAGER_506;No! I'm not ready to die yet.;Нет! Я ещё не готов умереть.
