Column1;Column10;CH S 
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_M;Ahem. [w:0.3][p:0.25][c:gray]A deck focused on Magickal cards can be very powerful.[w:0.3] Try picking 2 of your best Gem Colors instead of going for all 3.[c:];嗯哼。[w:0.3][p:0.25][c:gray]魔法卡牌为主的牌组会十分强大。[w:0.3]尝试挑选2个最好的宝石颜色，不要3个都选。[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_M;[p:0.25][c:gray]Cards with Activated Abilities are some of the most powerful.[w:0.3] Balance your resources accordingly.[c:];[p:0.25][c:gray]附有激活能力的卡牌是最强大的。[w:0.3]要相应地平衡你的资源。[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_M;What,[w:0.3] you want to know about Magnificus?;怎么，[w:0.3]你想知道关于蔓尼菲科的情况？
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_M;Mysterious guy...[w:0.3] We all have our theories of course.;那是个神秘的家伙……[w:0.3]当然，咱们谁还没有自己的小心思呢。
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_M;Some say he actually[w:0.3] wants[w:0.3]...[w:0.2] No,[w:0.2] it's too terrible to say.;有人说他其实是[w:0.3]想要[w:0.3]……[w:0.2]不，[w:0.2]这太可怕了，说不得。
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_M;You may keep the bones.;这些骨头你可以留着。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_M;Here. Keep the bones.;给。留着这些骨头吧。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_M;The bones are yours.;这些骨头是你的了。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_M;This is [c:bR]not[c:] one of Botopia's Uberbots.;这[c:bR]不是[c:]机托邦的巨型机器人。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_M;Where did these repugnant mushrooms come from?;这些讨厌的蘑菇是从哪儿来的？
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_M;What is this strange feeling?;这奇怪的感觉是什么？
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_M;I will attempt to hasten your demise.;我将尝试加速你的死亡。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_M;The Moon will be your mercy.;月亮将成为你的怜悯。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_M;You've run out of cards... You're starving.;你手中已空空如也……饥肠辘辘。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_M;Let's speed things up. We'll see what this moon can do.;动作快点。我们去看看这月亮能做什么。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_M;What is this? Weakening my Moon with the [c:bR]Stinky Sigil[c:]...;这算什么？用[c:bR]臭臭印记[c:]削弱我的月亮……
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_M;It makes no sense!;说不通啊！
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_M;Moons do not have a sense of smell!;月亮哪来的嗅觉啊！
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_M;This is not how I imagined this battle going...;这可不是我想象中的战斗……
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_M;Weakening my Moon... with a foul odor?;用臭味……削弱我的月亮？
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_M;[c:bR]Absurd![c:];[c:bR]荒唐至极！[c:]
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_M;You came across the remains of a small settlement.;你来到此处，这里曾是个小型定居点。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_M;No living person remained.;这里没有活人。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_M;It must have been [c:bR]something they ate.[c:];肯定是因为[c:bR]他们吃的东西[c:]的问题。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_M;The fire sputtered on in spite of their absence.;此处空无一人，但火势仍在蔓延。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_M;A few emaciated corpses lay within an abandoned settlement.;在一处废弃的定居点，躺着几具瘦骨嶙峋的尸体。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_M;What did you feed them?;你给他们吃了什么？
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_M;The fire looked welcoming as always.;火焰看上去一如既往地热情。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_M;No hungry survivors would be bothering you this time.;这次不会有饥饿的幸存者来打扰你了。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_M;We have gained control of the robot!;我们已经获得了机器人的控制权！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_M;Complete control!;全部的控制权！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_M;We must now experiment.;我们现在必须进行实验。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_M;We must play a card game.;我们得玩一局牌。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_219_M;You actually bought that [c:O]holo pelt[c:]?;你真的买了[c:O]虚幻毛皮[c:]？
PART_3_MAP_HOLOAREASHOPBUYPELT_219_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_337_M;It's worthless! Take it to [c:O]The Trader[c:] and you'll see.;它根本不值钱！拿给[c:O]毛皮商[c:]看看你就知道了。
PART_3_MAP_HOLOAREASHOPBUYPELT_337_F;;
MAGNIFICUSGAMEFLOWMANAGER_506;No! I'm not ready to die yet.;不！我还没准备好接受死亡。
PART3GAMEFLOWMANAGER_936;Ugh. Damn it.;啊。该死。
BOULDERCHOICESEQUENCER_101_M;[c:bR]Show me where to strike![c:];[c:bR]告诉老子该打哪儿就好！[c:]
BOULDERCHOICESEQUENCER_101_F;;
CARDMERGESEQUENCER_673_M;A ghastly spectactle. But the soul of the [c:bR]{0}[c:] now lives in the [c:bR]{1}[c:].;这场景的确很吓人。不过[c:bR]{0}[c:]的灵魂已经附身在[c:bR]{1}[c:]上了。
CARDMERGESEQUENCER_673_F;;
CARDSTATBOOSTSEQUENCER_308_M;Push your luck? Or pull away?;是挑战运气？还是见好就收？
CARDSTATBOOSTSEQUENCER_308_F;;
CARDSTATBOOSTSEQUENCER_627_M;Push your luck further? Or run back?;是进一步碰碰运气？还是拔腿就跑？
CARDSTATBOOSTSEQUENCER_627_F;;
CARDSTATBOOSTSEQUENCER_734_M;Recklessly continue?;不顾一切地继续？
CARDSTATBOOSTSEQUENCER_734_F;;
DECKTRIALSEQUENCER_289;card with the [c:bR]Sprinter[c:] sigil;带[c:bR]冲刺能手[c:]印记的卡牌
FINALEDECKTRIALSEQUENCER_503_M;The [c:bR]{0}[c:]. {1};[c:bR]{0}[c:]。{1}
FINALEDECKTRIALSEQUENCER_503_F;;
RUNINTROSEQUENCER_251;Woah.;哇哦。
VICTORYFEASTSEQUENCER_332;Did I just- I think I just beat him!;我是不是……我刚刚是打败他了吧！
VICTORYFEASTSEQUENCER_398;Oop.;嗷。
FISHHOOKITEM_576_M;You can't hook that one.;你勾不住它。
FISHHOOKITEM_576_F;;
FISHHOOKITEM_667_M;There's no space to pull that one into.;没有位置，拉不了它。
FISHHOOKITEM_667_F;;
DOORUNLOCKAREASEQUENCER_679_M;Where did you get that?;你从哪儿得到的？
DOORUNLOCKAREASEQUENCER_679_F;;
PERMADEATH_945;God damn it.;该死。
BROKENCOIN_684_M;You received an Ancient Obol.;你收到了一枚古银币。
BROKENCOIN_684_F;;
BONELORDNPC_216;What the fuck is this?;这他妈是什么鬼？
GRIMORABOSSOPPONENT_209;Aw fuck.;妈的。
FINALEWIZARDBATTLESEQUENCER_960_M;You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...;你让我的[c:blGr]黏液法师[c:]也被删除了……
FINALEWIZARDBATTLESEQUENCER_960_F;;
FINALEWIZARDBATTLESEQUENCER_699_M;I thought you two were becoming friends!;我还以为你俩会成为朋友呢！
FINALEWIZARDBATTLESEQUENCER_699_F;;
FINALEWIZARDBATTLESEQUENCER_631_M;To think you gave access to your files so easily...;一想到你如此轻易就让人读取你的文件……
FINALEWIZARDBATTLESEQUENCER_631_F;;
ACTIVATEDENERGYTOBONES_RULEBOOKNAME_519;Bonehorn;骨质号角
ACTIVATEDENERGYTOBONES_RULEBOOKDESCRIPTION_823;Pay 1 Energy to gain 3 Bones.;消耗1点能量，获得3根骨头。
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_M;The Horn rings out.;号角声响起。
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_F;;
MOVEBESIDE_RULEBOOKNAME_466;Clinger;粘人精
MOVEBESIDE_RULEBOOKDESCRIPTION_912;When one of your creatures is placed in a space, [creature] will move towards them as far as possible.;当你的一只造物放置于某个位置，[creature]将尽可能朝它们移动。
KRAKEN_DISPLAYEDNAME_835;Great Kraken;巨型克拉肯
SQUIDCARDS_DISPLAYEDNAME_683;Hand Tentacle;手牌触手
SQUIDCARDS_DESCRIPTION_196_M;Did I do that?;是我干的吗？
SQUIDCARDS_DESCRIPTION_196_F;;
TAIL_BIRD_DISPLAYEDNAME_862;Tail Feathers;鸟的尾羽
TAIL_FURRY_DISPLAYEDNAME_106;Furry Tail;毛尾巴
TAIL_INSECT_DISPLAYEDNAME_910;Wriggling Leg;蠕动的腿
BLUEMAGE_TALKING_DISPLAYEDNAME_568;Lonely Wizbot;孤独的巫师机器人
ABOVECURVE_DISPLAYEDNAME_503;Curve Hopper;跑赢曲线
SENTINELBLUE_DISPLAYEDNAME_835;Goranj's Vessel;绿橙蓝的容器
SENTINELGREEN_DISPLAYEDNAME_449;Orlu's Vessel;橙蓝绿的容器
SENTINELORANGE_DISPLAYEDNAME_682;Bleene's Vessel;蓝绿橙的容器
BONELORDHORN_DISPLAYEDNAME_019;Bone Lord's Horn;骨王的号角
JUNIORSAGE_DISPLAYEDNAME_820;Junior Sage;初级贤者
FISHHOOK_RULEBOOKNAME_740;Fish Hook;鱼钩
FISHHOOK_RULEBOOKDESCRIPTION_834_M;Hook one of my cards and take it as your own. You must have an empty space on your side to receive it.;钩走我一张牌，并占为己有。你方必须有一个空位放置卡牌。
FISHHOOK_RULEBOOKDESCRIPTION_834_F;;
BELLSTATICON_GBCDESCRIPTION_901;The power of [creature] is equal to 4 minus the distance to the combat bell.;[creature]的力量等于4减去该造物与换手铃之间的距离。
CARDSINHANDSTATICON_RULEBOOKNAME_153;Card Counter;卡牌计数器
CARDSINHANDSTATICON_RULEBOOKDESCRIPTION_159;The value represented by this sigil is always equal to the number of cards in your hand.;该印记代表的数值永远等于你手中的卡牌数。
CARDSINHANDSTATICON_GBCDESCRIPTION_195;The power of [creature] is equal to the number of cards in your hand.;[creature]的力量等于你手中的卡牌数。
MIRRORSTATICON_GBCDESCRIPTION_142;The power of [creature] is always equal to the power of the creature opposing it.;[creature]的力量永远等于与之正面对抗的造物力量。
OPTIONSUI_VALUE_294;FLICKER FX;闪光特效
OPTIONSUI_VALUE_524;SCREEN SHAKE;屏幕抖动
DISCOVERABLECARD_ANTS_VALUE_893_M;Formidable creatures, those [c:bR]Ants[c:]. Very well, I will add them to your deck and make them available for future challengers.;那些[c:bR]蚂蚁[c:]真是可怕。很好，我会让它们加入你的牌组，供未来的挑战者使用。
DISCOVERABLECARD_ANTS_VALUE_893_F;;
DISCOVERABLECARD_CAGEDWOLF_VALUE_065;Curious...;有点意思……
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_M;I do relish snuffing out your excess candles before a Boss. Perhaps you will now enjoy it as much as I do.;我非常喜欢在你遇见头目前把多余的蜡烛给你掐灭。也许现在你也会和我一样享受这个过程。
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_F;;
DISCOVERABLECARD_SKINK_VALUE_087_M;I forgot that I had put that there. Very well, you may add it to your deck. And I'll deal you one every so often.;我都忘了之前把它放在那儿了。很好，你可以把它加到牌组里。我时不时地给你发一张。
DISCOVERABLECARD_SKINK_VALUE_087_F;;
DISCOVERABLECARD_STINKBUG_VALUE_154_M;Ah... that one...;啊……这张啊……
DISCOVERABLECARD_STINKBUG_VALUE_154_F;;
GBC_DOCKS_730_M;You picked the clover leaf from the stem!;你把三叶草的叶子从茎上扯下来了！
GBC_DOCKS_730_F;;
GBC_TEMPLE_UNDEAD_392_M;You found a card atop the pedestal!;你在基座顶上发现了一张卡牌！
GBC_TEMPLE_UNDEAD_392_F;;
GBC_TEMPLE_UNDEAD_058_M;You found a strange flickering key. Its use cannot yet be understood.;你发现了一把闪着光的奇怪钥匙。其用途暂不明晰。
GBC_TEMPLE_UNDEAD_058_F;;
GBC_TEMPLE_UNDEAD_650_M;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start;[c:R]骨王的股骨[c:]。能够在战斗开始时赋予持有者骨头。
GBC_TEMPLE_UNDEAD_650_F;;
MISC_456;Simplified Chinese;简体中文
MISC_993;Traditional Chinese;繁体中文
MISC_659;Start Screen;开始画面
MISC_970;Options;选项
MISC_056;Alter Deck;变更牌组
MISC_089;New Game;新游戏
MISC_561;Quit;退出
MISC_070;Concede;认输
MISC_308;attack;攻击
MISC_038_M;Hmmm... Not a single Ring Worm...;呃……一条环形虫都没有……
MISC_038_F;;
MISC_222;Auto-Complete;自动添加
MISC_909;A pack containing 1 Rare and 2 Common Deathly cards and 2 Common cards of any type.;每个卡包内含1张稀有卡牌、2张普通死亡卡牌和2张任意普通卡牌。
MISC_428;A pack containing 1 Rare and 2 Common Beastly cards and 2 Common cards of any type.;每个卡包内含1张稀有卡牌、2张普通野兽卡牌和2张任意普通卡牌。
MISC_053;A pack containing 1 Rare and 2 Common Techno cards and 2 Common cards of any type.;每个卡包内含1张稀有卡牌、2张普通科技卡牌和2张任意普通卡牌。
MISC_751;A pack containing 1 Rare and 2 Common Magical cards and 2 Common cards of any type.;每个卡包内含1张稀有卡牌、2张普通魔法卡牌和2张任意普通卡牌。
MISC_289;Luke Carder;卢克·卡德
MISC_132;P03;P03
MISC_558;Internal Memory / DCIM;内存/DCIM
MISC_150;Blood Artist;鲜血画家
MISC_014;Complete your first Deathcard.;完成你的第一张死亡卡。
MISC_197;Innocuous Insect;无害昆虫
MISC_469;Free a Stinkbug from the safe.;从保险箱中放出一只臭虫。
MISC_616;Uncage the Menagerie;放生兽群
MISC_382;Free the Wolf Statue from its cage.;将狼雕像从笼子里释放出来。
MISC_093;Ancestral Vision;先人的预视
MISC_504;Fill your empty socket with something magical.;用神奇的物件填满你空洞的眼窝。
MISC_350;Reborn Hope;新生希望
MISC_764;Find a spare film roll.;找到备用胶卷。
MISC_515;Enduring Victory;持久得胜
MISC_369;Defeat Leshy.;打败莱西。
MISC_239;Renewal;重生
MISC_625;Start a new game.;开始新游戏。
MISC_009;Doomed Necromancer;败亡死灵术士
MISC_458;Complete the Temple of the Dead.;通关死亡神庙。
MISC_052;Avenging Druid;复仇的德鲁伊
MISC_934;Complete the Temple of Beasts.;通关野兽神庙。
MISC_138;Accomplished Automaton;高明机械兽
MISC_633;Complete the Temple of Technology.;通关科技神庙。
MISC_302;Wizard Mentor;巫师导师
MISC_680;Complete the Temple of Magicks.;通关魔法神庙。
MISC_794;Miner's Bane;矿工灾祸
MISC_523;Defeat The Prospector.;打败矿工。
MISC_782;Grizzled Angler;苍鬓渔夫
MISC_565;Defeat The Angler.;打败钓鱼人。
MISC_748;Face to Face;面面相觑
MISC_057;Defeat The Trapper and The Trader.;打败猎人和毛皮商。
MISC_216;Squirrel Wrangler;松鼠驯师
MISC_875;Win a battle with damage from Squirrels.;用松鼠造成伤害赢得一场战斗。
MISC_152;Gruesome Encore;恶心返场
MISC_389;Allow The Mycologists to experiment on a creature that is already itself an experiment.;允许菌学家在一只本身已经是实验品的造物上进行实验。
MISC_977;Role Reversal;角色反转
MISC_062;Steal back one of your creatures from The Angler.;从钓鱼人那里偷回你的一只造物。
MISC_753;Balance of Power;力量平衡
MISC_360;Allow P03 to gain control of Inscryption.;允许P03获得Inscryption的控制权。
MISC_133;Rank and File;分类归档
MISC_115;Defeat The Archivist.;打败档案保管员。
MISC_984;Essence Capture;捕捉菁华
MISC_552;Defeat The Photographer.;打败照相师。
MISC_894;Painter's Servant;画家仆役
MISC_801;Defeat The Unfinished Boss.;打败未完成的头目。
MISC_706;Natural Connection;自然联系
MISC_147;Defeat G0lly.;打败乖乖。
MISC_446;Murder;谋杀
MISC_236;Witness the death of P03.;目睹P03之死。
MISC_247;Dramatic Finale;绚烂终曲
MISC_212;Complete the finale of Inscryption.;完成Inscryption的收关任务。
MISC_176;Collective Effort;携手合力
MISC_927;Collect every card in the Original Inscryption.;收齐原版Inscryption中的所有卡牌。
MISC_017;Devil's Play;魔鬼造孽
MISC_889;Attack for over 666 damage in the Original Inscryption.;在原版Inscryption中造成超过666点攻击。
MISC_585;Dark Offering;黑暗献祭
MISC_381;Make an offering to The Bone Lord.;向骨王献祭。
MISC_783;Forgotten Lore;被遗忘的传说
MISC_713;Receive all 5 cards from The Trader in P03's factory.;从P03工厂的毛皮商那里获得所有5张卡牌。
MISC_797;Grim Bounty;残酷报赏
MISC_750;Destroy a Level 3 Bounty Hunter card.;摧毁一张3级赏金猎人卡牌。
MISC_126;Agonizing Remorse;苦痛悔恨
MISC_460;Don't empty the Recycling Bin.;不要清空回收箱。
ACTIVATEDDEALDAMAGE_RULEBOOKDESCRIPTION_C_301;Pay 1 Energy to deal 1 damage to the creature across from a card bearing this sigil.;消耗1点能量，可对带有此印记卡牌对面的造物造成1点伤害。
ACTIVATEDHEAL_RULEBOOKDESCRIPTION_C_469;Pay 2 Bones to heal a card bearing this sigil.;
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_C_643;Pay 1 Energy to set the power of a card bearing this sigil randomly between 1 and 6.;
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_C_363;If you have a Blue gem, sacrifice a card bearing this sigil to draw 3 cards.;
ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_C_785;Pay 2 Bones to increase the power and health of a card bearing this sigil by 1.;
ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_C_318;Pay 3 Energy to increase the power and health of a card bearing this sigil by 1.;
BOMBSPAWNER_RULEBOOKDESCRIPTION_C_970;When a card bearing this sigil is played, fill all empty spaces with Explode Bots.;
BONEDIGGER_RULEBOOKDESCRIPTION_C_110;At the end of the owner's turn, a card bearing this sigil will generate 1 Bone.;
BRITTLE_RULEBOOKDESCRIPTION_C_366;After attacking, a card bearing this sigil perishes.;
CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_C_937;Other creatures within a circuit completed by a card bearing this sigil gain 1 power.;
CONDUITENERGY_RULEBOOKDESCRIPTION_C_032;If a card bearing this sigil is part of a completed circuit, your Energy never depletes.;
CONDUITFACTORY_RULEBOOKDESCRIPTION_C_156;Empty spaces within a circuit completed by a card bearing this sigil spawn L33pB0ts at the end of the owner's turn.;
CONDUITHEAL_RULEBOOKDESCRIPTION_C_630;Other creatures within a circuit completed by a card bearing this sigil are healed at the end of the owner's turn.;
CONDUITNULL_RULEBOOKDESCRIPTION_C_451;A card bearing this sigil may complete a circuit, but provides no effect.;
DRAWNEWHAND_RULEBOOKDESCRIPTION_C_986;When a card bearing this sigil is played, discard your hand then draw a new hand of 4 cards.;
DROPRUBYONDEATH_RULEBOOKDESCRIPTION_C_897;When a card bearing this sigil perishes, a Ruby Mox is created in its place.;
EXPLODEONDEATH_RULEBOOKDESCRIPTION_C_074;When a card bearing this sigil dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.;
GAINBATTERY_RULEBOOKDESCRIPTION_C_264;When a card bearing this sigil is played, it provides an Energy Cell to its owner.;
GAINGEMBLUE_RULEBOOKDESCRIPTION_C_786;While a card bearing this sigil is on the board, it provides a Blue Gem to its owner.;
GAINGEMGREEN_RULEBOOKDESCRIPTION_C_169;While a card bearing this sigil is on the board, it provides a Green Gem to its owner.;
GAINGEMORANGE_RULEBOOKDESCRIPTION_C_270;While a card bearing this sigil is on the board, it provides an Orange Gem to its owner.;
GAINGEMTRIPLE_RULEBOOKDESCRIPTION_C_292;While a card bearing this sigil is on the board, it provides a Green, Orange, and Blue gem to its owner.;
GEMDEPENDANT_RULEBOOKDESCRIPTION_C_572;If a card bearing this sigil's owner controls no Mox cards, a card bearing this sigil perishes.;
GEMSDRAW_RULEBOOKDESCRIPTION_C_172;When a card bearing this sigil is played, you draw cards equal to the amount of Mox cards on your side of the board.;
LOOT_RULEBOOKDESCRIPTION_C_919;When a card bearing this sigil deals damage directly, draw a card for each damage dealt.;
PREVENTATTACK_RULEBOOKDESCRIPTION_C_718;If a creature would attack a card bearing this sigil, it does not.;
SKELETONSTRAFE_RULEBOOKDESCRIPTION_C_216;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Skeleton in its old space.;
SQUIRRELSTRAFE_RULEBOOKDESCRIPTION_C_618;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Squirrel in their old space.;
SUBMERGESQUID_RULEBOOKDESCRIPTION_C_467;A card bearing this sigil submerges itself during its opponent's turn. While submerged, opposing creatures attack its owner directly.;
ALLSTRIKE_RULEBOOKDESCRIPTION_C_769;A card bearing this sigil will strike each opposing space that is occupied by a creature. It will strike directly if no creatures oppose it.;
BEESONHIT_RULEBOOKDESCRIPTION_C_919;Once a card bearing this sigil is struck, a Bee is created in your hand. [define:Bee];
BUFFNEIGHBOURS_RULEBOOKDESCRIPTION_C_913;Creatures adjacent to a card bearing this sigil gain 1 power.;
CORPSEEATER_RULEBOOKDESCRIPTION_C_169;If a creature that you own perishes by combat, a card bearing this sigil in your hand is automatically played in its place.;
CREATEBELLS_RULEBOOKDESCRIPTION_C_591;When a card bearing this sigil is played, a Chime is created on each empty adjacent space. [define:DausBell];
CREATEDAMS_RULEBOOKDESCRIPTION_C_542;When a card bearing this sigil is played, a Dam is created on each empty adjacent space. [define:Dam];
DEATHTOUCH_RULEBOOKDESCRIPTION_C_609;When a card bearing this sigil damages another creature, that creature perishes.;
DEBUFFENEMY_RULEBOOKDESCRIPTION_C_636;The creature opposing a card bearing this sigil loses 1 power.;
DRAWANT_RULEBOOKDESCRIPTION_C_010;When a card bearing this sigil is played, an Ant is created in your hand.;
DRAWCOPY_RULEBOOKDESCRIPTION_C_226;When a card bearing this sigil is played, a copy of it is created in your hand.;
DRAWCOPYONDEATH_RULEBOOKDESCRIPTION_C_876;When a card bearing this sigil perishes, a copy of it is created in your hand.;
DRAWRABBITS_RULEBOOKDESCRIPTION_C_468;When a card bearing this sigil is played, a Rabbit is created in your hand. [define:Rabbit];
EVOLVE_RULEBOOKDESCRIPTION_C_194;A card bearing this sigil will grow into a more powerful form after 1 turn on the board.;
FLYING_RULEBOOKDESCRIPTION_C_638;A card bearing this sigil will strike an opponent directly, even if there is a creature opposing it.;
GUARDDOG_RULEBOOKDESCRIPTION_C_161;When an opposing creature is placed opposite to an empty space, a card bearing this sigil will move to that empty space.;
ICECUBE_RULEBOOKDESCRIPTION_C_877;When a card bearing this sigil perishes, the creature inside is released in its place.;
QUADRUPLEBONES_RULEBOOKDESCRIPTION_C_971;When a card bearing this sigil dies, 4 bones are awarded instead of 1.;带有该印记的卡牌死亡时，原本获得的1根骨头将变为4根。
RANDOMABILITY_RULEBOOKDESCRIPTION_C_130;When a card bearing this sigil is drawn, this sigil is replaced with another sigil at random.;抽到带有该印记的卡牌时，此印记将被随机替换为另一印记。
RANDOMCONSUMABLE_RULEBOOKDESCRIPTION_C_436;When a card bearing this sigil is played, you will receive a random item as long as your pack is not full.;
REACH_RULEBOOKDESCRIPTION_C_386;A card bearing this sigil will block an opposing creature bearing the Airborne sigil.;
SACRIFICIAL_RULEBOOKDESCRIPTION_C_722;When a card bearing this sigil is sacrificed it does not perish.;
SHARP_RULEBOOKDESCRIPTION_C_386;Once a card bearing this sigil is struck, the striker is then dealt a single damage point.;
SPLITSTRIKE_RULEBOOKDESCRIPTION_C_724;A card bearing this sigil will strike each opposing space to the left and right of the space across from it.;
SQUIRRELORBIT_RULEBOOKDESCRIPTION_C_213;At the beginning of its owner's turn, a card bearing this sigil will pull small creatures, like Squirrels, into its orbit.;
STEELTRAP_RULEBOOKDESCRIPTION_C_102;When a card bearing this sigil perishes, the creature opposing it perishes as well. A pelt is created in your hand.;
STRAFE_RULEBOOKDESCRIPTION_C_931;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil.;
STRAFEPUSH_RULEBOOKDESCRIPTION_C_708;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil. Creatures in the way will be pushed in the same direction.;
TAILONHIT_RULEBOOKDESCRIPTION_C_390;When a card bearing this sigil would be struck, a Tail is created in its place and a card bearing this sigil moves to the right.;
