Column1;Column10;KOR 
SUBS_STRANGE_INSCRIPTION_LINE_974;Come on people. Honestly, who opens and;좀, 누가 그딴 짓을
SUBS_STRANGE_INSCRIPTION_LINE_282;reseals a pack.;하냐구요.
SUBS_STRANGE_INSCRIPTION_LINE_257;Huh. There's a set of coordinates on this card.;허. 이 카드엔 좌표가 있네요.
SUBS_STRANGE_INSCRIPTION_LINE_390;Looks like they were drawn on with a pen.;누가 펜으로 쓴 것 같아요.
SUBS_STRANGE_INSCRIPTION_LINE_637;49 degrees North 123 degrees West.;북위 49도, 서로 123도.
SUBS_STRANGE_INSCRIPTION_LINE_912;I think.;인 것 같아요.
SUBS_STRANGE_INSCRIPTION_LINE_533;I'd have to check but I think that's;확인해 봐야겠지만 아마
SUBS_STRANGE_INSCRIPTION_LINE_305;pretty nearby.;여기서 가까운데요.
SUBS_THE_LUCKY_CARDER_LINE_187;Hey there card gamers I'm The Lucky Carder ;안녕하세요, 카드 게이머 여러분. 여긴 럭키 카더, 
SUBS_THE_LUCKY_CARDER_LINE_260;and this is another pack opening video.;또 개봉 비디오로 찾아왔습니다.
SUBS_THE_LUCKY_CARDER_LINE_631;Today I am opening Catch Monsters;오늘은 캐치몬스터 팩을 
SUBS_THE_LUCKY_CARDER_LINE_961;packs and digging for that epic;개봉해서 그 개쩌는 초월견을
SUBS_THE_LUCKY_CARDER_LINE_152;shiny Transcendog.;얻고 말 거예요.
SUBS_THE_LUCKY_CARDER_LINE_881;And here i'll add some crazy VFX with;여기 번쩍번쩍 특수효과로
SUBS_THE_LUCKY_CARDER_LINE_153;lightning bolts or something.;번개든 뭐든 넣고요.
SUBS_THE_LUCKY_CARDER_LINE_307;Okay ladies and gentlemen I am about to;좋아요, 여러분. 이제 먼저
SUBS_THE_LUCKY_CARDER_LINE_275;open my first pack.;첫 번째 팩을 엽니다.
SUBS_THE_LUCKY_CARDER_LINE_040;Feeling good about this one.;이건 괜찮을 것 같아요.
SUBS_THE_LUCKY_CARDER_LINE_254;Feeling real good.;정말 괜찮을 것 같아요.
SUBS_THE_LUCKY_CARDER_LINE_369;What do we got here?;뭐가 있나 볼까요?
SUBS_THE_LUCKY_CARDER_LINE_816;Okay and our first;좋아요, 먼저
SUBS_THE_LUCKY_CARDER_LINE_846;rare is a Birchkin.;레어는 버치킨입니다.
SUBS_THE_LUCKY_CARDER_LINE_168;Not exactly a viable competitive card;경쟁력은 많이 떨어지는 카드지만
SUBS_THE_LUCKY_CARDER_LINE_638;but hey;그래도
SUBS_THE_LUCKY_CARDER_LINE_160;it's a pretty one. Alright.;예쁘잖아요. 좋아요.
SUBS_THE_LUCKY_CARDER_LINE_979;Next pack. Feeling even better about this one.;다음 팩. 이건 더 괜찮을 것 같네요.
SUBS_THE_LUCKY_CARDER_LINE_813;I gotta say these cards are feeling;오늘따라 이 카드들이 더
SUBS_THE_LUCKY_CARDER_LINE_867;extra silky today.;부드러운 것 같아요.
SUBS_THE_LUCKY_CARDER_LINE_880;I mean they're so smooth.;엄청 부드럽거든요.
SUBS_THE_LUCKY_CARDER_LINE_887;Not sure what they're doing down there;카드 공장에서 뭘 하는지는
SUBS_THE_LUCKY_CARDER_LINE_389;at the card factory but;잘 모르겠지만
SUBS_THE_LUCKY_CARDER_LINE_772;these are feeling good in my hands.;촉감이 정말 끝내줘요.
SUBS_THE_LUCKY_CARDER_LINE_564;Okay, let's see what we got here.;자, 뭐가 있는지 보죠.
SUBS_THE_LUCKY_CARDER_LINE_135;Some jank cards. Maybe a few additions;장난 카드 몇 개. 제 드래프트 큐브에
SUBS_THE_LUCKY_CARDER_LINE_216;to my draft cube. We'll see.;들어갈 것 같네요. 봅시다.
SUBS_THE_LUCKY_CARDER_LINE_307;And our rare for this pack is;이 팩의 레어 카드는
SUBS_THE_LUCKY_CARDER_LINE_540;Bandog. Not exactly riveting so far.;밴도그. 아직은 뭐가 없네요.
SUBS_THE_LUCKY_CARDER_LINE_303;But we have many packs to go.;하지만 더 많은 팩이 있으니까요.
SUBS_THE_LUCKY_CARDER_LINE_776;Next pack here we come.;다음 팩 갑니다.
SUBS_THE_LUCKY_CARDER_LINE_756;I'll just cut out this part.;여긴 편집할게요.
DECKTRIALSEQUENCER_DESCRIPTION_388_M;The [c:bR]Trial of Wisdom[c:]. The 3 drawn cards must have at least [c:bR]3 sigils[c:] among them to pass.;[c:bR]지혜의 시련[c:]. 세 장의 카드를 뽑아 최소한 [c:bR]세 개의 도장[c:]이 나와야 통과다.
DECKTRIALSEQUENCER_DESCRIPTION_388_F;;
DECKTRIALSEQUENCER_DESCRIPTION_264_M;The [c:bR]Trial of Blood[c:]. The 3 drawn cards must cost at least [c:bR]4 blood[c:] combined to pass.;[c:bR]피의 시련[c:]. 세 장의 카드를 뽑아 피 비용의 합이 [c:bR]4[c:] 이상이어야 통과다.
DECKTRIALSEQUENCER_DESCRIPTION_264_F;;
DECKTRIALSEQUENCER_DESCRIPTION_204_M;The [c:bR]Trial of Bones[c:]. The 3 drawn cards must cost at least [c:bR]5 bones[c:] combined to pass.;[c:bR]뼈의 시련[c:]. 세 장의 카드를 뽑아 뼈 비용의 합이 [c:bR]5[c:] 이상이어야 통과다.
DECKTRIALSEQUENCER_DESCRIPTION_204_F;;
DECKTRIALSEQUENCER_DESCRIPTION_093_M;The [c:bR]Trial of Power[c:]. The 3 drawn cards must have at least [c:bR]4 attack power[c:] combined to pass.;[c:bR]힘의 시련[c:]. 세 장의 카드를 뽑아 공격력의 합이 [c:bR]4[c:] 이상이어야 통과다.
DECKTRIALSEQUENCER_DESCRIPTION_093_F;;
DECKTRIALSEQUENCER_DESCRIPTION_269_M;The [c:bR]Trial of Health[c:]. The 3 drawn cards must have at least [c:bR]6 health[c:] combined to pass.;[c:bR]체력의 시련[c:]. 세 장의 카드를 뽑아 체력의 합이 [c:bR]6[c:] 이상이어야 통과다.
DECKTRIALSEQUENCER_DESCRIPTION_269_F;;
DECKTRIALSEQUENCER_DESCRIPTION_927_M;The [c:bR]Trial of Kin[c:]. [c:bR]2 of the 3[c:] drawn cards [c:bR]must be kin[c:] to pass.;[c:bR]친족의 시련[c:]. 뽑은 카드 [c:bR]3장 중 2장이[c:] [c:bR]같은 종[c:]이어야 통과다.
DECKTRIALSEQUENCER_DESCRIPTION_927_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_630_M;The [c:bR]Trial of the Winged[c:]. The 3 drawn cards must include a card with the [c:bR]Airborne[c:] sigil.;[c:bR]날개의 시련[c:]. 뽑은 카드 세 장중 [c:bR]공수[c:] 도장이 나와야 한다.
FINALEDECKTRIALSEQUENCER_DESCRIPTION_630_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_097_M;The [c:bR]Trial of the Finned[c:]. The 3 drawn cards must include a card with the [c:bR]Waterborne[c:] sigil.;[c:bR]지느러미의 시련[c:]. 뽑은 카드 세 장중 [c:bR]수생[c:] 도장이 나와야 한다.
FINALEDECKTRIALSEQUENCER_DESCRIPTION_097_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_315_M;The [c:bR]Trial of the Swift[c:]. The 3 drawn cards must include a card with the [c:bR]Sprinter[c:] sigil.;[c:bR]신속의 시련[c:]. 뽑은 카드 세 장중 [c:bR]질주자[c:] 도장이 나와야 한다.
FINALEDECKTRIALSEQUENCER_DESCRIPTION_315_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_154_M;The [c:bR]Trial of Rarity[c:]. The 3 drawn cards must include a [c:bR]Rare[c:] card.;[c:bR]진귀의 시련[c:]. 뽑은 카드 세 장중 [c:bR]레어[c:]카드가 나와야 한다.
FINALEDECKTRIALSEQUENCER_DESCRIPTION_154_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_446_M;The [c:bR]Trial of Skins[c:]. The 3 drawn cards must include a [c:bR]Pelt[c:] card.;[c:bR]가죽의 시련[c:]. 뽑은 카드 세 장중 [c:bR]가죽[c:] 카드가 나와야 한다.
FINALEDECKTRIALSEQUENCER_DESCRIPTION_446_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_325_M;!DELETED!;!DELETED!
FINALEDECKTRIALSEQUENCER_DESCRIPTION_325_F;;
CHECKMARKCAPTCHA_PUZZLE_M_TEXT_565;I AM NOT A ROBOT.;나는 로봇이 아님.
CHECKMARKCAPTCHA_PUZZLE_M_TEXT_410;WAITING FOR NETWORK;네트워크 대기중
EMOTIONSCAPTCHA_PUZZLE_M_TEXT_731;SELECT ALL APPLICABLE EMOTIONS FOR THE FOLLOWING SCENARIOS.;다음 시나리오에 적용 가능한 모든 감정을 선택하시오.
EMOTIONSCAPTCHA_PUZZLE_M_TEXT_930;DONE;완료
IMAGESCAPTCHA_PUZZLE_M_TEXT_037;SELECT ALL SQUARES THAT CONTAIN CARDS;카드가 있는 사각형을 모두 고르시오
MATHCAPTCHA_PUZZLE_M_TEXT_131;ENTER THE CORRECT SUM;알맞은 합산을 입력하시오
OBJECT3DCAPTCHA_PUZZLE_M_TEXT_600;WHICH SIGIL IS REPRESENTED?;어떤 도장이 묘사되었는가?
ROTATECAPTCHA_PUZZLE_M_TEXT_004;ROTATE THE SIGIL UNTIL IT IS UPRIGHT;똑바로 될 때까지 도장을 회전하시오
EMOTIONSCAPTCHA_PUZZLE_QUESTIONTEXT_029;YOU DRAW YOUR ENERGY BOT. YOU HAVE FULL ENERGY.;에너지봇을 뽑았습니다. 에너지가 가득합니다.
EMOTIONSCAPTCHA_PUZZLE_QUESTIONTEXT_638;YOU ARE ABOUT TO DIE FROM AN INSECTODRONE. YOU DRAW A L33PB0T.;당신은 곤충드론에게 죽기 직전입니다. L33pB0t을 뽑습니다.
EMOTIONSCAPTCHA_PUZZLE_QUESTIONTEXT_182;YOU SUCCESSFULLY PERFORM THE GREAT TRANSCENDENCE.;당신은 훌륭히 위대한 초월을 수행했습니다.
OPTIONSUI_VALUE_539;ENGLISH;영어
OPTIONSUI_VALUE_018;MASTER VOLUME;전체 볼륨
OPTIONSUI_VALUE_641;NOISE EFFECT;노이즈 효과
OPTIONSUI_VALUE_502;RESOLUTION;해상도
OPTIONSUI_VALUE_991;MUSIC VOLUME;음악 볼륨
OPTIONSUI_VALUE_175;FULLSCREEN;전체 화면
OPTIONSUI_VALUE_670;DIALOGUE TEXT SPEED;대사 글자 속도
OPTIONSUI_VALUE_265;BRIGHTNESS (GAMMA);밝기 (감마)
OPTIONSUI_VALUE_015;GRAPHICS QUALITY;그래픽 품질
OPTIONSUI_VALUE_030;APPLY;적용
OPTIONSUI_VALUE_589;REBOOT WITH ENGLISH;영어로 재부팅
OPTIONSUI_VALUE_211;SOUND EFFECTS VOLUME;음향 효과 볼륨
OPTIONSUI_VALUE_953;RESET SAVE DATA;세이브 데이터 리셋
GBC_INTRO_164;Grimora used her quill to inscribe the epitaphs of the dead...;그리모라는 깃펜으로 망자의 비문을 새겼다...
GBC_INTRO_617;In the beginning... The world did not know [c:R]cards[c:].;태초에... 세상은 [c:R]카드[c:]를 알지 못하였다.
GBC_INTRO_362;That is... until the day [c:R]The Scrybes[c:] arrived.;[c:R]필경자[c:]들이 도착하기 전까지는.
GBC_INTRO_743;Each had their own method of... [c:R]Inscryption[c:] to create [c:R]cards[c:].;그들은 각자의... [c:R]명문Inscryption[c:]으로 [c:R]카드[c:]를 창조했다.
GBC_INTRO_246;[c:R]Grimora[c:] used her [c:R]quill[c:] to inscrybe the epitaphs of the dead...;[c:R]그리모라[c:]는 [c:R]깃펜[c:]으로 망자의 비문을 새겼다...
GBC_INTRO_217;[c:R]Leshy[c:] used his [c:R]wildlife camera[c:] to capture beasts...;[c:R]레쉬[c:]는 [c:R]야생 동물 카메라[c:]로 짐승들을 포착했으며...
GBC_INTRO_083;[c:R]P03[c:] used a [c:R]particle scanner[c:] to copy the CPU's of robots...;[c:R]P03[c:]은 [c:R]입자 스캐너[c:]로 로봇들의 CPU를 복제했고...
GBC_INTRO_206;And [c:R]Magnificus[c:] used his [c:R]brush[c:] to paint his wizard pupils.;[c:R]매그니피쿠스[c:]는 그의 [c:R]붓[c:]으로 마법사 제자들을 그려냈다.
GBC_INTRO_195;With the cards created, [c:R]The Scrybes[c:] had solidified their power.;카드를 만들고 나서, [c:R]필경자[c:]들은 권력을 굳혔다.
GBC_INTRO_495;Until, one day, a [c:R]Challenger[c:] arrived to [c:R]replace one of the Scrybes!;어느 날, 한 [c:R]도전자[c:]가 나타나 [c:R]필경자 하나를 대체하기 전까지는!
GBC_STARTING_ISLAND_690;Replace Grimora and become The Scrybe of the Dead?;그리모라를 대체하여 망자의 필경자가 되겠는가?
GBC_STARTING_ISLAND_286_M;Your ambition is to replace Grimora and become The Scrybe of The Dead?;너의 야망은 그리모라를 대체해 망자의 필경자가 되는 것인가?
GBC_STARTING_ISLAND_286_F;;
GBC_STARTING_ISLAND_353_M;Your ambition is to replace Leshy and become The Scrybe of Beasts?;너의 야망은 레쉬를 대체해 짐승의 필경자가 되는 것인가?
GBC_STARTING_ISLAND_353_F;;
GBC_STARTING_ISLAND_278_M;Your ambition is to replace Magnificus and become The Scrybe of Magicks?;너의 야망은 매그니피쿠스를 대체해 마력의 필경자가 되는 것인가?
GBC_STARTING_ISLAND_278_F;;
GBC_STARTING_ISLAND_729_M;Your ambition is to replace P03 and become The Scrybe of Technology?;너의 야망은 P03을 대체해 기술의 필경자가 되는 것인가?
GBC_STARTING_ISLAND_729_F;;
GBC_STARTING_ISLAND_739_M;Choose a starting deck to mark your ambition.;너의 야망을 표시할 시작 덱을 선택하라.
GBC_STARTING_ISLAND_739_F;;
GBC_STARTING_ISLAND_530_M;It is time, Challenger. Choose the Scrybe that you will replace.;때가 왔다, 도전자여. 네가 대체할 필경자를 고르거라.
GBC_STARTING_ISLAND_530_F;;
GBC_STARTING_ISLAND_720_M;Replace P03 and become The Scrybe of Technology?;P03을 대체하여 기술의 필경자가 되겠는가?
GBC_STARTING_ISLAND_720_F;;
GBC_STARTING_ISLAND_725_M;Replace Leshy and become The Scrybe of Beasts?;레쉬를 대체하여 짐승의 필경자가 되겠는가?
GBC_STARTING_ISLAND_725_F;;
GBC_STARTING_ISLAND_128_M;Replace Magnificus and become The Scrybe of Magicks?;매그니피쿠스를 대체하여 마력의 필경자가 되겠는가?
GBC_STARTING_ISLAND_128_F;;
GBC_STARTING_ISLAND_713_M;Replace Grimora and become The Scrybe of The Dead?;그리모라를 대체하여 망자의 필경자가 되겠는가?
GBC_STARTING_ISLAND_713_F;;
GBC_TEMPLE_NATURE_456_M;Patches of dried blood crackled as you pried the chest open... But two packs were inside!;말라붙은 피딱지를 뜯어내며, 네가 궤짝을 열자... 안에는 두 팩이 있었다!
GBC_TEMPLE_NATURE_456_F;;
GBC_TEMPLE_NATURE_527_M;You pried the chest open... and found a Card Pack inside!;궤짝을 뜯어 열자... 안에서 카드 팩을 발견했다!
GBC_TEMPLE_NATURE_527_F;;
GBC_TEMPLE_NATURE_556_M;The drawer creaked open... and you found a pack inside!;서랍장은 끼걱이며 열렸고... 안에는 카드 팩이 있었다!
GBC_TEMPLE_NATURE_556_F;;
GBC_TEMPLE_TECH_272_M;The lock cracked open. A drawer emerged from within the device. It contained 2 Card Packs!;자물쇠가 열렸다. 장치 안에서 서랍이 나타났는데, 카드 팩 두 개가 있었다!
GBC_TEMPLE_TECH_272_F;;
GBC_TEMPLE_TECH_186_M;The lock unclasped and a drawer burst forth. It contained 2 Card Packs!;서랍이 튀어나오며 자물쇠가 입을 열었다. 안에는 카드 팩 두 개가 있었다!
GBC_TEMPLE_TECH_186_F;;
GBC_TEMPLE_TECH_708_M;You rummage through the junk cards... And find a Card Pack!;쓰레기 카드를 뒤지다가... 카드 팩을 발견했다!
GBC_TEMPLE_TECH_708_F;;
GBC_TEMPLE_UNDEAD_871_M;You found a Card Pack among the giblets and scantlings!;내장과 각재 사이에서 카드 팩을 찾았다!
GBC_TEMPLE_UNDEAD_871_F;;
GBC_TEMPLE_UNDEAD_252_M;You sifted through the bones and found a Card Pack inside!;뼈 무더기를 뒤져 카드 팩을 얻었다!
GBC_TEMPLE_UNDEAD_252_F;;
GBC_TEMPLE_UNDEAD_951_M;A gust of foul smelling air billows from the casket...;한 줄기 악취가 관에서부터 올라온다...
GBC_TEMPLE_UNDEAD_951_F;;
GBC_TEMPLE_UNDEAD_534_M;But you found a card pack inside!;그 안에서 카드 팩을 찾았다!
GBC_TEMPLE_UNDEAD_534_F;;
GBC_TEMPLE_UNDEAD_059_M;You found a piece of an epitaph in the casket... among other things.;관 속에서 비문을 찾았다... 다른 것들까지도.
GBC_TEMPLE_UNDEAD_059_F;;
GBC_TEMPLE_WIZARD_842_M;The chest is empty, save for a single card.;궤짝은 비었는데, 카드 한 장만 들어있었다.
GBC_TEMPLE_WIZARD_842_F;;
GBC_TEMPLE_WIZARD_386_M;You find a card pack among a heap of sharp implements.;날카로운 도구의 무더기 속에서, 너는 카드 팩을 찾아냈다.
GBC_TEMPLE_WIZARD_386_F;;
GBC_TEMPLE_WIZARD_935_M;The inside of the chest is covered in a sticky green goo... but you find a card pack.;궤짝의 내부는 끈적이는 녹색 액체로 뒤덮였지만... 너는 카드 팩을 발견했다.
GBC_TEMPLE_WIZARD_935_F;;
GBC_TEMPLE_WIZARD_024_M;The note reads: [c:gray]The BOTTOM sigil is found by the hard of hearing...;쪽지가 말하길, [c:gray]아래 도장은 귀머거리나...
GBC_TEMPLE_WIZARD_024_F;;
GBC_TEMPLE_WIZARD_905_M;[c:gray]...or by those who hear too easily.;[c:gray]귀가 너무 밝은 자만이 찾을 수 있다.
GBC_TEMPLE_WIZARD_905_F;;
GBC_TEMPLE_WIZARD_177_M;A strange monocle. You put it on.;이상한 외알 안경. 너는 착용해본다.
GBC_TEMPLE_WIZARD_177_F;;
GBC_TEMPLE_WIZARD_442_M;The note reads: [c:gray]The MIDDLE sigil is found by the pale.;쪽지가 말하길, [c:gray]가운데 도장은 창백한 자가 찾아낸다.
GBC_TEMPLE_WIZARD_442_F;;
GBC_TEMPLE_WIZARD_323_M;You reach back in for more... and notice a sigil where the card used to be[prefab:WizardMarking_F3_1].;너는 안으로 손을 뻗어... 카드가 있던 곳에 있는 도장을 발견한다.[prefab:WizardMarking_F3_1]
GBC_TEMPLE_WIZARD_323_F;;
GBC_TEMPLE_WIZARD_300_M;The note reads: [c:gray]The TOP sigil is found by the greedy.;쪽지가 말하길, [c:gray]위 도장은 탐욕스러운 자가 찾아낸다.
GBC_TEMPLE_WIZARD_300_F;;
MISC_487;PRESS ANY BUTTON TO START;아무 버튼을 눌러 시작하시오
MISC_440;English;영어
MISC_853;French;프랑스어
MISC_048;Italian;이탈리아어
MISC_859;German;독일어
MISC_031;Spanish;스페인어
MISC_817;!DELETED!;!DELETED!
MISC_130;Japanese;일본어
MISC_325;Turkish;터키어
MISC_467;Polish;폴란드어
MISC_029;Portuguese;포르투갈어
MISC_922;Brazilian-Portuguese;브라질-포르투갈어
MISC_813;Dutch;네덜란드어
MISC_725;Korean;한국어
MISC_529;Russian;러시아어
MISC_210;Thai;태국어
MISC_520;Czech;체코어
MISC_305_M;Let the Trial of {0} begin.;{0}의 시련을 시작하지.
MISC_305_F;;
MISC_559;Wisdom;지혜
MISC_786;Blood;피
MISC_414;Bones;뼈
MISC_283;Power;힘
MISC_402;Toughness;체력
MISC_980;Kin;친족
MISC_394;The Winged;날개
MISC_508;The Swift;신속
MISC_198;The Finned;지느러미
MISC_153;Rarity;진귀
MISC_345;Skins;가죽
MISC_655;The Ring;버짐
MISC_165;KEEP SEALED;닫아둘 것
MISC_187;FIND;찾아라
MISC_239;SALVATION;구원
MISC_834;IN;안에서
MISC_025;CUCKOO;뻐꾸기
MISC_935;CLOCK;시계
MISC_255;Bird;새
MISC_620;Canine;개
MISC_971;Hooved;발굽
MISC_921;Reptile;파충류
MISC_481;Insect;곤충
MISC_357_M;Take your turn.;차례로 하거라.
MISC_357_F;;
MISC_984;RIP;명복을 빕니다
MISC_248;R.I.P.;고인의 명복을. 
MISC_848;Collected Cards;수집한 카드
MISC_149;Rare!;레어!
MISC_095;Permissions Request;승인 요청
MISC_923;GRANT INSCRYPTION.EXE PERMISSION TO ACCESS YOUR HARD DRIVE?;INSCRYPTION.EXE에게 하드 드라이브 접근을 허용합니까?
MISC_359;YES;네
MISC_779;NO;아니오
MISC_364;FILE SIZE:;파일 크기:
MISC_178;DELETING FILE...;파일 삭제중...
MISC_631;NO PHOTOGRAPH IN MEMORY;메모리에 사진 없음
MISC_923;PRINT PROGRESS;프린트 과정
MISC_430;CHARGING;충전중
MISC_470;CONFIRM;확인
MISC_756;SP;SP
MISC_130;every time...;매번...
MISC_511;UPLOADING;업로드 중
MISC_875;DELETE CONFIRMATION;삭제 확인
MISC_127;DELETE ENTIRE CONTENTS OF FLOPPY DRIVE Z:?;플로피 드라이브 Z:의 모든 데이터를 삭제합니까?
MISC_167;DELETING {0};{0} 삭제 중
MISC_249;Deleting Disk Contents;디스크 내용물 삭제 중
MISC_706;FLOPPY DRIVE (Z:);플로피 드라이브 (Z:)
MISC_840;Inscryption.exe;Inscryption.exe
MISC_884;SaveData;세이브데이터
MISC_293;Inscryption_Data;Inscryption_Data
MISC_696;OLD_DATA;구_데이터
MISC_358;BATTERY FULLY CHARGED;배터리 100% 충전
MISC_294;NEW MEMORY CARD INSERTED;새 메모리 카드 삽입됨
MISC_823;ERROR;에러
MISC_612;STOP BROWSING FOOTAGE?;영상 탐색을 중단합니까?
MAGNIFICUSGAMEFLOWMANAGER_297;!DELETED!;!DELETED!
MAGNIFICUSGAMEFLOWMANAGER_732;Do you not feel remorse, Luke?;후회도 없나, 루크?
MAGNIFICUSGAMEFLOWMANAGER_799;A creation erased...;지워진 창조물...
MAGNIFICUSGAMEFLOWMANAGER_466;An entire world annihilated...;전멸한 하나의 세상...
MAGNIFICUSGAMEFLOWMANAGER_727;Nothing beautiful can last.;아름다움은 영원하지 못하는군.
MISC_036;power;공격력
MISC_493;health;체력
MISC_142;Green;녹색
MISC_465;Orange;오렌지색
MISC_363;Blue;파란색
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOOD_REPEAT_#3_143_M;The [c:bR][v:0][c:] costs [c:bR][v:1][c:]... That means sacrifice [c:bR][v:1] creatures[c:].;[c:bR][v:0][c:] 비용이란[c:bR][v:1][c:]... [c:bR][v:1] 개의 피조물을 희생하란 뜻[c:].
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOOD_REPEAT_#3_143_F;;
GBC_NPC_GRIMORATEMPLEINTRO_466_M;[t:3]You're[w:0.2] here![w:0.3][t:0] Marvelous![w:0.3] I am Grimora,[w:0.3][t:0] Scrybe of the Dead.;[t:3]너[w:0.2] 왔구나![w:0.3][t:0] 근사해라![w:0.3] 나는 그리모라,[w:0.3][t:0] 망자의 필경자.
GBC_NPC_GRIMORATEMPLEINTRO_466_F;;
GBC_NPC_GRIMORATEMPLEINTRO_868_M;Until quite recently[w:0.3][e:Quiet] I was disgraced...;얼마 전에 [w:0.3][e:Quiet]파문됐지만 말이지...
GBC_NPC_GRIMORATEMPLEINTRO_868_F;;
GBC_NPC_GRIMORATEMPLEINTRO_102_M;[t:3][e:Anger]Though I was returned to my former glory with the help of some[w:0.2] unlikely[w:0.2] friends!;[t:3][e:Anger]하지만 [w:0.2]생각도 못한[w:0.2] 친구들의 도움으로 옛 영광을 되찾았지!
GBC_NPC_GRIMORATEMPLEINTRO_102_F;;
GBC_NPC_WIZARDBLUEVICTORY_330_M;[t:1]I wish to see the light again![w:0.3] T-[w:0.2] to sing![w:0.3] To dance!;[t:1]다시 빛을 보고 싶어![w:0.3] ㄴ-[w:0.2] 노래하길![w:0.3] 춤추기를!
GBC_NPC_WIZARDBLUEVICTORY_330_F;;
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_REPEAT_#2_570_M;Before that one dies...[w:0.3] Its [c:R]cost[c:]...;녀석이 죽기 전에... [w:0.3] 그 [c:R]비용[c:]...
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_REPEAT_#2_570_F;;
GBC_NPC_MECHANICBROKENBRIDGE_808_M;Oh,[w:0.3] and[w:0.3] by the way...[w:0.5] I know you used that New Game Card again.;아,[w:0.3] 또[w:0.3] 있지...[w:0.5] 네가 또 새 게임 카드를 쓴 거 알고 있어.
GBC_NPC_MECHANICBROKENBRIDGE_808_F;;
GBC_NPC_MECHANICBROKENBRIDGE_810_M;You probably wanted to try a new starter deck or something.[w:0.3] I get it.;새 시작 덱을 쓰거나 하고 싶었겠지.[w:0.3] 이해해. 
GBC_NPC_MECHANICBROKENBRIDGE_810_F;;
GBC_NPC_MECHANICBROKENBRIDGE_887_M;But,[w:0.3] like,[w:0.3] I have to restart on this bridge every time you do that.[w:0.3] So take it easy,[w:0.3] right?;그치만,[w:0.3] 뭐냐,[w:0.3] 네가 그럴 때마다 난 이 다리에서 새로 시작하거든.[w:0.3] 자제하자,[w:0.3] 알겠지?
GBC_NPC_MECHANICBROKENBRIDGE_887_F;;
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_455_M;Maybe you'll give that New Game Card a break this time?;이번엔 그 새 게임 카드는 자제해줄래?
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_455_F;;
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_763_M;Hmm...[w:0.3] I must be slowing down with age.;흠... [w:0.3] 나도 노화로 둔해지는 모양이군.
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_763_F;;
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_522_M;[shake:1][e:Anger]I may need to set my brush upon my own cards once again!;[shake:1][e:Anger]다시금 나의 카드에 붓을 대야 하겠구나!
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_522_F;;
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_REPEAT_#1_737_M;You are skilled.[w:0.3] This much is clear.;너는 숙련자구나.[w:0.3] 그거 하난 확실하지. 
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_REPEAT_#1_737_F;;
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_REPEAT_#2_166_M;You've forced my hand.[w:0.3] I must use my brush upon my own cards!;내 수를 강요하는군.[w:0.3] 내 카드에 붓을 대야겠구나!
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_REPEAT_#2_166_F;;
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_REPEAT_#3_801_M;Alas...[w:0.3] It is time to fully utilize my brush!;아아...[w:0.3] 내 붓의 최대 잠재력을 발휘할 때로군!
GBC_BATTLE_MAGNIFICUSBOSSPHASE2_REPEAT_#3_801_F;;
PART_3_MAP_FACTORYGEMSMODULEFETCHED2_670_M;This thing lights up when you have [c:g1]G[c:][c:g2]e[c:][c:g3]m[c:] [c:g1]V[c:][c:g2]e[c:][c:g3]s[c:][c:g1]s[c:][c:g2]e[c:][c:g3]l[c:] cards in play.;네가 [c:g1]보[c:][c:g2].[c:][c:g3]석[c:] [c:g1]ㄱ[c:][c:g2]ㅡ[c:][c:g3]ㄹ[c:][c:g1]ㅡ[c:][c:g2]ㅅ[c:] 카드를 내면 여기 불이 들어와.
PART_3_MAP_FACTORYGEMSMODULEFETCHED2_670_F;;
PART_3_MAP_FACTORYGEMSMODULEFETCHED2_421_M;Your Empty Vessels are now filled with [c:g1]G[c:][c:g2]e[c:][c:g3]m[c:][c:g1]s[c:].;네 빈 그릇은 이제 [c:g1]ㅂ[c:][c:g2]ㅗ[c:][c:g3]서[c:][c:g1]ㄱ[c:]으로 채워졌어.
PART_3_MAP_FACTORYGEMSMODULEFETCHED2_421_F;;
PART_3_TRADER_TRADERMASKINTRO_557_M;So long it has felt...;정말 오랜만입니다...
PART_3_TRADER_TRADERMASKINTRO_557_F;;
