Column1;Column10;CH T 
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_M;Grimora wants to bring it all down,[w:0.3] I swear.;葛麗摩菈想要摧毀一切，[w:0.3]我敢發誓。
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_M;But more as a mercy I think.[w:0.3] She's probably right.;但她的動機多半出於慈悲。[w:0.3]她或許是對的。
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_M;There's some[w:0.3] pretty nasty DATA on this disk...;在這磁片上有些[w:0.3] 真的很糟糕的資料...
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_M;Ahem. [w:0.3][p:0.25][c:gray]A deck focused on Magickal cards can be very powerful.[w:0.3] Try picking 2 of your best Gem Colors instead of going for all 3.[c:];嗯哼。[w:0.3][p:0.25][c:gray]一套專打魔術主題的牌組會非常強大。[w:0.3]最好挑其中較強的兩種寶石來組牌，別用上三種。[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_M;[p:0.25][c:gray]Cards with Activated Abilities are some of the most powerful.[w:0.3] Balance your resources accordingly.[c:];[p:0.25][c:gray]具有啟動式能力的卡片最為強大。[w:0.3]依此來平衡你的牌組資源。[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_M;What,[w:0.3] you want to know about Magnificus?;啥，[w:0.3]你想打聽麥尼菲庫斯的事？
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_M;Mysterious guy...[w:0.3] We all have our theories of course.;神秘的傢伙...[w:0.3]當然我們有很多關於他的理論啦。
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_M;Some say he actually[w:0.3] wants[w:0.3]...[w:0.2] No,[w:0.2] it's too terrible to say.;有人說他實際上[w:0.3] 想要[w:0.3]...[w:0.2] 不，[w:0.2]可怕到我說不出口。
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_M;You may keep the bones.;你可以把骨頭留著。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_M;Here. Keep the bones.;這裡，把骨頭留著。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_M;The bones are yours.;這些骨頭是你的了。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_M;This is [c:bR]not[c:] one of Botopia's Uberbots.;這 [c:bR]不是[c:] 機托邦的超級機器人之一。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_M;Where did these repugnant mushrooms come from?;這些令人厭惡的蘑菇到底打哪來的？
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_M;What is this strange feeling?;這種奇怪的感覺是什麼？
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_M;I will attempt to hasten your demise.;我打算加快你的毀滅。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_M;The Moon will be your mercy.;月亮會是你的慈悲。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_M;You've run out of cards... You're starving.;你的卡片用光了…你開始挨餓了。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_M;Let's speed things up. We'll see what this moon can do.;咱們讓事情加快點。看看這月亮能做什麼。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_M;What is this? Weakening my Moon with the [c:bR]Stinky Sigil[c:]...;這是怎樣？用 [c:bR]臭味印記[c:] 削弱我的月亮...
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_M;It makes no sense!;一點道理都沒有！
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_M;Moons do not have a sense of smell!;月亮根本沒有嗅覺！
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_M;This is not how I imagined this battle going...; 這不是我設想的戰況發展…
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_M;Weakening my Moon... with a foul odor?;用惡臭…削弱我的月亮？
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_M;[c:bR]Absurd![c:];[c:bR]荒唐！[c:]
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_M;You came across the remains of a small settlement.;你行經一處小營地的遺址。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_M;No living person remained.;此處已經沒有人在。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_M;It must have been [c:bR]something they ate.[c:];他們先前可能在 [c:bR]進食。[c:]
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_M;The fire sputtered on in spite of their absence.;儘管空無一人，火仍持續燒著。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_M;A few emaciated corpses lay within an abandoned settlement.;幾具乾癟的屍體散落在營地內。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_M;What did you feed them?;你拿什麼餵他們？
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_M;The fire looked welcoming as always.;營火看起來總像是在歡迎。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_M;No hungry survivors would be bothering you this time.;這次沒有飢餓的倖存者會打擾你了。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_M;We have gained control of the robot!;我們控制了機器人！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_M;Complete control!;完全地控制！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_M;We must now experiment.;現在得進行實驗才行。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_M;We must play a card game.;我們得來場牌戰。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_219_M;You actually bought that [c:O]holo pelt[c:]?;你真的把 [c:O]虛擬皮草[c:] 帶來了？
PART_3_MAP_HOLOAREASHOPBUYPELT_219_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_337_M;It's worthless! Take it to [c:O]The Trader[c:] and you'll see.;分文不值！把它帶去給 [c:O]商人[c:] 然後你就會明白。
PART_3_MAP_HOLOAREASHOPBUYPELT_337_F;;
MAGNIFICUSGAMEFLOWMANAGER_506;No! I'm not ready to die yet.;不！我還沒準備好要死去。
PART3GAMEFLOWMANAGER_936;Ugh. Damn it.;呃。該死。
BOULDERCHOICESEQUENCER_101_M;[c:bR]Show me where to strike![c:];[c:bR]告訴我該攻擊何處！[c:]
BOULDERCHOICESEQUENCER_101_F;;
CARDMERGESEQUENCER_673_M;A ghastly spectactle. But the soul of the [c:bR]{0}[c:] now lives in the [c:bR]{1}[c:].;悽慘的景象。但如今 [c:bR]{0}[c:] 的靈魂已活在 [c:bR]{1}[c:] 體內。
CARDMERGESEQUENCER_673_F;;
CARDSTATBOOSTSEQUENCER_308_M;Push your luck? Or pull away?;碰碰運氣？或拔腿就跑？
CARDSTATBOOSTSEQUENCER_308_F;;
CARDSTATBOOSTSEQUENCER_627_M;Push your luck further? Or run back?;再碰碰運氣？或是撤退？
CARDSTATBOOSTSEQUENCER_627_F;;
CARDSTATBOOSTSEQUENCER_734_M;Recklessly continue?;魯莽地繼續？
CARDSTATBOOSTSEQUENCER_734_F;;
DECKTRIALSEQUENCER_289;card with the [c:bR]Sprinter[c:] sigil;有著 [c:bR]短跑者[c:] 印記的卡片
FINALEDECKTRIALSEQUENCER_503_M;The [c:bR]{0}[c:]. {1};[c:bR]{0}[c:]。{1}
FINALEDECKTRIALSEQUENCER_503_F;;
RUNINTROSEQUENCER_251;Woah.;哇喔。
VICTORYFEASTSEQUENCER_332;Did I just- I think I just beat him!;我剛剛…我想我打敗了他！
VICTORYFEASTSEQUENCER_398;Oop.;糟糕。
FISHHOOKITEM_576_M;You can't hook that one.;你無法鉤起那玩意。
FISHHOOKITEM_576_F;;
FISHHOOKITEM_667_M;There's no space to pull that one into.;沒有空格把那玩意拉過來。
FISHHOOKITEM_667_F;;
DOORUNLOCKAREASEQUENCER_679_M;Where did you get that?;你從哪拿到那玩意的？
DOORUNLOCKAREASEQUENCER_679_F;;
PERMADEATH_945;God damn it.;該死。
BROKENCOIN_684_M;You received an Ancient Obol.;你收到一枚遠古銀幣。
BROKENCOIN_684_F;;
BONELORDNPC_216;What the fuck is this?;這到底是啥鬼東西？
GRIMORABOSSOPPONENT_209;Aw fuck.;靠北勒。
FINALEWIZARDBATTLESEQUENCER_960_M;You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...;你竟然讓我的 [c:blGr]黏液法師[c:] 被刪除掉...
FINALEWIZARDBATTLESEQUENCER_960_F;;
FINALEWIZARDBATTLESEQUENCER_699_M;I thought you two were becoming friends!;我還以為你們兩個成為了朋友！
FINALEWIZARDBATTLESEQUENCER_699_F;;
FINALEWIZARDBATTLESEQUENCER_631_M;To think you gave access to your files so easily...;想到你這麼輕易地給出檔案的存取權限…
FINALEWIZARDBATTLESEQUENCER_631_F;;
ACTIVATEDENERGYTOBONES_RULEBOOKNAME_519;Bonehorn;白骨號角
ACTIVATEDENERGYTOBONES_RULEBOOKDESCRIPTION_823;Pay 1 Energy to gain 3 Bones.;支付 1 點能量來獲得 3 根骨頭。
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_M;The Horn rings out.;號角響起。
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_F;;
MOVEBESIDE_RULEBOOKNAME_466;Clinger;攀附者
MOVEBESIDE_RULEBOOKDESCRIPTION_912;When one of your creatures is placed in a space, [creature] will move towards them as far as possible.;當你的生物被放在空格中的時候，[creature] 會盡可能朝向它們移動。
KRAKEN_DISPLAYEDNAME_835;Great Kraken;巨大海怪
SQUIDCARDS_DISPLAYEDNAME_683;Hand Tentacle;手狀觸手
SQUIDCARDS_DESCRIPTION_196_M;Did I do that?;是我做的嗎？
SQUIDCARDS_DESCRIPTION_196_F;;
TAIL_BIRD_DISPLAYEDNAME_862;Tail Feathers;尾羽
TAIL_FURRY_DISPLAYEDNAME_106;Furry Tail;毛茸茸尾巴
TAIL_INSECT_DISPLAYEDNAME_910;Wriggling Leg;扭動的腿
BLUEMAGE_TALKING_DISPLAYEDNAME_568;Lonely Wizbot;孤單的機器法師
ABOVECURVE_DISPLAYEDNAME_503;Curve Hopper;曲線跳躍者
SENTINELBLUE_DISPLAYEDNAME_835;Goranj's Vessel;哥蘭吉的容器
SENTINELGREEN_DISPLAYEDNAME_449;Orlu's Vessel;歐魯的容器
SENTINELORANGE_DISPLAYEDNAME_682;Bleene's Vessel;布立尼的容器
BONELORDHORN_DISPLAYEDNAME_019;Bone Lord's Horn;白骨領主的號角
JUNIORSAGE_DISPLAYEDNAME_820;Junior Sage;新進賢者
FISHHOOK_RULEBOOKNAME_740;Fish Hook;魚鉤
FISHHOOK_RULEBOOKDESCRIPTION_834_M;Hook one of my cards and take it as your own. You must have an empty space on your side to receive it.;鉤走我一張卡片變成你自己的。你的盤面上要有空格才能接收卡片。
FISHHOOK_RULEBOOKDESCRIPTION_834_F;;
BELLSTATICON_GBCDESCRIPTION_901;The power of [creature] is equal to 4 minus the distance to the combat bell.;[creature] 的攻擊力等於 4 減掉它與戰鬥鈴鐺的距離。
CARDSINHANDSTATICON_RULEBOOKNAME_153;Card Counter;卡片計數器
CARDSINHANDSTATICON_RULEBOOKDESCRIPTION_159;The value represented by this sigil is always equal to the number of cards in your hand.;這個印記的數值等同於你的手牌數量。
CARDSINHANDSTATICON_GBCDESCRIPTION_195;The power of [creature] is equal to the number of cards in your hand.;[creature] 的攻擊力等同於你的手牌數量。
MIRRORSTATICON_GBCDESCRIPTION_142;The power of [creature] is always equal to the power of the creature opposing it.;[creature] 的攻擊力等同於對面敵人的攻擊力。
OPTIONSUI_VALUE_294;FLICKER FX;閃爍特效
OPTIONSUI_VALUE_524;SCREEN SHAKE;螢幕震動
DISCOVERABLECARD_ANTS_VALUE_893_M;Formidable creatures, those [c:bR]Ants[c:]. Very well, I will add them to your deck and make them available for future challengers.;那些 [c:bR]螞蟻[c:] 是可怕的生物。很好，我會將它們加到你的牌組中，讓將來的挑戰者也能使用它們。
DISCOVERABLECARD_ANTS_VALUE_893_F;;
DISCOVERABLECARD_CAGEDWOLF_VALUE_065;Curious...;怪了…
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_M;I do relish snuffing out your excess candles before a Boss. Perhaps you will now enjoy it as much as I do.;我就愛在頭目戰前耗掉你的蠟燭。或許你和我一樣享受這情形。
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_F;;
DISCOVERABLECARD_SKINK_VALUE_087_M;I forgot that I had put that there. Very well, you may add it to your deck. And I'll deal you one every so often.;我都忘了有在那邊放卡片。好吧，你可以把它加入牌組。每隔一段時間我會再給一張。
DISCOVERABLECARD_SKINK_VALUE_087_F;;
DISCOVERABLECARD_STINKBUG_VALUE_154_M;Ah... that one...;啊…那玩意啊…
DISCOVERABLECARD_STINKBUG_VALUE_154_F;;
GBC_DOCKS_730_M;You picked the clover leaf from the stem!;你從莖部摘起三葉草！
GBC_DOCKS_730_F;;
GBC_TEMPLE_UNDEAD_392_M;You found a card atop the pedestal!;你在臺座頂端找到張卡片！
GBC_TEMPLE_UNDEAD_392_F;;
GBC_TEMPLE_UNDEAD_058_M;You found a strange flickering key. Its use cannot yet be understood.;你找到一支奇怪的閃爍鑰匙。目前還不知道其用途。
GBC_TEMPLE_UNDEAD_058_F;;
GBC_TEMPLE_UNDEAD_650_M;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start;[c:R]白骨領主的大腿骨[c:]。它能在開局時給予持有者骨頭。
GBC_TEMPLE_UNDEAD_650_F;;
MISC_456;Simplified Chinese;簡體中文
MISC_993;Traditional Chinese;繁體中文
MISC_659;Start Screen;起始畫面
MISC_970;Options;選項
MISC_056;Alter Deck;調整牌組
MISC_089;New Game;新遊戲
MISC_561;Quit;離開
MISC_070;Concede;投降
MISC_308;attack;攻擊
MISC_038_M;Hmmm... Not a single Ring Worm...;哼嗯...一隻戒蟲都沒有...
MISC_038_F;;
MISC_222;Auto-Complete;自動完成
MISC_909;A pack containing 1 Rare and 2 Common Deathly cards and 2 Common cards of any type.;一包裡面含有 1 張稀有卡，2 張亡靈類的尋常卡，還有 2 張任意種類的尋常卡。
MISC_428;A pack containing 1 Rare and 2 Common Beastly cards and 2 Common cards of any type.;一包裡面含有 1 張稀有卡，2 張野獸類的尋常卡，還有 2 張任意種類的尋常卡。
MISC_053;A pack containing 1 Rare and 2 Common Techno cards and 2 Common cards of any type.;一包裡面含有 1 張稀有卡，2 張科技類的尋常卡，還有 2 張任意種類的尋常卡。
MISC_751;A pack containing 1 Rare and 2 Common Magical cards and 2 Common cards of any type.;一包裡面含有 1 張稀有卡，2 張魔法類的尋常卡，還有 2 張任意種類的尋常卡。
MISC_289;Luke Carder;路克．卡德
MISC_132;P03;P03
MISC_558;Internal Memory / DCIM;內部記憶體 / 數位相機照片檔
MISC_150;Blood Artist;血腥藝術家
MISC_014;Complete your first Deathcard.;完成你的第一張死亡卡片。
MISC_197;Innocuous Insect;無害的昆蟲
MISC_469;Free a Stinkbug from the safe.;自保險庫裡放出臭蟲。
MISC_616;Uncage the Menagerie;放生獸群
MISC_382;Free the Wolf Statue from its cage.;把狼型雕像從牢籠中放出。
MISC_093;Ancestral Vision;先人的預視
MISC_504;Fill your empty socket with something magical.;在空曠的槽位中放入某些魔法物品。
MISC_350;Reborn Hope;重生希望
MISC_764;Find a spare film roll.;找到備用膠卷。
MISC_515;Enduring Victory;持久得勝
MISC_369;Defeat Leshy.;擊敗雷希
MISC_239;Renewal;一元復始
MISC_625;Start a new game.;開始新遊戲
MISC_009;Doomed Necromancer;敗亡死靈術士
MISC_458;Complete the Temple of the Dead.;完成亡靈神殿
MISC_052;Avenging Druid;復仇的德魯依
MISC_934;Complete the Temple of Beasts.;完成野獸神殿
MISC_138;Accomplished Automaton;高明機械獸
MISC_633;Complete the Temple of Technology.;完成科技神殿
MISC_302;Wizard Mentor;巫師的指導者
MISC_680;Complete the Temple of Magicks.;完成魔術神殿
MISC_794;Miner's Bane;礦工剋星
MISC_523;Defeat The Prospector.;擊敗探勘者
MISC_782;Grizzled Angler;蒼鬢漁夫
MISC_565;Defeat The Angler.;擊敗釣客
MISC_748;Face to Face;面對面
MISC_057;Defeat The Trapper and The Trader.;擊敗捕獸者與商人
MISC_216;Squirrel Wrangler;松鼠爭鬥者
MISC_875;Win a battle with damage from Squirrels.;在戰鬥中用松鼠造成傷害。
MISC_152;Gruesome Encore;噁心返場
MISC_389;Allow The Mycologists to experiment on a creature that is already itself an experiment.;讓本身就是實驗品的真菌學家在生物上做實驗。
MISC_977;Role Reversal;角色反轉
MISC_062;Steal back one of your creatures from The Angler.;從釣客那邊把你的生物偷回來。
MISC_753;Balance of Power;平衡權力
MISC_360;Allow P03 to gain control of Inscryption.;讓P03掌控Inscryption。
MISC_133;Rank and File;檔案排序
MISC_115;Defeat The Archivist.;擊敗檔案管理員
MISC_984;Essence Capture;捕捉菁華
MISC_552;Defeat The Photographer.;擊敗攝影師
MISC_894;Painter's Servant;畫師的僕役
MISC_801;Defeat The Unfinished Boss.;擊敗未完成的頭目。
MISC_706;Natural Connection;自然聯繫
MISC_147;Defeat G0lly.;擊敗歌0莉。
MISC_446;Murder;謀殺犯
MISC_236;Witness the death of P03.;見證P03之死。
MISC_247;Dramatic Finale;戲劇性結局
MISC_212;Complete the finale of Inscryption.;完成Inscryption的結局。
MISC_176;Collective Effort;收集的成效
MISC_927;Collect every card in the Original Inscryption.;收集原版Inscryption的每張卡片。
MISC_017;Devil's Play;魔鬼造孽
MISC_889;Attack for over 666 damage in the Original Inscryption.;在原版Inscryption中總共造成超過666點傷害。
MISC_585;Dark Offering;黑暗供品
MISC_381;Make an offering to The Bone Lord.;向白骨領主獻上供品。
MISC_783;Forgotten Lore;被遺忘的學識
MISC_713;Receive all 5 cards from The Trader in P03's factory.;在P03的工廠的商人處收集到全部5張卡片。
MISC_797;Grim Bounty;殘酷賞金
MISC_750;Destroy a Level 3 Bounty Hunter card.;摧毀一張等級3的賞金獵人卡片。
MISC_126;Agonizing Remorse;苦痛悔恨
MISC_460;Don't empty the Recycling Bin.;不要清空資源回收桶
ACTIVATEDDEALDAMAGE_RULEBOOKDESCRIPTION_C_301;Pay 1 Energy to deal 1 damage to the creature across from a card bearing this sigil.;支付 1 點能量，對持有此印記的卡片對面的生物造成 1 點傷害。
ACTIVATEDHEAL_RULEBOOKDESCRIPTION_C_469;Pay 2 Bones to heal a card bearing this sigil.;支付 2 根骨頭來治療持有此印記的卡片。
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_C_643;Pay 1 Energy to set the power of a card bearing this sigil randomly between 1 and 6.;支付 1 點能量，將持有此印記的卡片攻擊力隨機調整為1到6之間。
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_C_363;If you have a Blue gem, sacrifice a card bearing this sigil to draw 3 cards.;如果你有一顆藍色寶石，犧牲持有此印記的卡片來抽三張卡。
ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_C_785;Pay 2 Bones to increase the power and health of a card bearing this sigil by 1.;支付 2 根骨頭，持有此印記的卡片、其攻擊力和生命力增加 1。
ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_C_318;Pay 3 Energy to increase the power and health of a card bearing this sigil by 1.;支付 3 點能量，持有此印記的卡片、其攻擊力和生命力增加 1。
BOMBSPAWNER_RULEBOOKDESCRIPTION_C_970;When a card bearing this sigil is played, fill all empty spaces with Explode Bots.;在打出持有此印記的卡片後，於所有空位放上爆炸機器人。
BONEDIGGER_RULEBOOKDESCRIPTION_C_110;At the end of the owner's turn, a card bearing this sigil will generate 1 Bone.;在擁有者的回合結束時，持有此印記的卡片會產生 1 根骨頭。
BRITTLE_RULEBOOKDESCRIPTION_C_366;After attacking, a card bearing this sigil perishes.;持有此印記的卡片會在攻擊後死亡。
CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_C_937;Other creatures within a circuit completed by a card bearing this sigil gain 1 power.;在持有此印記卡片的完備電路範圍內的其他生物會增加 1 點攻擊力。
CONDUITENERGY_RULEBOOKDESCRIPTION_C_032;If a card bearing this sigil is part of a completed circuit, your Energy never depletes.;如果持有此印記的卡片是完備電路的一部分，你的能量將不會減少。
CONDUITFACTORY_RULEBOOKDESCRIPTION_C_156;Empty spaces within a circuit completed by a card bearing this sigil spawn L33pB0ts at the end of the owner's turn.;擁有者的回合結束時，在持有此印記卡片的完備電路範圍內的空格將會生出 跳33躍機0人。
CONDUITHEAL_RULEBOOKDESCRIPTION_C_630;Other creatures within a circuit completed by a card bearing this sigil are healed at the end of the owner's turn.;擁有者的回合結束時，在持有此印記卡片的完備電路範圍內的其他生物會獲得治療。
CONDUITNULL_RULEBOOKDESCRIPTION_C_451;A card bearing this sigil may complete a circuit, but provides no effect.;持有此印記的卡片可以完備一組電路，但沒有提供效果。
DRAWNEWHAND_RULEBOOKDESCRIPTION_C_986;When a card bearing this sigil is played, discard your hand then draw a new hand of 4 cards.;在打出持有此印記的卡片後，棄掉你的手牌，然後抽 4 張新卡。
DROPRUBYONDEATH_RULEBOOKDESCRIPTION_C_897;When a card bearing this sigil perishes, a Ruby Mox is created in its place.;當持有此印記的卡片死去，一張 紅寶石 魔思力 卡片會出現在原地。
EXPLODEONDEATH_RULEBOOKDESCRIPTION_C_074;When a card bearing this sigil dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.;當持有此印記的卡片死掉時，它面對的敵方生物、還有相鄰接的友方生物都會受到 10 點傷害。
GAINBATTERY_RULEBOOKDESCRIPTION_C_264;When a card bearing this sigil is played, it provides an Energy Cell to its owner.;在打出持有此印記的卡片後，它會提供一張 能量電池 卡給其擁有者。
GAINGEMBLUE_RULEBOOKDESCRIPTION_C_786;While a card bearing this sigil is on the board, it provides a Blue Gem to its owner.;當持有此印記的卡片在檯面上的時候，會提供一顆 藍色寶石 給其擁有者。
GAINGEMGREEN_RULEBOOKDESCRIPTION_C_169;While a card bearing this sigil is on the board, it provides a Green Gem to its owner.;當持有此印記的卡片在檯面上的時候，會提供一顆 綠色寶石 給其擁有者。
GAINGEMORANGE_RULEBOOKDESCRIPTION_C_270;While a card bearing this sigil is on the board, it provides an Orange Gem to its owner.;當持有此印記的卡片在檯面上的時候，會提供一顆 橘色寶石 給其擁有者。
GAINGEMTRIPLE_RULEBOOKDESCRIPTION_C_292;While a card bearing this sigil is on the board, it provides a Green, Orange, and Blue gem to its owner.;當持有此印記的卡片在檯面上的時候，會提供一顆綠色、橘色和藍色寶石給其擁有者。
GEMDEPENDANT_RULEBOOKDESCRIPTION_C_572;If a card bearing this sigil's owner controls no Mox cards, a card bearing this sigil perishes.;如果持有此印記卡片的擁有者沒有控制任何魔思力卡片，該卡片就會死去。
GEMSDRAW_RULEBOOKDESCRIPTION_C_172;When a card bearing this sigil is played, you draw cards equal to the amount of Mox cards on your side of the board.;在打出持有此印記的卡片後，你可以抽卡。抽卡數等同於你這一側檯面上的魔思力卡片數量。
LOOT_RULEBOOKDESCRIPTION_C_919;When a card bearing this sigil deals damage directly, draw a card for each damage dealt.;當持有此印記的卡片造成直接傷害，每點傷害可以抽一張卡。
PREVENTATTACK_RULEBOOKDESCRIPTION_C_718;If a creature would attack a card bearing this sigil, it does not.;如果一隻生物能夠攻擊持有此印記的卡片，它將無法這麼做。
SKELETONSTRAFE_RULEBOOKDESCRIPTION_C_216;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Skeleton in its old space.;在擁有者的回合結束時，持有此印記的卡片將會往印記註明的方向移動，並在原地留下一張 骷髏 卡。
SQUIRRELSTRAFE_RULEBOOKDESCRIPTION_C_618;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Squirrel in their old space.;在擁有者的回合結束時，持有此印記的卡片將會往印記註明的方向移動，並在原地留下一張 松鼠 卡。
SUBMERGESQUID_RULEBOOKDESCRIPTION_C_467;A card bearing this sigil submerges itself during its opponent's turn. While submerged, opposing creatures attack its owner directly.;持有此印記的卡片在對手的回合時會讓自己潛水。在它潛水時、敵對生物將直接攻擊其擁有者。
ALLSTRIKE_RULEBOOKDESCRIPTION_C_769;A card bearing this sigil will strike each opposing space that is occupied by a creature. It will strike directly if no creatures oppose it.;持有此印記的卡片會攻擊對面所有被生物佔據的格子。如果沒有生物面對它，則會直接攻擊對手。
BEESONHIT_RULEBOOKDESCRIPTION_C_919;Once a card bearing this sigil is struck, a Bee is created in your hand. [define:Bee];一旦持有此印記的卡片被攻擊，一張蜜蜂卡片會出現在你手上。[define:Bee]
BUFFNEIGHBOURS_RULEBOOKDESCRIPTION_C_913;Creatures adjacent to a card bearing this sigil gain 1 power.;與持有此印記卡片相鄰接的生物會增加 1 點攻擊力。
