Column1;Column10;ITA 
ASCENSION_IJIRAQREVEALED_316;Its true appearance is frightening... even to me.;Il suo vero aspetto è spaventoso... persino per me.
SPECIAL_NODES_TRAPPERABSENTINTRO_322;The Trapper was gone.;Il Cacciatore se n'era andato.
SPECIAL_NODES_TRAPPERABSENTINTRO_167;In deference to his memory, you took only what you could afford.;In segno di rispetto, hai preso solo ciò che potevi permetterti.
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_654;No one was there.;Non c'era nessuno.
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_097;A pile of pelts lay abandoned.;Un cumulo di pelli giaceva abbandonato.
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_112;You decided not to take more than you could afford.;Hai deciso di prendere solo ciò che ti potevi permettere.
GAME_FLOW_REGIONFOREST_387;Hm. I'm not used to announcing this one.;Mh. Non sono abituato ad annunciarlo.
GAME_FLOW_REGIONFOREST_705;[c:bR]Have you tinkered with the order of my maps, Kaycee?[c:];[c:bR]Hai cambiato l'ordine delle mie mappe, Kaycee?[c:]
GAME_FLOW_REGIONFOREST_660;Very well...;Molto bene...
GAME_FLOW_REGIONFOREST_268;The sun rose over the sleepy firs...;Il sole sorgeva sugli abeti silenti...
GAME_FLOW_REGIONFOREST_199;Birds fluttered across the paths of wolves and elk...;Gli uccelli volavano lungo i sentieri dei lupi e delle alci...
GAME_FLOW_REGIONFOREST_979;You were embarking upon... [c:bR]The Woodlands.[c:];Stavi per addentrarti... nella [c:bR]Foresta.[c:]
GAME_FLOW_REGIONFOREST_REPEAT_#1_864;You heard the howling of wolves, greeting the morning sun...;I lupi ululavano, salutando il sole del mattino...
GAME_FLOW_REGIONFOREST_REPEAT_#1_172;The sight of a nearby coyote caused you to quicken your pace...;Hai visto un coyote nelle vicinanze, e così hai accelerato il passo...
GAME_FLOW_REGIONFOREST_REPEAT_#1_960;You had reached... [c:bR]The Woodlands.[c:];Hai raggiunto... la [c:bR]Foresta.[c:]
GAME_FLOW_REGIONFOREST_REPEAT_#2_029;Pine needles crunched beneath your feet...;Gli aghi di pino scricchiolavano sotto i tuoi piedi...
GAME_FLOW_REGIONFOREST_REPEAT_#2_632;You drew in a breath of the fresh scented air...;Hai respirato una boccata di aria fresca e profumata...
GAME_FLOW_REGIONFOREST_REPEAT_#2_818;You were embraced by... [c:bR]The Woodlands.[c:];Tutto intorno a te c'era... la [c:bR]Foresta.[c:]
GAME_FLOW_REGIONFOREST_REPEAT_#3_119;You beheld the beauty of the dawn...;Hai contemplato la bellezza dell'alba...
GAME_FLOW_REGIONFOREST_REPEAT_#3_584;Only a faint clinking sound ahead could distract you from the sight...;Solo un debole tintinnio poteva distrarti da quella vista meravigliosa...
GAME_FLOW_REGIONFOREST_REPEAT_#3_900;You set out upon... [c:bR]The Woodlands.[c:];Hai fatto il primo passo per entrare... nella [c:bR]Foresta.[c:]
ASCENSION_CHALLENGEANNOYINGSTARTERDECK_384;[c:bR]Annoying cards?[c:];[c:bR]Carte irritanti?[c:]
ASCENSION_CHALLENGEANNOYINGSTARTERDECK_548;These majestic beasts are anything but...;Queste bestie maestose sono tutto tranne che...
ASCENSION_CHALLENGEANNOYINGSTARTERDECK_707;I disagree with this one.;Non sono d'accordo.
ASCENSION_CHALLENGEALLTOTEMS_216;Hm? So many totems...;Mh? Ci sono così tanti totem...
ASCENSION_CHALLENGEALLTOTEMS_575;[c:bR]The Woodcarver[c:] had been busy...;[c:bR]L'Intagliatrice[c:] si era data da fare...
ASCENSION_CHALLENGEBOSSTOTEMS_886;Totems? For boss battles?;Totem? Per le battaglie contro i boss?
ASCENSION_CHALLENGEBOSSTOTEMS_770;[c:bR]Well done.[c:] I like this one.;[c:bR]Ben fatto.[c:] Mi piace.
ASCENSION_CHALLENGENOBOSSRARES_645;Wait a moment...;Aspetta un attimo...
ASCENSION_CHALLENGENOBOSSRARES_800;You must excuse me. These are not rare cards.;Mi devi scusare. Queste non sono carte rare.
ASCENSION_CHALLENGENOCLOVER_409;Hm? Where did I place that clover?;Mh? Dove avrò messo quel trifoglio?
ASCENSION_CHALLENGEEXPENSIVEPELTS_880;Those prices are higher than I recall...;I prezzi sono più alti di quanto ricordassi...
ASCENSION_CHALLENGEEXPENSIVEPELTS_777;The Trapper... was... driving a hard bargain that day.;Il Cacciatore... quel giorno... ha dimostrato di essere un abile negoziatore.
ASCENSION_CUCKOOSPAWNRAVENEGG_633;The egg survived the fall... How curious.;L'uovo è sopravvissuto alla caduta... Molto strano.
ASCENSION_HINT_POCKETWATCHNOCARDS_294;There are no cards to move.;Non ci sono carte da spostare.
ASCENSION_HINT_POCKETWATCHNOCARDS_REPEAT_#1_639;Nothing to move.;Niente da spostare.
ASCENSION_HINT_POCKETWATCHGIANTCARD_666;Hm. No, I can't allow that.;Mh. No, non posso permetterlo.
ASCENSION_HINT_POCKETWATCHGIANTCARD_REPEAT_#1_018;It's too big to move anyways.;E comunque, è troppo pesante per spostarla.
ASCENSION_FOUNDBLEACHPOT_956;I know you have seen such utensils before.;So che hai già visto degli utensili simili.
ASCENSION_FOUNDBLEACHPOT_503;Perhaps you would like to use them?;Vuoi usarli?
ASCENSION_FOUNDBLEACHPOT_046;Now that our wheezing wizard friend is locked away...;Ora che il nostro amico, il mago rantolante, è rinchiuso...
ASCENSION_FOUNDBLEACHPOT_730;Take it now. I will also offer it from time to time.;Prendila. La offrirò di tanto in tanto.
ASCENSION_FOUNDPOCKETWATCH_568;Reliable... that pocket watch never stops ticking.;Molto affidabile... quell'orologio da taschino non smette mai di ticchettare.
ASCENSION_FOUNDPOCKETWATCH_842;Perhaps you would like to use it?;Vuoi usarlo?
ASCENSION_HINT_BLEACHPOTNOTARGETS_983;Not now. There's nothing to bleach.;Non ora. Non c'è niente da sbiancare.
ASCENSION_HINT_BLEACHPOTNOTARGETS_REPEAT_#1_609;There are no cards to bleach.;Non ci sono carte da sbiancare.
ASCENSION_HINT_BLEACHPOTNOTARGETS_REPEAT_#2_561;There's nothing of mine to be bleached.;Niente di quel che ho è da sbiancare.
ASCENSION_RESETRUNPUNISHMENT_452;Your predecessor gave up too easily.;La persona che ti ha preceduto si è arresa troppo in fretta.
ASCENSION_RESETRUNPUNISHMENT_973;Less pelts for you.;Meno pelli per te.
ASCENSION_RESETRUNPUNISHMENT_REPEAT_#1_849;You wish to start with [c:bR]2 pelts[c:]?;Vuoi iniziare con [c:bR]2 pelli[c:]?
ASCENSION_RESETRUNPUNISHMENT_REPEAT_#1_336;Don't surrender to me so willingly.;Non arrenderti a me così facilmente.
ASCENSION_RESETRUNPUNISHMENT_REPEAT_#2_882;Are you surprised? Were you expecting more pelts?;Ti sembra strano? Ti aspettavi forse altre pelli?
ASCENSION_RESETRUNPUNISHMENT_REPEAT_#2_909;[c:bR]Be less of a coward.[c:];[c:bR]Sii più audace.[c:]
ASCENSION_LESHYGRAMOPHONETRACK_744;That one...;Quell'oggetto...
ASCENSION_LESHYGRAMOPHONETRACK_289;stirs up memories...;riporta alla mente tanti ricordi...
ASCENSION_COPYCARDINTRO1_881;Oh no...;Oh, no...
ASCENSION_COPYCARDINTRO1_797;I thought I had tossed this bottle in the river.;Pensavo di aver gettato questa bottiglia nel fiume.
ASCENSION_COPYCARDINTRO1_REPEAT_#1_762;I apologize in advance...;Mi scuso in anticipo...
ASCENSION_COPYCARDINTRO1_REPEAT_#3_604;You came across... a suspicious slime...;Hai visto... una melma sospetta...
ASCENSION_COPYCARDINTRO1_REPEAT_#4_006;I can't allow this for much longer...;Non posso permettere che vada avanti ancora a lungo...
ASCENSION_COPYCARDINTRO1_REPEAT_#5_621;Just say you like the painting.;Basta dire che ti piace il dipinto.
ASCENSION_COPYCARDINTRO1_REPEAT_#6_869;My patience is nearing its limits...;La mia pazienza ha un limite...
ASCENSION_COPYCARDINTRO1_REPEAT_#7_217;Tiresome goo...;Quella fastidiosa poltiglia...
ASCENSION_COPYCARDINTRO2_473;No! No! I will make myself useful.;No! No! Mi renderò utile.
ASCENSION_COPYCARDINTRO2_739;I will paint! Just like The Master!;Dipingerò! Proprio come il Maestro!
ASCENSION_COPYCARDINTRO2_182;Not as good as The Master, no.;No, non sono abile come il Maestro.
ASCENSION_COPYCARDINTRO2_998;I may make some errors!;Potrei fare qualche errore!
ASCENSION_COPYCARDINTRO2_646;What shall I paint for you?;Cosa vuoi che dipinga per te?
ASCENSION_COPYCARDINTRO2_REPEAT_#1_371;Let me paint for you!;Lascia che ti dipinga qualcosa!
ASCENSION_COPYCARDINTRO2_REPEAT_#1_677;I will aim for perfection.;Punterò alla perfezione.
ASCENSION_COPYCARDINTRO2_REPEAT_#3_968;I will paint...;Dipingerò...
ASCENSION_COPYCARDINTRO2_REPEAT_#3_816;Just like The Master!;Proprio come il Maestro!
ASCENSION_COPYCARDINTRO2_REPEAT_#4_314;Please!;Ti prego!
ASCENSION_COPYCARDINTRO2_REPEAT_#4_349;Allow me another chance!;Dammi un'altra possibilità!
ASCENSION_COPYCARDINTRO2_REPEAT_#5_402;I will make myself useful!;Mi renderò utile!
ASCENSION_COPYCARDINTRO2_REPEAT_#5_198;What shall I paint?;Cosa vuoi che dipinga?
ASCENSION_COPYCARDEXAMINESELECTION_689;Hmm, yes.;Mmh, sì.
ASCENSION_COPYCARDEXAMINESELECTION_142;Let's see what I can do.;Vediamo cosa posso fare.
ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#1_973;I will attempt this!;Ci proverò!
ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#2_325;I will paint your card!;Dipingerò la tua carta!
ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#3_858;I will give it a try...;Farò un tentativo...
ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#4_472;Hmm... Tricky...;Mmh... Difficile...
ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#5_339;I will muster all my ability for this one...;Mi impegnerò con ogni fibra del mio essere...
ASCENSION_COPYCARDPRESENTRESULT_658;W-what do you think?;Cosa... Cosa ne pensi?
ASCENSION_COPYCARDPRESENTRESULT_707;Would The Master be proud?;Credi che il Maestro sarebbe fiero di me?
ASCENSION_COPYCARDPRESENTRESULT_589;[c:bR]Please say yes![c:];[c:bR]Di' di sì, per favore![c:]
ASCENSION_COPYCARDPRESENTRESULT_815;Is it just like your card?;È proprio come la tua carta, vero?
ASCENSION_COPYCARDPRESENTRESULT_592;[c:bR]Is it good?[c:];[c:bR]È bella?[c:]
ASCENSION_COPYCARDPRESENTRESULT_015;Don't make me put you away again.;Non mi costringere a rinchiuderti di nuovo.
ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#1_462;What do you think?;Cosa ne pensi?
ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#2_198;[c:bR]Please say something![c:];[c:bR]Di' qualcosa, per favore![c:]
ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#3_029;Did I do alright?;Ho fatto un buon lavoro?
ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#4_404;I- I tried my best...;Ho... Ho fatto del mio meglio...
ASCENSION_HINT_MAGNIFYINGGLASSNOCARDS_712;You have no cards in your deck...;Non hai carte nel mazzo...
ASCENSION_HINT_MAGNIFYINGGLASSNOCARDS_REPEAT_#1_234;No. You have no cards.;No. Non hai carte.
ASCENSION_FOUNDMAGNIFYINGGLASS_816;The Magpie's Glass.;La lente d'ingrandimento della gazza.
ASCENSION_FOUNDMAGNIFYINGGLASS_753;Take it. I may offer more of them on your journey.;Prendila. Potrei offrirtene delle altre durante il tuo viaggio.
ASCENSION_TRAPPERBOUGHTKNIFE_196;Take it, I have others.;Prendilo, ne ho altri.
ASCENSION_TRAPPERBOUGHTKNIFE_REPEAT_#2_042;May it cut ye the finest pelt.;Per tagliare le pelli più pregiate.
ASCENSION_TRAPPERBOUGHTKNIFE_REPEAT_#3_614;Sold. Use it well...;Venduto. Fanne buon uso...
ASCENSION_TRAPPERBOUGHTKNIFE_REPEAT_#5_007;Th' knife is yers.;Il coltello è tuo.
ASCENSION_ASCENSIONFECUNDITYNERF_739;Kaycee... did you?;Kaycee... sei stata tu?
ASCENSION_ASCENSIONFECUNDITYNERF_129;[c:bR]You tampered with one of my sigils.[c:];[c:bR]Hai manomesso uno dei miei sigilli.[c:]
ASCENSION_ASCENSIONFECUNDITYNERF_047;You thought it too powerful no doubt. But please...;So che lo ritenevi troppo potente. Ma per favore...
ASCENSION_ASCENSIONFECUNDITYNERF_675;[c:bR]No more of that.[c:];[c:bR]Non farlo mai più.[c:]
ASCENSION_TRADERPELTLICE_541;Your pelts...;Le tue pelli...
ASCENSION_TRADERPELTLICE_661;They are riddled with [c:bR]Lice[c:]!;Sono piene di [c:bR]pidocchi[c:]!
ASCENSION_TRADERPELTLICE_539;Use this to buy new ones.;Usa questo per comprarne delle altre.
ASCENSION_TRADERPELTLICE_REPEAT_#1_592;Your pelts... are [c:bR]lousy[c:]!;Le tue pelli... sono [c:bR]pidocchiose[c:]!
ASCENSION_TRADERPELTLICE_REPEAT_#1_095;I must give you these teeth.;Devo darti questi denti.
ASCENSION_TRADERPELTLICE_REPEAT_#1_525;Please... burn what you have and buy more.;Ti prego... brucia quelle che hai e comprane delle altre.
ASCENSION_TRADERPELTLICE_REPEAT_#3_777;Your pelts are infested.;Le tue pelli sono infestate dai pidocchi.
ASCENSION_TRADERPELTLICE_REPEAT_#3_578;Take this and leave.;Prendi e vattene.
ASCENSION_TRADERPELTLICE_REPEAT_#4_671;How tragic. Take these.;Che peccato. Prendi.
ASCENSION_PIRATESKULLINTRO1_734;Hm?;Mh?
ASCENSION_PIRATESKULLINTRO1_477;This is most peculiar.;È piuttosto strano.
ASCENSION_PIRATESKULLINTRO1_481;But I'll allow it.;Ma te lo concedo.
ASCENSION_PIRATESKULLINTRO1_REPEAT_#1_307;You again?;Di nuovo tu?
ASCENSION_PIRATESKULLINTRO1_REPEAT_#2_283;I see. Carry on.;Capisco. Continua.
ASCENSION_PIRATESKULLINTRO2_554;Y-yar?;A... Arrr?
ASCENSION_PIRATESKULLINTRO2_REPEAT_#1_027;Shiver me lemons...;Corpo di mille limoni...
ASCENSION_PIRATESKULLINTRO2_REPEAT_#2_413;Yo ho ho?;Yo oh oh?
ASCENSION_PIRATESKULLINTRO2_REPEAT_#2_181;Is it time again?;È arrivato il momento?
ASCENSION_PIRATESKULLINTRO2_REPEAT_#3_885;Ahoy?;Arrr?
ASCENSION_PIRATESKULLINTRO2_REPEAT_#3_306;Be it time?;È giunta l'ora?
ASCENSION_PIRATESKULLPRECHARGE_231;Well boil me oranges...;Per tutte le arance!
ASCENSION_PIRATESKULLPRECHARGE_203;Ye've almost bested me.;Mi hai quasi battuto.
ASCENSION_PIRATESKULLPRECHARGE_049;But I've got ye one last trick!;Ma ho un ultimo asso nella manica!
ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#1_049;Squeeze me lemons...;Per tutti gli agrumi...
ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#1_204;Yer good.;Ci sai fare, arrr.
ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#1_518;But I've got ye a final trick!;Ma ho l'ultimo asso nella manica!
ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#2_123;Aye... ye've played well...;Per tutti i bucanieri! Hai giocato bene...
ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#2_415;But avast ye this!;Ferma questo!
ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#3_028;Rattle me limes... yer good.;Per mille mandarini! Ci sai fare...
ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#3_885;But allow me this final gambit...;Ma concedimi quest'ultima mossa...
ASCENSION_PIRATESKULLPOSTCHARGE_750;That's far enough.;Può bastare.
ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#1_200;Careful. That's enough.;Fai attenzione. Basta così.
ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#2_625;I won't allow you to destroy my table.;Non ti permetterò di distruggere il mio tavolo.
ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#3_527;That's quite enough.;Ora basta.
ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#4_031;Enough of that.;Basta.
ASCENSION_PIRATESKULLSHIPSPAWNED_188;Yar, me crew be the finest on the seas!;La mia ciurma è la migliore di tutti i mari, arrr!
ASCENSION_PIRATESKULLSHIPSPAWNED_699;Stalwart skeles who'd never betray me!;Scheletri fedeli che non mi tradirebbero mai!
ASCENSION_PIRATESKULLSHIPMUTINEE_919;M-me crew? Mutineers?!;La... la mia ciurma? Ammutinati?!
ASCENSION_PIRATESKULLSHIPMUTINEE_427;Arrrrr! This be the last straw mate!;Arrr! Questo è troppo!
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#1_025;Salty Daryl! How could ye!;Daryl l'Arguto! Come hai potuto?
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#2_611;Browntooth Barrie? Ye too?;Barrie Dentimarci? Pure tu?
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#3_924;Bonnie Splinter... it can't be...;Bonnie Scheggia... non posso crederci...
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#4_361;Freebooter Bethel? I thought better of ye.;Bethel Filibustiera? Da te non me lo aspettavo.
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#5_302;Et tu, Crazy Oakes Hayward?;Anche tu, Hayward Querciafolle?
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#6_668;Ashton Swabby! Ye coward!;Mozzo Ashton! Sei un codardo!
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#7_662;Plankton Braxton... No!;Braxton Plancton... No!
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#8_292;Yeller-eye Colby. Ye dog!;Colby Occhigialli. Che canaglia!
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#9_975;Why Fishwife Nate... why?!;Perché, Nate Pescivendola... perché?!
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#10_019;Four-finger Fred, ye always were a coward.;Fred Quattrodita, sei sempre stato un codardo.
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#11_624;I won't miss ye, Dawg Julie.;Non mi mancherai, Julie Bucaniera.
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#12_656;Te thing ye were me first mate, Wicked Jones.;E pensare che sei stato il mio primo compagno, Jones il Perfido.
ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#13_150;Crabby Steele, ye blaggard!;Scorfano Steele, sei una carogna!
ASCENSION_PART1CARDSEXHAUSTEDSHIP_758;Yar! Ye be out of cards!;Arrr! Hai finito le carte!
ASCENSION_PART1CARDSEXHAUSTEDSHIP_279;Full speed ahead lads!;Avanti tutta, ciurma!
ASCENSION_PIRATESKULLAIMCANNONS_422;Yar har har!;Ah ah arrr!
ASCENSION_PIRATESKULLAIMCANNONS_994;Aim...;Mirate...
ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#1_411;Prepare to meet me cannonballs!;Assaggerai le mie cannonate!
ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#2_220;Hold steady lads!;Ciurma! Non muovetevi!
ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#2_130;Prepare to fire!;Pronti a sparare!
ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#3_754;Me cannons be like me lemon juicer.;I cannoni sono come il mio spremiagrumi.
ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#3_694;Always ready to fire!;Sempre pronti all'azione!
ASCENSION_PIRATESKULLRODENTPACK_939;Blast! Me ship is full o' rodents!;Per mille spingarde! La mia nave è piena di roditori!
ASCENSION_PIRATESKULLRODENTPACK_REPEAT_#1_077;Yar... me ship be riddled with vermin.;Arrr... la mia nave è piena di parassiti.
ASCENSION_PIRATESKULLRODENTPACK_REPEAT_#2_788;Me ship! It be chock full o' rodents!;La mia nave! È piena zeppa di roditori!
ASCENSION_PIRATESKULLRODENTPACK_REPEAT_#3_967;Be damned! Vermin all about!;Maledizione! Ci sono parassiti ovunque!
ASCENSION_PIRATESKULLINTRO3_328;Me dream to be a scurvy boss upon the seven seas?;Il mio sogno di diventare un comandante scorbutico in viaggio per i sette mari?
ASCENSION_PIRATESKULLINTRO3_REPEAT_#1_005;Another chance to ride the waves... upon the seven seas?;Un'altra opportunità per solcare le onde... nei sette mari?
ASCENSION_PIRATESKULLINTRO3_REPEAT_#2_405;A chance again to surf the tides, with me fine hearties?;Un'altra occasione per sfidare le maree, con la mia fidata ciurma?
ASCENSION_PIRATESKULLINTRO3_REPEAT_#3_823;Another go, a yo ho ho, again upon the seas?;Un altro viaggio di nuovo sui mari? Spiegate le vele!
ASCENSION_PIRATESKULLINTRO4_975;Avast ye!;Attenzione, arrr!
ASCENSION_PIRATESKULLINTRO4_REPEAT_#1_073;Batten down th' hatches!;Chiudete i boccaporti!
ASCENSION_PIRATESKULLINTRO4_REPEAT_#2_773;Yer next stop? Th' briny deep!;La tua prossima meta? Gli abissi!
ASCENSION_PIRATESKULLINTRO4_REPEAT_#3_256;Dead Challengers tell no tales!;Gli sfidanti morti non parlano!
ASCENSION_PIRATESKULLINTRO4_REPEAT_#4_283;Man the cannons me hearties!;Ciurma! Preparate i cannoni!
ASCENSION_PIRATESKULLINTRO4_REPEAT_#5_481;Avast ye, scallywag!;Difenditi, canaglia!
ASCENSION_PIRATESKULLSHIPDESTROYED_763;The Limoncello is sunk?;Il Limoncello è affondato?
ASCENSION_PIRATESKULLSHIPDESTROYED_761;By ye, a lowly landlubber?;E per mano tua, verme d'acqua dolce?
ASCENSION_PIRATESKULLSHIPDESTROYED_REPEAT_#1_809;I can scarce believe it.;Non riesco a crederci.
ASCENSION_PIRATESKULLSHIPDESTROYED_REPEAT_#1_216;What have ye done?;Che cosa hai fatto?
ASCENSION_PIRATESKULLSHIPDESTROYED_REPEAT_#2_541;Me hearties? Me crew?;I miei compagni? La mia ciurma?
BUYPELTSSEQUENCER_156;You don't even have room for it.;Non hai nemmeno spazio a sufficienza.
BUYPELTSSEQUENCER_329;Hmmf! For my knife you'll need more.;Pff! Ti serve questo e altro per il mio coltello.
BUYPELTSSEQUENCER_541;You couldn't afford it... So you left it out of respect.;Non potevi permettertelo... perciò l'hai lasciato lì, in segno di rispetto.
DISKDRIVEMODSEQUENCER_387_M;[c:bR]What?[c:] You have no valid choices at all?;[c:bR]Cosa?[c:] Non hai alternative valide?
DISKDRIVEMODSEQUENCER_387_F;;
DISKDRIVEMODSEQUENCER_455_M;[c:bR]!?![c:];[c:bR]!?![c:]
DISKDRIVEMODSEQUENCER_455_F;;
ASCENSIONCARDSSCREEN_021;CARD LOCKED;CARTA BLOCCATA
ASCENSIONCHALLENGEDISPLAYER_393;+{0} CHALLENGE POINTS;+{0} PUNTI SFIDA
ASCENSIONCHALLENGEDISPLAYER_046;CHALLENGE LOCKED;SFIDA BLOCCATA
ASCENSIONCHALLENGESCREEN_118;{0} ENABLED;{0} ABILITATA
ASCENSIONCHALLENGESCREEN_363;{0} DISABLED;{0} DISABILITATA
ASCENSIONCHALLENGESCREEN_542;{0} Challenge Points Added;{0} punti sfida aggiunti
ASCENSIONCHALLENGESCREEN_233;{0} Challenge Points Subtracted;{0} punti sfida sottratti
ASCENSIONCHALLENGESCREEN_905;WARNING(!) Lvl Reqs EXCEEDED;ATTENZIONE(!) Req Lvl SUPERATI
ASCENSIONCHALLENGESCREEN_440;Lvl Reqs Met;Req Lvl soddisfatti
ASCENSIONCHALLENGESCREEN_305;Lvl Reqs NOT MET;Req Lvl NON SODDISFATTI
ASCENSIONCHALLENGESCREEN_874;START RUN;INIZIA SESSIONE
ASCENSIONJOURNALSUMMARYSCREEN_072;ENTRY #{0};ANNOTAZIONE N.{0}
ASCENSIONRUNENDSCREEN_486;DEFEAT...;SCONFITTA...
ASCENSIONRUNENDSCREEN_162;VICTORY;VITTORIA
ASCENSIONRUNENDSCREEN_673;RETRY RUN (SAME CONFIG);RIPROVA SESSIONE (STESSA CONFIGURAZIONE)
CHALLENGEACTIVATIONUI_613;CHALLENGE TRIGGERED: {0};SFIDA SCATENATA: {0}
CHALLENGEACTIVATIONUI_180;Activating Challenge: {0} {1}%;Attivazione della sfida in corso: {0} {1}%
CHALLENGEACTIVATIONUI_866;CHALLENGE ACTIVATED: {0};SFIDA ATTIVATA: {0}
CHALLENGELEVELTEXT_032;(EXCEEDED!);(SUPERATO!)
CHALLENGELEVELTEXT_951;Challenge Level: {0};Livello della sfida: {0}
CHALLENGELEVELTEXT_036;ALL CHALLENGE LEVELS CLEARED!;HAI COMPLETATO TUTTI I LIVELLI DELLA SFIDA!
CHALLENGELEVELTEXT_521;Challenge Points: {0};Punti della sfida: {0}
RUNINFOUIBAR_505;MAP #{0};MAPPA N.{0}
CREATEBELLS_114;Blocked on both sides. No Chimes this time.;Bloccato da entrambi i lati. Nessuna campana questa volta.
CREATEDAMS_106;Blocked on both sides. No Dams for your Beaver.;Bloccato da entrambi i lati. Nessuna diga per il tuo castoro.
DRAWCOPY_294;DEPLOY SIGIL NERF: FECUNDITY;USA NERF SIGILLO: FERTILITÀ
DRAWCOPY_085;RemoveSigilFromCopy();RimuoviSigilloDallaCopia()
DRAWCOPY_428;// It had to be done.;// Andava fatto.
DEFAULTDEATHCARDS_731;Jonah;Jonah
DEFAULTDEATHCARDS_978;Kevin;Kevin
DEFAULTDEATHCARDS_100;Sean;Sean
DEFAULTDEATHCARDS_237;Tamara;Tamara
DEFAULTDEATHCARDS_060;Daniel;Daniel
DEFAULTDEATHCARDS_650;Cody;Cody
DEFAULTDEATHCARDS_833;David;David
DEFAULTDEATHCARDS_374;Tahnee;Tahnee
DEFAULTDEATHCARDS_737;Berke;Berke
ASCENSIONSTAT_992;Victories;Vittorie
ASCENSIONSTAT_553;Defeats;Sconfitte
ASCENSIONSTAT_085;Bosses Defeated;Boss sconfitti
ASCENSIONSTAT_909;Cards Drawn;Carte pescate
ASCENSIONSTAT_769;Most Scales Damage In 1 Turn;Maggiore danno sulle bilance in 1 turno
ASCENSIONSTAT_041;Most Bones Held;Maggior numero di ossa possedute
ASCENSIONSTAT_497;Squirrels Harmed;Scoiattoli colpiti
ASCENSIONSTAT_757;Sacrifices Made;Sacrifici fatti
ASCENSIONSTAT_598;Pelts Traded;Pelli barattate
ASCENSIONSTAT_492;Teeth Pulled;Denti estratti
ASCENSIONSTAT_826;Mantis Gods Picked;Dèi delle Mantidi scelti
ASCENSIONSTAT_815;Misplays;Giocate pessime
PIRATESKULLBATTLESEQUENCER_366;FIRE!;FUOCO!
PIRATESKULLBOSSOPPONENT_123;Ye scurvy dog...;Canaglia scorbutica!
PIRATESKULLBOSSOPPONENT_821;Yar?;Arrr?
CREATEEGG_RULEBOOKNAME_296;Brood Parasite;Parassita della covata
CREATEEGG_RULEBOOKDESCRIPTION_523;When [creature] is played, an Egg is created on the opposing space.;Quando giochi [creature], viene creato un Uovo nello spazio opposto.
CREATEEGG_TEXT_311;That poor chick never had a chance...;Quel povero pulcino non aveva speranze...
DOUBLESTRIKE_RULEBOOKNAME_425;Double Strike;Attacco doppio
DOUBLESTRIKE_RULEBOOKDESCRIPTION_490;[creature] will strike the opposing space an extra time when attacking.;Quando attacca, [creature] colpisce una seconda volta lo spazio opposto.
GAINATTACKONKILL_RULEBOOKNAME_440;Blood Lust;Sete di sangue
GAINATTACKONKILL_RULEBOOKDESCRIPTION_424;When [creature] attacks an opposing creature and it perishes, this card gains 1 power.;Quando [creature] attacca una creatura avversaria ed essa muore, questa carta ottiene 1 di potenza.
GAINATTACKONKILL_TEXT_110;A gruesome way to grow...;Un modo macabro per diventare più forte...
