Column1;Column10;SP 
DEATHTOUCH_RULEBOOKDESCRIPTION_C_609;When a card bearing this sigil damages another creature, that creature perishes.;Cuando una carta que lleve este sello daña a otra criatura, esa criatura muere.
DEBUFFENEMY_RULEBOOKDESCRIPTION_C_636;The creature opposing a card bearing this sigil loses 1 power.;La criatura que se opone a una carta que lleve este sello pierde 1 de poder.
DRAWANT_RULEBOOKDESCRIPTION_C_010;When a card bearing this sigil is played, an Ant is created in your hand.;Cuando se juega una carta que lleve este sello, se crea una Hormiga en tu mano.
DRAWCOPY_RULEBOOKDESCRIPTION_C_226;When a card bearing this sigil is played, a copy of it is created in your hand.;Cuando se juega una carta que lleve este sello, se crea una copia suya en tu mano.
DRAWCOPYONDEATH_RULEBOOKDESCRIPTION_C_876;When a card bearing this sigil perishes, a copy of it is created in your hand.;Cuando una carta que lleve este sello muere, se crea una copia suya en tu mano.
DRAWRABBITS_RULEBOOKDESCRIPTION_C_468;When a card bearing this sigil is played, a Rabbit is created in your hand. [define:Rabbit];Cuando se juega una carta que lleve este sello, se crea un Conejo en tu mano. [define:Rabbit]
EVOLVE_RULEBOOKDESCRIPTION_C_194;A card bearing this sigil will grow into a more powerful form after 1 turn on the board.;Una carta que lleve este sello adquirirá una forma más poderosa tras 1 turno en el tablero.
FLYING_RULEBOOKDESCRIPTION_C_638;A card bearing this sigil will strike an opponent directly, even if there is a creature opposing it.;Una carta que lleve este sello golpeará a un rival directamente, aunque se le oponga una criatura.
GUARDDOG_RULEBOOKDESCRIPTION_C_161;When an opposing creature is placed opposite to an empty space, a card bearing this sigil will move to that empty space.;Cuando una criatura oponente se coloca frente a un espacio vacío, una carta que lleve este sello se mueve a ese espacio vacío.
ICECUBE_RULEBOOKDESCRIPTION_C_877;When a card bearing this sigil perishes, the creature inside is released in its place.;Cuando una carta que lleve este sello muere, la criatura que hay en su interior se libera en su lugar.
QUADRUPLEBONES_RULEBOOKDESCRIPTION_C_971;When a card bearing this sigil dies, 4 bones are awarded instead of 1.;Cuando una carta que lleve este sello muere, se otorgan 4 huesos en vez de 1.
RANDOMABILITY_RULEBOOKDESCRIPTION_C_130;When a card bearing this sigil is drawn, this sigil is replaced with another sigil at random.;Cuando se roba una carta que lleve este sello, este sello se sustituye por otro sello al azar.
RANDOMCONSUMABLE_RULEBOOKDESCRIPTION_C_436;When a card bearing this sigil is played, you will receive a random item as long as your pack is not full.;Cuando se juega una carta que lleve este sello, recibes un objeto aleatorio siempre que tu mochila no esté llena.
REACH_RULEBOOKDESCRIPTION_C_386;A card bearing this sigil will block an opposing creature bearing the Airborne sigil.;Una carta que lleve este sello bloqueará a una criatura oponente que lleve el sello Aéreo.
SACRIFICIAL_RULEBOOKDESCRIPTION_C_722;When a card bearing this sigil is sacrificed it does not perish.;Cuando una carta que lleve este sello se sacrifica, no muere.
SHARP_RULEBOOKDESCRIPTION_C_386;Once a card bearing this sigil is struck, the striker is then dealt a single damage point.;Cuando una carta que lleve este sello recibe un golpe, el agresor recibe 1 de daño.
SPLITSTRIKE_RULEBOOKDESCRIPTION_C_724;A card bearing this sigil will strike each opposing space to the left and right of the space across from it.;Una carta que lleve este sello golpeará a los espacios a la izquierda y a la derecha del espacio inmediatamente opuesto.
SQUIRRELORBIT_RULEBOOKDESCRIPTION_C_213;At the beginning of its owner's turn, a card bearing this sigil will pull small creatures, like Squirrels, into its orbit.;Al comienzo del turno de su propietario, una carta que lleve este sello atraerá a su órbita a las criaturas pequeñas como las Ardillas.
STEELTRAP_RULEBOOKDESCRIPTION_C_102;When a card bearing this sigil perishes, the creature opposing it perishes as well. A pelt is created in your hand.;Cuando una carta que lleve este sello muere, la criatura opuesta muere también. Se crea una piel en tu mano.
STRAFE_RULEBOOKDESCRIPTION_C_931;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil.;Al final del turno del propietario, una carta que lleve este sello se mueve en la dirección inscrita en el sello.
STRAFEPUSH_RULEBOOKDESCRIPTION_C_708;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil. Creatures in the way will be pushed in the same direction.;Al final del turno del propietario, una carta que lleve este sello se mueve en la dirección inscrita en el sello. Las criaturas en su camino se verán empujadas en la misma dirección.
TAILONHIT_RULEBOOKDESCRIPTION_C_390;When a card bearing this sigil would be struck, a Tail is created in its place and a card bearing this sigil moves to the right.;Cuando una carta que lleve este sello recibe un golpe, se crea una Cola en su lugar y una carta que lleve este sello se mueve a la derecha.
TRIPLEBLOOD_RULEBOOKDESCRIPTION_C_976;A card bearing this sigil is counted as 3 Blood rather than 1 Blood when sacrificed.;Cuando se sacrifica, una carta que lleve este sello se cuenta como 3 de sangre en lugar de 1 de sangre.
TRISTRIKE_RULEBOOKDESCRIPTION_C_419;A card bearing this sigil will strike each opposing space to the left, right, and center of it.;Una carta que lleve este sello golpeará a los espacios opuestos a la izquierda, a la derecha y al centro.
TUTOR_RULEBOOKDESCRIPTION_C_400;When a card bearing this sigil is played, you may search your deck for any card and take it into your hand.;Cuando se juega una carta que lleve este sello, puedes buscar cualquier carta en tu mazo y ponerla en tu mano.
WHACKAMOLE_RULEBOOKDESCRIPTION_C_301;When an empty space would be struck, a card bearing this sigil will move to that space to receive the strike instead.;Cuando un espacio vacío recibe un golpe, una carta que lleve este sello se mueve a ese espacio para recibir el golpe en su lugar.
BUFFENEMY_RULEBOOKDESCRIPTION_C_508;The creature opposing a card bearing this sigil gains 1 power.;La criatura que se opone a una carta que lleve este sello obtiene 1 de poder.
CELLBUFFSELF_RULEBOOKDESCRIPTION_C_256;If a card bearing this sigil is within a circuit, it gains 2 power.;Si una carta que lleve este sello está dentro de un circuito, obtiene 2 de poder.
CELLDRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_731;If a card bearing this sigil is within a circuit when it perishes, a random card is created in your hand.;Si una carta que lleve este sello está dentro de un circuito cuando muere, se crea una carta aleatoria en tu mano.
CELLTRISTRIKE_RULEBOOKDESCRIPTION_C_763;If a card bearing this sigil is within a circuit, it will strike each opposing space to the left, right, and center of it.;Si una carta que lleve este sello está dentro de un circuito, golpeará a los espacios opuestos a la izquierda, a la derecha y al centro.
CONDUITSPAWNGEMS_RULEBOOKDESCRIPTION_C_435;Empty spaces within a circuit completed by a card bearing this sigil spawn Gem Vessels at the end of the owner's turn.;Los espacios vacíos dentro de un circuito completado por una carta que lleve este sello generan Receptáculos de gemas al final del turno del propietario.
DEATHSHIELD_RULEBOOKDESCRIPTION_C_417;The first time a card bearing this sigil would take damage, prevent that damage.;La primera vez que una carta que lleve este sello reciba daño, se evita ese daño.
DELETEFILE_RULEBOOKDESCRIPTION_C_810;When a card bearing this sigil perishes the file used to create it is really deleted from your Hard Drive.;Cuando una carta que lleve este sello muere, el archivo utilizado para su creación se borra de verdad de tu disco duro.
DRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_562;When a card bearing this sigil perishes, a random card is created in your hand.;Cuando una carta que lleve este sello muere, se crea una carta aleatoria en tu mano.
DRAWVESSELONHIT_RULEBOOKDESCRIPTION_C_373;Once a card bearing this sigil is struck, draw a card from your Empty Vessel pile.;Cuando una carta que lleve este sello reciba un golpe, roba una carta de tu pila de receptáculos vacíos.
FILESIZEDAMAGE_RULEBOOKDESCRIPTION_C_105;When a card bearing this sigil perishes, select a file. Place damage on the scales according to the file's size.;Cuando una carta que lleve este sello muere, selecciona un archivo. Coloca daño en la balanza en función del tamaño del archivo.
LATCHBRITTLE_RULEBOOKDESCRIPTION_C_583;When a card bearing this sigil perishes, its owner chooses a creature to gain the Brittle sigil.;Cuando una carta que lleve este sello muere, su propietario elige una criatura para que obtenga el sello Quebradizo.
LATCHDEATHSHIELD_RULEBOOKDESCRIPTION_C_714;When a card bearing this sigil perishes, its owner chooses a creature to gain the Nano Armor sigil.;Cuando una carta que lleve este sello muere, su propietario elige una criatura para que obtenga el sello Nanoarmadura.
LATCHEXPLODEONDEATH_RULEBOOKDESCRIPTION_C_905;When a card bearing this sigil perishes, its owner chooses a creature to gain the Detonator sigil.;Cuando una carta que lleve este sello muere, su propietario elige una criatura para que obtenga el sello Detonador.
MOVEBESIDE_RULEBOOKDESCRIPTION_C_379;When one of your creatures is placed in a space, a card bearing this sigil will move towards them as far as possible.;Cuando una de tus criaturas se sitúa en un espacio, una carta que lleve este sello se moverá hacia ella todo lo posible.
PERMADEATH_RULEBOOKDESCRIPTION_C_240;A card bearing this sigil has increased power. But, if A card bearing this sigil perishes, it is permanently removed from your deck.;La potencia de una carta que lleve este sello aumenta. Pero, si una carta que lleve este sello muere, se elimina de tu mazo de forma permanente.
SENTRY_RULEBOOKDESCRIPTION_C_872;When a creature moves into the space opposing a card bearing this sigil, they are dealt 1 damage.;Cuando una criatura se mueve al espacio opuesto a una carta que lleve este sello, recibe 1 de daño.
SHIELDGEMS_RULEBOOKDESCRIPTION_C_943;When a card bearing this sigil is played, all Gem Vessels on the owners' side of the board gain Nano Armor.;Cuando se juega una carta que lleve este sello, todos los Receptáculos de gemas del lado del tablero del propietario obtienen Nanoarmadura.
SNIPER_RULEBOOKDESCRIPTION_C_237;You may choose which opposing space a card bearing this sigil strikes.;Puedes elegir qué espacio opuesto golpea una carta que lleve este sello.
SWAPSTATS_RULEBOOKDESCRIPTION_C_983;After a card bearing this sigil is dealt damage, swap its Power and Health.;Después de que una carta que lleve este sello reciba daño, intercambia su poder y su salud.
TRANSFORMER_RULEBOOKDESCRIPTION_C_775;At the beginning of your turn a card bearing this sigil will transform to, or from, Beast mode.;Al comienzo de tu turno, una carta que lleve este sello se transformará para entrar o salir del modo Bestia.
ANTSSTATICON_GBCDESCRIPTION_C_709;The power of a card bearing this sigil is equal to the number of Ants that the owner has on their side of the table.;El poder de una carta que lleve este sello es igual al número de hormigas que tenga el propietario en su lado del tablero.
BELLSTATICON_GBCDESCRIPTION_C_020;The power of a card bearing this sigil is equal to 4 minus the distance to the combat bell.;El poder de una carta que lleve este sello es igual a 4 menos la distancia al timbre de combate.
CARDSINHANDSTATICON_GBCDESCRIPTION_C_892;The power of a card bearing this sigil is equal to the number of cards in your hand.;El poder de una carta que lleve este sello es igual al número de cartas en tu mano.
GREENGEMSSTATICON_GBCDESCRIPTION_C_503;The power of a card bearing this sigil is equal to the number of Green Gems that the owner has on their side of the table.;El poder de una carta que lleve este sello es igual al número de gemas verdes que tenga el propietario en su lado del tablero.
MIRRORSTATICON_GBCDESCRIPTION_C_716;The power of a card bearing this sigil is always equal to the power of the creature opposing it.;El poder de una carta que lleve este sello siempre es igual al poder de la criatura opuesta.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_M;Two into one!;¡Dos en uno!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_F;;
MENUCONTROLLER_157;Yes. Erase save.;Sí. Borrar la partida guardada.
MENUCONTROLLER_963;No. Keep save.;No. Conservar la partida guardada.
MISC_353;Unpacking OLD_DATA.zip;Descomprimiendo DATOS_ANTIGUOS.zip
MISC_158;Unpacking;Descomprimiendo
MISC_838;REDACTED;CENSURADO
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_M;You sheepishly offered the [c:bR]pelt[c:] to the Bone Lord...;Tímidamente, le ofreciste la [c:bR]piel[c:] al señor de los huesos...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_M;Embarrassed, you presented your [c:bR]pelt[c:] to the Bone Lord...;Avergonzado, le entregaste tu [c:bR]piel[c:] al señor de los huesos...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_F;Embarrassed, you presented your [c:bR]pelt[c:] to the Bone Lord...;Avergonzada, le entregaste tu [c:bR]piel[c:] al señor de los huesos...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_M;You placed a [c:bR]pelt[c:] before the Bone Lord...;Pusiste una [c:bR]piel[c:] ante el señor de los huesos...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_M;The Bone Lord was displeased. You would receive nothing in return.;El señor de los huesos no quedó complacido. No recibirías nada a cambio.
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_M;The Bone Lord shuddered. You averted your eyes and backed away.;El señor de los huesos se estremeció. Desviaste la mirada y retrocediste.
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_M;I'm not sure what you expected.;No sé qué esperabas.
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_M;The Bone Lord was immensely pleased by your offering.;El señor de los huesos estaba enormemente complacido con tu ofrenda.
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_M;The Bone Lord was deeply satisfied with your offering.;El señor de los huesos estaba profundamente satisfecho con tu ofrenda.
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_M;The ultimate sacrifice. The Bone Lord was gleeful.;El sacrificio supremo. El señor de los huesos estaba exultante.
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_F;;
COMMANDLINEINTERFACE_667;Type 'continue' to return to loading the game.;Escribe «continuar» para seguir cargando el juego.
COMMANDLINEINTERFACE_324;continue;continuar
COMMANDLINEINTERFACE_978;Cannot find the specified path.;No se encuentra la ruta especificada.
COMMANDLINEINTERFACE_506;Not a file.;No es un archivo.
COMMANDLINEINTERFACE_729;Contents cannot be shown.;No se puede mostrar el contenido.
COMMANDLINEINTERFACE_183;Enter cipher:;Introduce una clave:
COMMANDLINEINTERFACE_662;You must not do that.;No debes hacer eso.
COMMANDLINEINTERFACE_428;You cannot do that.;No puedes hacer eso.
COMMANDLINEINTERFACE_670;Really delete all save data? (y/n);¿Borrar todos los datos guardados? (s/n)
COMMANDLINEINTERFACE_293;You are brave.;Eres valiente.
COMMANDLINEINTERFACE_213;You are coward.;Eres cobarde.
COMMANDLINEINTERFACE_701;'{0}' is not a recognized internal or external command.;«{0}» no es un comando interno o externo reconocido.
TUTORIAL1BATTLESEQUENCER_200_M;The number on the bottom left is its Attack Power: 1.;El número de la parte inferior izquierda es su poder de ataque: 1.
TUTORIAL1BATTLESEQUENCER_200_F;;
TUTORIAL2BATTLESEQUENCER_099_M;The airborne [c:bR]Bat[c:] flies over creatures to attack directly.;El [c:bR]Murciélago[c:] aéreo vuela sobre las criaturas para atacar directamente.
TUTORIAL2BATTLESEQUENCER_099_F;;
TUTORIAL2BATTLESEQUENCER_164_M;Mind the ambitious [c:bR]Wolf Cub[c:]. It ages swiftly.;Ten cuidado con el ambicioso [c:bR]Lobato[c:]. Crece muy deprisa.
TUTORIAL2BATTLESEQUENCER_164_F;;
TUTORIAL3BATTLESEQUENCER_816_M;My totem has granted my Coyote the power of flight!;¡Mi tótem le ha concedido a mi Coyote la capacidad de volar!
TUTORIAL3BATTLESEQUENCER_816_F;;
MISC_159;Credits;Créditos
MISC_295;Creator;Creador
MISC_542;Composer and Sound Designer;Compositor y diseñador de sonido
MISC_355;Principal 3D Artist;Grafista 3D principal
MISC_921;As Luke Carder;Como Luke Carder
MISC_706;As His Killer;Como su asesina
MISC_438;As <REDACTED>;Como <REDACTED>
MISC_026;3D Environment Art and Goobert;Entornos 3D y Goo
MISC_971;3D Environment Art and Props;Entornos 3D y atrezo
MISC_451;3D Low Poly Art;Gráficos 3D de bajo poligonaje
MISC_382;Color Posterization Shader;Sombreador de posterización de color
MISC_216;Color Palette Design;Diseño de paleta de colores
MISC_730;Fonts;Fuentes
MISC_679;Creative Commons 3D Art;Gráficos 3D de Creative Commons
MISC_407;3rd Party Tools / Assets;Herramientas/Recursos de terceros
MISC_787;Special Thanks;Agradecimientos especiales
MISC_024;Voice of Grimora;Voz de Grimora
MISC_798;The Mycologists;Los micólogos
MISC_308;Game Design Advice;Consejos sobre diseño del juego
MISC_033;Playtesting and Sounding Board;Pruebas de juego y caja de resonancia
MISC_423;Extensive Playtesters;Pruebas de juego exhaustivas
MISC_362;Localized Font Editing;Modificación de fuentes localizadas
MISC_462;Special Help with Rendering Issue;Ayuda especial con problemas de renderización
MISC_890;After Effects Footage Tracking;Seguimiento de imágenes de After Effects
MISC_142;Discord Admins;Administración de Discord
MISC_249;Organizers of Indiepod;Organizadores de Indiepod
MISC_480;Moral Support;Apoyo moral
MISC_399;Playing The Game;Jugar al juego
MISC_934;Localization Team;Equipo de localización
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#1_411_M;I see you have a photo of a pelt.[w:0.3] The Trader next door may desire it.;Veo que tienes una foto de una piel.[w:0.3] Tal vez la comerciante de al lado la quiera.
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#1_411_F;;
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#2_722_M;Poor hare...[w:0.3] Take that photo to The Trader.[w:0.3] She is to your right.;Pobre liebre...[w:0.3] Llévale esa foto a la comerciante.[w:0.3] Está a tu derecha.
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#2_722_F;;
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#3_612_M;Go through the door to your right.[w:0.3] The Trader awaits...;Entra por la puerta a tu derecha.[w:0.3] La comerciante te espera...
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#3_612_F;;
PART_3_GAME_FLOW_PART3INTRO1_436_M;You wanted to replace me.;Querías reemplazarme.
PART_3_GAME_FLOW_PART3INTRO1_436_F;;
PART_3_GAME_FLOW_PART3INTRO1_847_M;Look at us now.;Mira cómo estamos ahora.
PART_3_GAME_FLOW_PART3INTRO1_847_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_478_M;Your items are replenished.;Tus objetos se han recuperado.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_478_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_634_M;Here comes your actual files.;Aquí vienen tus archivos de verdad.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_634_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_206_M;I hope no one is watching!;¡Espero que no haya nadie mirando!
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_206_F;;
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_127_M;To think... your ambition was to replace Grimora.;Y pensar... que tu ambición era reemplazar a Grimora.
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_127_F;;
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_736_M;And inherit [c:bR]this[c:]?;¿Y heredar [c:bR]esto[c:]?
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_736_F;;
PART_3_MAP_HOLOAREANATURETEMPLE1_153_M;You were right to try to replace him.;Hacías bien al intentar reemplazarlo.
PART_3_MAP_HOLOAREANATURETEMPLE1_153_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_351_M;Well, you knew him.;Bueno, tú lo conocías.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_351_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_292_M;You wanted to replace him!;¡Querías reemplazarlo!
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_292_F;;
PART_3_STORY_PART3FINALE1_505_M;Great job.;Un trabajo fantástico.
PART_3_STORY_PART3FINALE1_505_F;;
PART_3_STORY_PART3FINALE4_401_M;Good luck replacing me now!;¡Que tengas suerte en tu intento de reemplazarme ahora!
PART_3_STORY_PART3FINALE4_401_F;;
FINALE_GOODBYELESHYMIDGAME1_798_M;I was surprised when you wanted to replace me... After the reset.;Me sorprendió que quisieras reemplazarme... después del reinicio.
FINALE_GOODBYELESHYMIDGAME1_798_F;;
FINALE_GOODBYELESHYMIDGAME1_170_M;And... I was surprised when, at the final moment, you chose me.;Y... me sorprendí cuando, en el último momento, me elegiste a mí.
FINALE_GOODBYELESHYMIDGAME1_170_F;;
FINALE_GOODBYELESHYMIDGAME1_618_M;But the past is irrelevant.;Pero el pasado es irrelevante.
FINALE_GOODBYELESHYMIDGAME1_618_F;;
FINALE_FINALEGRIMORAMAPSHOWN_038_M;Of course I forgive you...;Por supuesto, te perdono...
FINALE_FINALEGRIMORAMAPSHOWN_038_F;;
FINALE_FINALEGRIMORAMAPSHOWN_286_M;For trying to replace me and all of that.;Por intentar reemplazarme y todo eso.
FINALE_FINALEGRIMORAMAPSHOWN_286_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_050_M;I have a vague memory...;Tengo un vago recuerdo...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_050_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_259_M;Why do you keep coming back here?;¿Por qué sigues viniendo aquí?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_259_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_105_M;So strange...;Qué raro...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_105_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_664_M;It's like there's a hole in my RAM...;Es como si hubiera un agujero en mi RAM...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_664_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#3_099_M;Am I repeating myself?;¿Me estoy repitiendo?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#3_099_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_274_M;We are back!;¡Hemos vuelto!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_274_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_411_M;We are back.;Hemos vuelto.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_411_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_552_M;See those things in the corners?;¿Ves esas cosas de las esquinas?
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_552_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_664_M;They light up when you have the right [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]s[c:].;Se encienden cuando tienes las [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]a[c:][c:g2]s[c:] adecuadas.
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_664_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#1_007_M;It's Gemified.;Está gemificado.
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#1_007_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#2_927_M;Play [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]s[c:] to power it up.;Juega [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]a[c:][c:g2]s[c:] para aumentar su poder.
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#2_927_F;;
GOO_BOTTLE_GOOCLOCKOPENED_335_M;Arrrrghh! You opened the clock!;¡Arrrrghh! ¡Has abierto el reloj!
GOO_BOTTLE_GOOCLOCKOPENED_335_F;;
GOO_BOTTLE_GOOCLOCKOPENED_800_M;My gooey eyes may be failing me, but...;Puede que mis viscosos ojos me engañen, pero...
GOO_BOTTLE_GOOCLOCKOPENED_800_F;;
GOO_BOTTLE_GOOCLOCKOPENED_495_M;Did you miss something?;¿Te falta algo?
GOO_BOTTLE_GOOCLOCKOPENED_495_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_745_M;You have done well to pry open the doors of that clock.;Has hecho bien al abrir las puertas de ese reloj.
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_745_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_244_M;But I fear you left its most valuable contents untouched!;¡Pero me temo que has dejado intacto su contenido más valioso!
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_244_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#2_029_M;Did you leave something in the compartment of that [c:bR]cuckoo clock[c:]?;¿Te has dejado algo en el compartimento de ese [c:bR]reloj de cuco[c:]?
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#2_029_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_626_M;right?[w:0.3];¿Verdad?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_626_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_598_M;From the;¿Del
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_598_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_552_M;cuckoo clock?[w:0.3];reloj de cuco?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_552_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_830_M;Tell me;Dime
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_830_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_524_M;that you did.[w:0.3];lo que hiciste.[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_524_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_746_M;Pray tell...[w:0.3];Te lo ruego, dime...[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_746_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_242_M;You also took;¿También cogiste
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_242_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_062_M;the film roll from[w:0.2];el rollo de película del[w:0.2]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_062_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_953_M;the compartment;compartimento
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_953_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_594_M;that you found ;donde me 
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_594_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_477_M;me in?[w:0.3];encontraste?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_477_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_549_M;the film roll[w:0.2];el rollo de película[w:0.2]
