Column1;Column10;FR 
COMMANDLINE_GRIMORAFINALE_TEXT_660;ERROR: UNABLE TO WIPE UNEXPECTED DATA;ERREUR : IMPOSSIBLE DE SUPPRIMER LES DONNÉES INATTENDUES
COMMANDLINE_GRIMORAFINALE_TEXT_929;CRITICAL ERROR: MISSING ASSETS CHECK;ERREUR CRITIQUE : VÉRIFICATION DES RESSOURCES MANQUANTE
COMMANDLINE_GRIMORAFINALE_TEXT_479;Restoring backup;Restauration de la sauvegarde
COMMANDLINE_GRIMORAFINALE_TEXT_598;BACKUP FOUND: LESHY.Cabin;SAUVEGARDE TROUVÉE : LESHY.Cabane
COMMANDLINE_GRIMORAFINALE_TEXT_911;Initializing subroutine: NewSaveFile();Initialisation de la sous-routine : NouveauFichierSauvegarde()
COMMANDLINE_GRIMORAFINALE_TEXT_583;Creating new save file;Création d'un nouveau fichier de sauvegarde
COMMANDLINE_GRIMORAFINALE_TEXT_727;New save file created;Nouveau fichier de sauvegarde créé
COMMANDLINE_GRIMORAFINALE_TEXT_942;Purging deck data;Suppression des données du deck
COMMANDLINE_GRIMORAFINALE_TEXT_072;Purging collection data;Suppression des données de la collection
COMMANDLINE_GRIMORAFINALE_TEXT_840;Check /OLD_DATA/ key;Vérification de la clé /ANCIENNES_DONNÉES/
COMMANDLINE_GRIMORAFINALE_TEXT_601;/OLD_DATA/ key denied;Clé /ANCIENNES_DONNÉES/ refusée
COMMANDLINE_GRIMORAFINALE_TEXT_111;Loading scene: LESHY.Cabin;Chargement de la scène : LESHY.Cabane
COMMANDLINE_GRIMORAFINALE_TEXT_606;Scene loaded;Scène chargée
COMMANDLINE_LESHYFINALE_TEXT_460;MISSING SCENE: LESHY.Cabin;SCÈNE MANQUANTE : LESHY.Cabane
COMMANDLINE_LESHYFINALE_TEXT_298;BACKUP FOUND: MAGNIFICUS.????;SAUVEGARDE TROUVÉE : MAGNIFICUS.????
COMMANDLINE_LESHYFINALE_TEXT_094;Loading scene: MAGNIFICUS.????;Chargement de la scène : MAGNIFICUS.????
COMMANDLINE_NEWGAME_TEXT_596;Initializing routine: NewGame();Initialisation de la routine : NouvellePartie()
COMMANDLINE_NEWGAME_TEXT_230;Begin data wipe;Début de la suppression des données
COMMANDLINE_NEWGAME_TEXT_375;Unexpected data encountered!;Données inattendues détectées !
COMMANDLINE_NEWGAME_TEXT_269;Initializing subroutine: GameFuna.Inscryption.Error27Fix();Initialisation de la sous-routine : GameFuna.Inscryption.CorrectifErreur27()
COMMANDLINE_NEWGAME_TEXT_671;Unexpected data removed;Données inattendues supprimées
COMMANDLINE_NEWGAME_TEXT_933;No backup to restore!;Aucune sauvegarde trouvée !
COMMANDLINE_NEWGAME_TEXT_972;Loading scene: Inscryption.Intro.Scrybes;Chargement de la scène : Inscryption.Intro.Scrybes
COMMANDLINE_PART2FINALE_TEXT_938;ERROR: 100010001110100100010010001;ERREUR : 100010001110100100010010001
COMMANDLINE_PART2FINALE_TEXT_006;BACKUP FOUND: P03.Factory;Sauvegarde trouvée : J03.Usine
COMMANDLINE_PART2FINALE_TEXT_554;Loading scene: P03.Factory;Chargement de la scène : J03.Usine
COMMANDLINE_PART3FINALE_TEXT_076;MISSING SCENE: P03.FACTORY;SCÈNE MANQUANTE : J03.USINE
COMMANDLINE_PART3FINALE_TEXT_015;BACKUP FOUND: GRIMORA.Crypt;SAUVEGARDE TROUVÉE : GRIMORA.Crypte
COMMANDLINE_PART3FINALE_TEXT_611;Loading scene: GRIMORA.Crypt;Chargement de la scène : GRIMORA.Crypte
BATTERY_DESCRIPTION_071_M;That will recharge your energy one turn. Pretty good.;Recharge votre énergie une fois. Pas mal.
BATTERY_DESCRIPTION_071_F;;
BATTERY_RULEBOOKNAME_906;Extra Battery;Pile supplémentaire
BATTERY_RULEBOOKDESCRIPTION_432;Replenishes Energy back up to the current maximum. It's alright.;Recharge votre énergie au maximum. Pas mal.
BIRDLEGFAN_DESCRIPTION_527_M;A gust from this may lift your creatures into the air... if only for a turn.;Utiliser cet éventail permet de faire voler tes créatures... pendant un tour.
BIRDLEGFAN_DESCRIPTION_527_F;;
BIRDLEGFAN_RULEBOOKNAME_617;Harpie's Birdleg Fan;Éventail de la harpie
BIRDLEGFAN_RULEBOOKDESCRIPTION_430;Your creatures will attack as though they have the Airborne sigil this turn.;Ce tour-ci, vos créatures attaquent comme si elles possédaient l'emblème Vol.
BOMBREMOTE_DESCRIPTION_821_M;Mrs. Bomb's Remote. Click that thing and Explode Bots will drop in every open space.;La télécommande de Mme Bombe. L'actionner lâchera des Roboboums sur tous les emplacements vides.
BOMBREMOTE_DESCRIPTION_821_F;;
BOMBREMOTE_RULEBOOKNAME_635;Mrs. Bomb's Remote;Télécommande de Mme Bombe
BOMBREMOTE_RULEBOOKDESCRIPTION_137;Places Explode Bots on all empty spaces. Pretty annoying honestly.;Place des Roboboums sur tous les emplacements vides. Plutôt agaçant.
FROZENOPOSSUMBOTTLE_DESCRIPTION_514_M;That pitiful opossum...;Ce pauvre opossum...
FROZENOPOSSUMBOTTLE_DESCRIPTION_514_F;;
FROZENOPOSSUMBOTTLE_RULEBOOKNAME_665;Frozen Opossum Bottle;Opossum gelé embouteillé
FROZENOPOSSUMBOTTLE_RULEBOOKDESCRIPTION_745;A Frozen Opossum is created in your hand. [define:FrozenOpossum];Ajoute un opossum gelé à votre main. [define:FrozenOpossum]
GOATBOTTLE_DESCRIPTION_103_M;Its bleeding yields [c:bR]3 Blood[c:]... If you can ignore the bleating.;La sacrifier rapporte [c:bR]3 gouttes de sang[c:]... À condition que tu puisses supporter ses cris.
GOATBOTTLE_DESCRIPTION_103_F;;
GOATBOTTLE_RULEBOOKNAME_826;Black Goat Bottle;Chèvre noire embouteillée
GOATBOTTLE_RULEBOOKDESCRIPTION_203;A Black Goat is created in your hand. [define:Goat];Ajoute une chèvre noire à votre main. [define:Goat]
GOOBOTTLE_DESCRIPTION_408_M;Oh... Oh no. You can't use that.;Oh... Oh non. Tu ne peux pas utiliser cela.
GOOBOTTLE_DESCRIPTION_408_F;;
GOOBOTTLE_RULEBOOKNAME_982;Failure;Échec
GOOBOTTLE_RULEBOOKDESCRIPTION_286;Nothing will happen. This bottle of Goo has no use.;Il ne se passera strictement rien. Cette bouteille de matière gluante n'a aucune utilité.
HOURGLASS_DESCRIPTION_282_M;A powerful item. Turn this and I'll skip my next turn.;Un puissant objet. Retourne-le et je serai obligé de passer mon prochain tour.
HOURGLASS_DESCRIPTION_282_F;;
HOURGLASS_RULEBOOKNAME_993;Hourglass;Sablier
HOURGLASS_RULEBOOKDESCRIPTION_147;Your adversary will entirely skip their next turn.;Oblige votre adversaire à passer son prochain tour.
PIGGYBANK_DESCRIPTION_070_M;Some bone tokens for a rainy night...;Quelques jetons en forme d'os pour une nuit pluvieuse...
PIGGYBANK_DESCRIPTION_070_F;;
PIGGYBANK_RULEBOOKNAME_456;Hoggy Bank;Cochon-tirelire
PIGGYBANK_RULEBOOKDESCRIPTION_400;You will immediately gain 4 Bones.;Vous accorde immédiatement 4 os.
PLIERS_DESCRIPTION_658_M;Another useful implement. I'll allow you to tip the scales with it...;Un autre outil utile qui va te permettre de faire pencher la balance...
PLIERS_DESCRIPTION_658_F;;
PLIERS_RULEBOOKNAME_033;Pliers;Pince
PLIERS_RULEBOOKDESCRIPTION_348;You will place a weight on the scales. The pain is temporary.;Vous permet de placer un poids sur la balance. La douleur est temporaire.
SCISSORS_DESCRIPTION_702_M;If you deem it necessary, you may cut up one of my cards with these.;Si cela te semble nécessaire, tu peux les utiliser pour couper une de mes cartes.
SCISSORS_DESCRIPTION_702_F;;
SCISSORS_RULEBOOKNAME_148;Scissors;Ciseaux
SCISSORS_RULEBOOKDESCRIPTION_775;You may cut up one of your adversary's cards. It is destroyed.;Vous permet de couper et de détruire une des cartes de votre adversaire.
SHIELDGENERATOR_DESCRIPTION_813_M;Gives Nano Armor to your bots on the board. Decent.;Accorde une nanoarmure à tes robots sur le plateau. Pas mal.
SHIELDGENERATOR_DESCRIPTION_813_F;;
SHIELDGENERATOR_RULEBOOKNAME_283;Nano Armor Generator;Générateur de nanoarmure
SHIELDGENERATOR_RULEBOOKDESCRIPTION_002;Your bots on the board get Nano Armor. If you use it right it's decently OK.;Accorde une nanoarmure aux robots de votre côté du plateau. À utiliser à bon escient pour un résultat optimal.
SPECIALDAGGER_RULEBOOKNAME_566;Special Dagger;Dague spéciale
SQUIRRELBOTTLE_DESCRIPTION_443_M;You found a Squirrel in a bottle. Break in case of emergency.;Tu trouves une bouteille avec un écureuil. À casser en cas d'urgence.
SQUIRRELBOTTLE_DESCRIPTION_443_F;;
SQUIRRELBOTTLE_RULEBOOKNAME_438;Squirrel In A Bottle;Écureuil embouteillé
SQUIRRELBOTTLE_RULEBOOKDESCRIPTION_078;A Squirrel is created in your hand. [define:Squirrel];Ajoute un écureuil à votre main. [define:Squirrel]
TERRAINBOTTLE_DESCRIPTION_140_M;A rock may get you out of a hard place.;Une pierre peut te permettre de t'extraire de situations difficiles.
TERRAINBOTTLE_DESCRIPTION_140_F;;
TERRAINBOTTLE_RULEBOOKNAME_622;Boulder In A Bottle;Rocher embouteillé
TERRAINBOTTLE_RULEBOOKDESCRIPTION_507;A Boulder is created in your hand. [define:Boulder];Ajoute un rocher à votre main. [define:Boulder]
TOMB1_BOTTOM_DESCRIPTIONLINE1_821;The defibrillator failed.;Le défibrillateur n'a pas réussi à la ramener à la vie.
TOMB1_MIDDLE_DESCRIPTIONLINE1_598;Hit by a falling piece of ice.;Assommée par une stalactite.
TOMB1_TOP_DESCRIPTIONLINE1_995;Kaycee Hobbes;Kaycee Hobbes
TOMB1_TOP_DESCRIPTIONLINE2_220;1970 - Winter 1992;1970 - hiver 1992
TOMB2_BOTTOM_DESCRIPTIONLINE1_698;There was no cure.;Il n'y avait pas de remède.
TOMB2_MIDDLE_DESCRIPTIONLINE1_120;Brought down by scurvy.;Mort du scorbut.
TOMB2_TOP_DESCRIPTIONLINE1_271;Royal Dominguez;Royal Dominguez
TOMB2_TOP_DESCRIPTIONLINE2_283;1589 - Spring 1632;1589 - printemps 1632
TOMB3_BOTTOM_DESCRIPTIONLINE1_045;Does not hold a grudge.;Il ne garde aucune rancune.
TOMB3_MIDDLE_DESCRIPTIONLINE1_978;Eaten by a hungry dog.;Mangé par un chien affamé.
TOMB3_TOP_DESCRIPTIONLINE1_904;Sawyer Patel;Sawyer Patel
TOMB3_TOP_DESCRIPTIONLINE2_812;1702 - Fall 1778;1702 - automne 1778
EASTNEUTRALPATH_DISPLAYEDNAME_292;Eastern Botopia;Est de Botopie
NATUREAREA_01_DISPLAYEDNAME_083;Foul Backwater;Mare bourbeuse
NATUREAREA_02_DISPLAYEDNAME_991;Heritage Cabin;Cabane archaïque
NORTHNEUTRALPATH_DISPLAYEDNAME_776;Central Botopia;Centre de Botopie
STARTINGAREA_DISPLAYEDNAME_735;Northern Botopia;Nord de Botopie
TECHAREA_01_DISPLAYEDNAME_078;Resplendent Bastion;Bastion resplendissant
TECHAREA_02_DISPLAYEDNAME_361;Telegrapher Tower;Tour du télégraphe
UNDEADAREA_01_DISPLAYEDNAME_439;Filthy Corpse World;Monde des cadavres
UNDEADAREA_02_DISPLAYEDNAME_187;Dank Crypt;Crypte humide
WESTNEUTRALPATH_DISPLAYEDNAME_988;Western Botopia;Ouest de Botopie
WIZARDAREA_01_DISPLAYEDNAME_415;Gaudy Gem Land;Terre des gemmes scintillantes
WIZARDAREA_02_DISPLAYEDNAME_876;Rickety Tower;Tour délabrée
ANTSSTATICON_RULEBOOKNAME_131;Ants;Fourmis
ANTSSTATICON_RULEBOOKDESCRIPTION_853;The value represented with this sigil will be equal to the number of Ants that the owner has on their side of the table.;La valeur de cet emblème est égale au nombre de fourmis du côté de son propriétaire.
ANTSSTATICON_GBCDESCRIPTION_267;The power of [creature] is equal to the number of Ants that the owner has on their side of the table.;[creature] a une puissance égale au nombre de fourmis du côté de son propriétaire.
BELLSTATICON_RULEBOOKNAME_430;Bell Ringer;Sonne-cloche
BELLSTATICON_RULEBOOKDESCRIPTION_233;The value represented by this sigil is always equal to 4 minus the distance of the creature bearing it to the combat bell.;La valeur de cet emblème est égale à 4, moins le nombre de cases qui sépare la créature avec cet emblème de la cloche de combat.
BONESSTATICON_RULEBOOKNAME_611;One Half Bones;Mi-os mi-chou
BONESSTATICON_RULEBOOKDESCRIPTION_811;The value represented with this sigil will be equal to half the number of Bone Tokens owned by the owner of the creature with this sigil.;Pour la créature ornée de cet emblème, la valeur de cet emblème est égale à la moitié des os que possède son propriétaire.
GREENGEMSSTATICON_RULEBOOKNAME_089;Emerald Power;Pouvoir de l'émeraude
GREENGEMSSTATICON_GBCDESCRIPTION_867;The power of [creature] is equal to the number of Green Gems that the owner has on their side of the table.;[creature] voit sa puissance augmenter en fonction du nombre de gemmes vertes du côté de son propriétaire.
MIRRORSTATICON_RULEBOOKNAME_625;M!rror r0rriM;M!roir ri0riM
MIRRORSTATICON_RULEBOOKDESCRIPTION_012;The power and toughness represented by these sigils is always equal to that of the creature opposing the creature bearing these symbols.;La puissance et la santé de ces emblèmes sont toujours égales à celles de la créature opposée à la créature avec ces emblèmes.
SUBS_BLOOPER_LINE_567;Oh shit.;Oh merde.
SUBS_BREAK_IN_LINE_929;Someone is here. ;Y a quelqu'un. 
SUBS_BREAK_IN_LINE_155;Fuck this.;Fait chier.
SUBS_BREAK_IN_LINE_903;My phone's in the other room, so,;Mon téléphone est dans l'autre pièce,
SUBS_BREAK_IN_LINE_383;if I die before I can call 9-1-1,;donc si je meurs avant d'appeler la police,
SUBS_BREAK_IN_LINE_083;use this tape as evidence.;ce film servira de preuve.
SUBS_BUY_FLOPPY_DRIVE_LINE_434;Who even has a floppy disk drive any more?;Qui a encore un lecteur de disquette chez soi ?
SUBS_BUY_FLOPPY_DRIVE_LINE_099;Okay, 11 bucks.;OK, 11 balles.
SUBS_BUY_FLOPPY_DRIVE_LINE_016;Cheaper than a foil Steambot Willie.;Moins cher qu'une carte Premium Steambot Willie.
SUBS_BUY_FLOPPY_DRIVE_LINE_707;Alright. Fine.;Bon, allez.
SUBS_BUY_FLOPPY_DRIVE_LINE_687;Wow. Great video.;Ouah, super vidéo.
SUBS_EMAIL_DRAFTING_LINE_085;I think I've just got to send it.;Il faut que je l'envoie.
SUBS_EMAIL_DRAFTING_LINE_972;To whom it may concern.;Madame, Monsieur.
SUBS_EMAIL_DRAFTING_LINE_779;It's a bit formal.;Trop formel...
SUBS_EMAIL_DRAFTING_LINE_189;Hello there. Exclamation point.;Bonjour. Point d'exclamation.
SUBS_EMAIL_DRAFTING_LINE_366;My name is Luke Carder and I'm a fan of;Je m'appelle Luke Carter et je suis fan
SUBS_EMAIL_DRAFTING_LINE_334;your collectible card games. If you've;de votre jeu de cartes. Si vous avez déjà
SUBS_EMAIL_DRAFTING_LINE_733;ever taken a look at my youtube videos;regardé mes vidéos YouTube,
SUBS_EMAIL_DRAFTING_LINE_974;you will know how appreciative I am of;vous savez à quel point j'ai adoré
SUBS_EMAIL_DRAFTING_LINE_347;the merch that you've sent me over the years.;les produits dérivés que vous m'avez envoyés au fil des ans.
SUBS_EMAIL_DRAFTING_LINE_753;So it was a great surprise to learn that;J'ai été agréablement surpris d'apprendre
SUBS_EMAIL_DRAFTING_LINE_477;there is a digital version of Inscryption.;l'existence d'une version numérique d'Inscryption.
SUBS_EMAIL_DRAFTING_LINE_150;I think maybe one of my fans pranked me;Je crois qu'une personne de ma commu m'a fait une blague
SUBS_EMAIL_DRAFTING_LINE_801;and buried a copy in the woods near my house.;et a enterré le jeu dans les bois, près de chez moi.
SUBS_EMAIL_DRAFTING_LINE_537;Upon further research, however, I have not;Mais en faisant des recherches,
SUBS_EMAIL_DRAFTING_LINE_122;been able to find any record of this game.;je n'ai rien trouvé sur ce jeu.
SUBS_EMAIL_DRAFTING_LINE_682;Is this some kind of elaborate hoax?;Est-ce que c'est un canular très sophistiqué ?
SUBS_EMAIL_DRAFTING_LINE_968;Any trace of this game. Is this some kind;aucune trace de ce jeu. Est-ce que c'est
SUBS_EMAIL_DRAFTING_LINE_904;of elaborate hoax? The game doesn't seem;un canular très sophistiqué ? Le jeu ne semble pas
SUBS_EMAIL_DRAFTING_LINE_468;like the work of a prankster. It at least;avoir été créé par n'importe qui.
SUBS_EMAIL_DRAFTING_LINE_860;appears professionally made.;On dirait un vrai jeu.
SUBS_EMAIL_DRAFTING_LINE_018;I am both puzzled and excited by this;Je suis à la fois dérouté et exalté par cette
SUBS_EMAIL_DRAFTING_LINE_370;discovery. Any information you can;découverte. Toute information
SUBS_EMAIL_DRAFTING_LINE_520;provide would be much appreciated.;complémentaire serait la bienvenue.
SUBS_EMAIL_DRAFTING_LINE_137;Thank you. The Lucky Carder.;Merci. Signé : Lukarte.
SUBS_EMAIL_DRAFTING_LINE_660;Okay good enough.;Bon, ça me paraît bon.
SUBS_EMAIL_DRAFTING_LINE_839;Sent.;Envoyé.
SUBS_EMAIL_RESPONSE_LINE_160;Mr. Carder. We have received your enquiry;M. Carter. Nous avons reçu votre demande
SUBS_EMAIL_RESPONSE_LINE_468;regarding a digital version;à propos d'une version numérique
SUBS_EMAIL_RESPONSE_LINE_119;of our intellectual property Inscryption.;de notre propriété intellectuelle Inscryption.
SUBS_EMAIL_RESPONSE_LINE_662;We can assure you that no such software exists;Nous pouvons vous assurer qu'aucune version officielle
SUBS_EMAIL_RESPONSE_LINE_130;in any official form. However, if you have;de ce logiciel n'existe. Toutefois, si vous avez
SUBS_EMAIL_RESPONSE_LINE_340;indeed come into possession of proprietary GameFuna;trouvé du matériel propriétaire de la société GameFuna,
SUBS_EMAIL_RESPONSE_LINE_705;hardware you are compelled to return it to;vous êtes tenu de nous le renvoyer
SUBS_EMAIL_RESPONSE_LINE_332;us under The Computer Fraud and Abuse Act.;en vertu des lois en vigueur sur la propriété intellectuelle.
SUBS_EMAIL_RESPONSE_LINE_505;The hardware will be considered;S'il ne nous est pas restitué
SUBS_EMAIL_RESPONSE_LINE_172;stolen if it is not returned to us;dans un délai raisonnable,
SUBS_EMAIL_RESPONSE_LINE_044;within a reasonable time frame.;le matériel sera considéré comme volé.
SUBS_EMAIL_RESPONSE_LINE_813;Please carefully package the hardware and paste;Veuillez emballer soigneusement le matériel
SUBS_EMAIL_RESPONSE_LINE_055;the attached shipping label to the front of the box.;et coller l'étiquette d'expédition ci-jointe sur le colis.
SUBS_EMAIL_RESPONSE_LINE_114;You may mail the package at a local post office.;Vous pouvez l'envoyer au bureau de poste le plus proche.
SUBS_EMAIL_RESPONSE_LINE_145;We would like to avoid taking;Nous aimerions éviter
SUBS_EMAIL_RESPONSE_LINE_032;legal action;de saisir la justice,
SUBS_EMAIL_RESPONSE_LINE_003;in your case so please do not delay in;ne tardez donc pas à nous
SUBS_EMAIL_RESPONSE_LINE_304;returning the proprietary software.;renvoyer le matériel concerné.
SUBS_EMAIL_RESPONSE_LINE_280;Sincerely, GameFuna Customer Happiness Department.;Cordialement, la Direction du bonheur clientèle de GameFuna.
SUBS_EMAIL_RESPONSE_LINE_810;What the fuck.;Putain de merde...
SUBS_EMPLOYEE_VISIT_LINE_599;I think this woman's actually from;Je crois que cette femme bosse chez
SUBS_EMPLOYEE_VISIT_LINE_444;GameFuna. She came to my door yesterday;GameFuna. Elle a frappé à ma porte hier
SUBS_EMPLOYEE_VISIT_LINE_598;and I didn't answer.;et je ne lui ai pas ouvert.
SUBS_EMPLOYEE_VISIT_LINE_239;This time I'm going to record it.;Cette fois, je vais filmer.
SUBS_EMPLOYEE_VISIT_LINE_926;Hi.;Bonjour.
SUBS_EMPLOYEE_VISIT_LINE_278;Hi there.;Bonjour.
SUBS_EMPLOYEE_VISIT_LINE_979;I'm 011000010110110101100001011011100110010001100001;Je suis 011000010110110101100001011011100110010001100001
SUBS_EMPLOYEE_VISIT_LINE_236;-floppy disk for a game;-disquette pour un jeu
SUBS_EMPLOYEE_VISIT_LINE_656;called Inscryption.;qui s'appelle Inscryption.
SUBS_EMPLOYEE_VISIT_LINE_380;I was told you came by a copy of it somehow.;On m'a dit que vous en aviez trouvé une copie.
SUBS_EMPLOYEE_VISIT_LINE_599;Sound familiar?;Ça vous dit quelque chose ?
SUBS_EMPLOYEE_VISIT_LINE_203;No, no I don't know;Non, non, je ne suis pas
SUBS_EMPLOYEE_VISIT_LINE_023;anything about that.;au courant.
SUBS_EMPLOYEE_VISIT_LINE_866;Inscryption you said? No I don't;"Inscryption", vous dites ? Non, ça ne me
SUBS_EMPLOYEE_VISIT_LINE_789;think so.;parle pas.
SUBS_EMPLOYEE_VISIT_LINE_536;Really? Because apparently you;Vraiment ? Car apparemment, vous
SUBS_EMPLOYEE_VISIT_LINE_991;emailed us about it. You are;nous avez envoyé un e-mail. C'est bien vous,
SUBS_EMPLOYEE_VISIT_LINE_756;Luke Carder right? You know;Luke Carter ? Avec l'adresse
SUBS_EMPLOYEE_VISIT_LINE_989;the lucky carder at gmail.com?;lukarte arobase gmail.com ?
SUBS_EMPLOYEE_VISIT_LINE_515;Yeah, uh, you;Ouais, euh...
SUBS_EMPLOYEE_VISIT_LINE_591;know what? That's, uh...;En fait, c'est, euh...
SUBS_EMPLOYEE_VISIT_LINE_580;I am Luke Carder but that's not my email address.;Je suis Luke Carter, mais ce n'est pas mon adresse mail.
SUBS_EMPLOYEE_VISIT_LINE_244;Really? Because;Vraiment ?
SUBS_EMPLOYEE_VISIT_LINE_574;I just know it is because I've seen your;Je la connais car j'ai vu vos vidéos.
SUBS_EMPLOYEE_VISIT_LINE_606;videos. I'm a big fan.;Je suis une grande fan.
SUBS_EMPLOYEE_VISIT_LINE_465;Thanks for watching.;Merci, c'est gentil.
SUBS_EMPLOYEE_VISIT_LINE_153;Listen, uh, how do you know where I live;Comment est-ce que vous savez où je vis,
SUBS_EMPLOYEE_VISIT_LINE_968;exactly?;au juste ?
SUBS_EMPLOYEE_VISIT_LINE_402;My boss gave me your address.;Mon patron m'a donné votre adresse.
SUBS_EMPLOYEE_VISIT_LINE_127;And how did you get past the side gate?;Et comment vous avez passé la porte de derrière ?
SUBS_EMPLOYEE_VISIT_LINE_091;It's locked.;Elle est fermée.
SUBS_EMPLOYEE_VISIT_LINE_434;Okay Luke,;Bon, Luke,
SUBS_EMPLOYEE_VISIT_LINE_587;I'm going to give you my business card.;je vous donne ma carte
SUBS_EMPLOYEE_VISIT_LINE_881;And if you remember;et si vous vous souvenez
SUBS_EMPLOYEE_VISIT_LINE_835;anything, anything at all, feel free give;de quoi que ce soit, surtout,
SUBS_EMPLOYEE_VISIT_LINE_325;me a call, okay?;appelez-moi, d'accord ?
SUBS_EMPLOYEE_VISIT_LINE_466;Will do.;Entendu, ça marche.
SUBS_EMPLOYEE_VISIT_LINE_505;Take care.;À bientôt.
SUBS_EMPLOYEE_VISIT_LINE_896;What the fuck?;C'était quoi, ce bordel ?
SUBS_FOREST_1_LINE_865;Alright, you guys.;Bon,
SUBS_FOREST_1_LINE_762;I'm out here living my best life.;c'est vraiment énorme, je suis dehors
SUBS_FOREST_1_LINE_746;Got my trusty headlamp and shovel.;avec ma lampe frontale et ma pelle.
SUBS_FOREST_1_LINE_544;Always come prepared kids. Alright.;Vaut mieux bien se préparer. Bon.
SUBS_FOREST_1_LINE_250;Here we go.;À nous de jouer.
SUBS_FOREST_1_LINE_691;Yeah. Okay.;Ouais, OK.
SUBS_FOREST_1_LINE_313;Woo. Getting close.;On y est presque.
SUBS_FOREST_1_LINE_582;I think. Assuming there is;Enfin je crois... Si tant est qu'il
SUBS_FOREST_1_LINE_400;a thing to get close to.;y ait bien quelque chose.
SUBS_FOREST_1_LINE_278;This very well may be a massive;Si ça se trouve, je suis juste en train
SUBS_FOREST_1_LINE_613;waste of;de perdre mon-
SUBS_FOREST_2_LINE_104;Alright.;Génial.
SUBS_FOREST_2_LINE_560;That's why;C'est pour ça
SUBS_FOREST_2_LINE_591;you always bring an extra battery,;qu'il faut toujours avoir une batterie de secours,
SUBS_FOREST_2_LINE_337;boys and girls.;les amis.
SUBS_FOREST_2_LINE_225;Every time.;À chaque fois.
SUBS_FOREST_2_LINE_439;You gotta come prepared.;Il faut être prêt à tout.
SUBS_FOREST_2_LINE_767;Okay.;Bon,
SUBS_FOREST_2_LINE_803;This is it.;on y est.
SUBS_FOREST_2_LINE_051;And now,;Maintenant,
SUBS_FOREST_2_LINE_690;we dig.;on creuse.
SUBS_FOREST_2_LINE_470;I give a 75 percent chance it's a rock.;Environ 75 % de chances que ce soit un rocher.
SUBS_FOREST_2_LINE_068;But, only one way to find out.;Il n'y a qu'un moyen de le savoir.
SUBS_FOREST_2_LINE_288;What the fuck;Putain, c'est quoi
SUBS_FOREST_2_LINE_618;is that?;ce truc ?
SUBS_FOREST_2_LINE_317;Oh my god, you guys;Oh merde, les amis,
SUBS_FOREST_2_LINE_804;I can't believe it.;j'arrive pas à y croire.
SUBS_FOREST_2_LINE_596;There's actually something here.;Y avait vraiment quelque chose.
SUBS_FOREST_2_LINE_600;What is it?;Qu'est-ce que c'est ?
SUBS_FOREST_2_LINE_566;What?;Hein ?
SUBS_FOREST_2_LINE_665;Guys, are you seeing this?;Vous voyez ça ?
SUBS_FOREST_2_LINE_205;I'm, uh;Je, euh...
SUBS_FOREST_2_LINE_783;I'm a little confused.;Je suis un peu confus.
SUBS_GARAGE_SALE_LINE_826;Well hello there card gamers!;Salut, les fans de cartes !
SUBS_GARAGE_SALE_LINE_652;Looks like my garage sale hunting days;On dirait que fouiller les brocantes,
SUBS_GARAGE_SALE_LINE_199;have finally paid off.;ça a enfin payé.
SUBS_GARAGE_SALE_LINE_682;Yeah. Yeah baby.;Ouais. Énorme.
SUBS_GARAGE_SALE_LINE_632;Wait til you guys see this.;Attendez de voir ça.
SUBS_GARAGE_SALE_LINE_029;You know what that is? You know what that is?;Vous savez ce que c'est ? Vous savez ce que c'est ?
SUBS_GARAGE_SALE_LINE_288;Vintage packs;Des anciens boosters
SUBS_GARAGE_SALE_LINE_820;of Inscryption. Four of them. I don't know;d'Inscryption. Y en a quatre. Je ne sais pas
SUBS_GARAGE_SALE_LINE_106;if the woman knew what these are worth.;si la femme sait combien ils valent.
SUBS_GARAGE_SALE_LINE_959;I mean, I felt a little;Je m'en voulais un peu
SUBS_GARAGE_SALE_LINE_893;bad buying them off of her but, I mean,;de les lui acheter à ce prix-là, mais
SUBS_GARAGE_SALE_LINE_409;she's probably doing;elle vit sûrement bien
SUBS_GARAGE_SALE_LINE_342;okay living in this part of town.;dans son quartier.
SUBS_GARAGE_SALE_LINE_168;It's a nice part of town you know?;C'est un beau quartier.
SUBS_GARAGE_SALE_LINE_394;She would have thrown them away if I;Elle les aurait jetées si je n'étais pas
SUBS_GARAGE_SALE_LINE_868;hadn't come by, right? Right. Okay.;passé par là, non ? Sûrement. Bon.
SUBS_GARAGE_SALE_LINE_540;Big pack opening video incoming.;Grosse vidéo d'ouverture de boosters à venir sur la chaîne.
SUBS_INSERTING_DISK_LINE_602;Okay. Time to figure out what's on this thing.;Bon, il est temps de savoir ce qu'il y a là-dessus.
SUBS_LONG_NIGHT_1_LINE_914;Time to get to the bottom of this.;Il est temps de savoir ce que cache tout ça.
SUBS_LONG_NIGHT_1_LINE_639;Hello. Hi.;Bonjour.
SUBS_LONG_NIGHT_1_LINE_116;Hello is this Mrs. Hobbes?;Bonjour, vous êtes bien Mme Hobbes ?
SUBS_LONG_NIGHT_1_LINE_537;Hi, my name is Luke.;Je m'appelle Luke.
SUBS_LONG_NIGHT_1_LINE_671;Well it's very nice to speak with you as;Moi aussi je suis content de vous avoir,
SUBS_LONG_NIGHT_1_LINE_870;well Mrs. Hobbes.;Mme Hobbes.
