Column1;Column10;POR 
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_704_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_750_M;The other survivors followed the example and began devouring your creature alive.;Os outros seguem o exemplo e devoram a criatura viva.
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_750_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_479_M;Fearing for your own life, you retreated.;Seu instinto de sobrevivência faz você fugir.
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_479_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_349_M;[c:bG]Feeding time![c:] screamed one survivor, leaping upon the [c:bR][v:0][c:].;Uma das sobreviventes salta sobre a sua criatura e urra: [c:bG]Hora de comer![c:]
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_349_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_329_M;Their spears promptly eviscerated the beast.;Eles usam lanças para eviscerá-la.
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_329_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_899_M;You snuck away amid the sickening sounds gnashing and howling.;Você foge furtivamente em meio aos brados e sons de mastigação.
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_899_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_478_M;In an instant, several survivors set upon the beast.;Em um piscar de olhos, vários sobreviventes cercam a criatura.
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_478_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_022_M;Blood and bones littered the campsite as the poor creature was torn limb from limb.;Sangue e ossos se espalham pelo acampamento conforme a pobre criatura é desmembrada.
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_022_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_756_M;Sick to your stomach, you turned away from the carnage and retreated.;Seu estômago se revira, e olhar para a carnificina se torna insuportável. Você recua.
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_756_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_479_M;Luck was on your side. Perhaps one more moment?;A sorte está do seu lado. Que tal deixá-la mais um pouco?
SPECIAL_NODES_STATBOOSTPUSHLUCK2_479_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_168_M;But you sensed the risk was now even greater.;Você sabe que os riscos são ainda maiores.
SPECIAL_NODES_STATBOOSTPUSHLUCK2_168_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_170_M;You were feeling lucky. Perhaps you could chance another moment?;Você sente que está com sorte. Talvez você possa arriscar mais um tempo?
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_170_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_290_M;You noticed a survivor gripping their spear with a disturbing intensity.;Você nota que um dos sobreviventes segura a lança dele com uma intensidade preocupante.
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_290_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_966_M;[c:bG]That smell...[c:] Said one survivor.;Uma sobrevivente rosna: [c:bG]Que cheiro bom...[c:]
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_966_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_159_M;Your luck had prevailed thus far... but could it hold out?;A sorte já ajudou você muitas vezes. Ela será suficiente agora?
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_159_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_057_M;You began to sweat.;O suor escorre pela sua testa.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_057_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_588_M;The survivors began to close in around the creature.;Os sobreviventes se aconchegam para perto da criatura.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_588_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_007_M;The creature was becoming impressively powerful.;Sua criatura está se tornando soberbamente forte.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_007_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_177_M;But several survivors were now drooling.;Todavia, os sobreviventes não param de salivar.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_177_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_807_M;[c:bG]It's almost time...[c:] Said one survivor.;Um dos sobreviventes diz: [c:bG]Está quase pronta.[c:]
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_807_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_816_M;The survivors stood alert, their eyes fixed upon your creature.;Os sobreviventes mantêm-se alerta, com os olhos fixos na criatura.
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_816_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_357_M;Heeeeeeee-haaw! 'tis gold!;Opaaa! Tem ouro!
SPECIAL_NODES_BOULDERCHOICEGOLD_357_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_318_M;I can barely abide giving it to ye...;Minha vontade é de ficá com tudo...
SPECIAL_NODES_BOULDERCHOICEGOLD_318_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_219_M;But a promise is a promise where I'm from.;Mas minha mãe me ensinou a mantê minha palavra.
SPECIAL_NODES_BOULDERCHOICEGOLD_219_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#1_930_M;I'll be darned! It's g-gold!;Diacho! É ouro!
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#1_930_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#2_175_M;G-gold?!;Ouro?!
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#2_175_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#3_859_M;HEE-HEE-HEEEE! GOLD!;OPAAA! OURO!
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#3_859_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_749_M;Dag nab it... no gold.;Ôxi... Nada de ouro.
SPECIAL_NODES_BOULDERCHOICECREATURE_749_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_888_M;But that is a funny lookin' varmint.;Mas que bicho engraçado.
SPECIAL_NODES_BOULDERCHOICECREATURE_888_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_310_M;Keep it.;Pode ficá.
SPECIAL_NODES_BOULDERCHOICECREATURE_310_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_398_M;Only bugs unner that boulder...;Só tem inseto debaixo do pedregulho...
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_398_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_209_M;Strange varmint, that 'n. You want it?;Que bicho esquisito. Cê qué?
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_209_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_442_M;No g-gold?;Não tem ouro?
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_442_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_172_M;Just a strange lookin' varmint?;Só tem bicho estranho?
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_172_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_852_M;Take it.;Pode levá.
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_852_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_737_M;Dag nab it!;Ôxi!
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_737_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_812_M;I ain't in it for strange varmints.;Não quero nenhum bicho esquisito.
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_812_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_573_M;You came across a hobbled man standing beside some boulders...;Você se depara com um homem manco parado ao lado de umas rochas enormes...
SPECIAL_NODES_BOULDERCHOICEINTRO_573_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_412_M;Ye caught me off guard!;Cê me pegô desprevenido!
SPECIAL_NODES_BOULDERCHOICEINTRO_412_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_735_M;Not s'pposed to see me 'til further down the road.;Cê só devia me encontrá mais pra frente.
SPECIAL_NODES_BOULDERCHOICEINTRO_735_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_353_M;Say... I like me a gamble.;Te falá... Eu gosto duma aposta.
SPECIAL_NODES_BOULDERCHOICEINTRO_353_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_554_M;Iffen ye can pick a boulder that has gold in it... Ye can keep it!;Se você escolhê um pedregulho que tivé ouro, cê pode levá procê!
SPECIAL_NODES_BOULDERCHOICEINTRO_554_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_203_M;I'll be darned! Ye came across me early.;Diacho! Cê me encontrô muito cedo.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_203_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_390_M;Care fer a game o' chance?;Tá a fim de um joguim?
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_390_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_367_M;Pick a boulder 'n I'll break it. If it's gold... it's yers.;Escolhe um pedregulho pra eu quebrá. Se tivé ouro, pode ficá procê.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_367_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#2_895_M;I like me a gamble... pick a boulder.;Eu gosto duma aposta... Escolhe um pedregulho.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#2_895_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#3_151_M;Pick a boulder.;Escolhe um pedregulho.
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#3_151_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_324_M;A look of regret fell over the old [c:bR]woodcarver[c:].;A [c:bR]Cinzeladora[c:] tem uma expressão melancólica.
SPECIAL_NODES_WOODCARVERMAXPIECES_324_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_946_M;You were overburdened with totem pieces and you could carry no more.;Você não tem espaço para carregar mais nenhuma peça de totem.
SPECIAL_NODES_WOODCARVERMAXPIECES_946_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_537_M;She gestured toward a disturbing creature lurking nearby.;Ela gesticula na direção de uma criatura de aparência perturbadora.
SPECIAL_NODES_WOODCARVERMAXPIECES_537_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_M;The decrepit [c:bR]woodcarver[c:] looked mournful.;A decrépita [c:bR]Cinzeladora[c:] parece amargurada.
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_M;You could not carry any more totem pieces.;Você não pode carregar mais peças de totem.
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_M;She had something else to offer...;Ela tinha algo mais a oferecer...
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_M;Not now. There's nothing that can be hooked.;Não há nada para ser fisgado agora.
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_M;There aren't any pulls that you can make.;Não há nada que você possa fisgar.
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_M;There's nothing that can be pulled with that hook...;Seu anzol não encontra nada para fisgar...
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_M;A gift from [c:bR]The Angler[c:].;Um presente do [c:bR]Pescador[c:].
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_M;You see, he was defeated recently and wishes to redeem himself.;Ele foi derrotado e deseja se redimir.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_M;It would be unfortunate if you were to fall to [c:bR]The Prospector[c:] before he was given that chance.;Seria uma lástima se você fosse suplantado pelo [c:bR]Garimpeiro[c:] antes que ele tivesse essa oportunidade.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_F;It would be unfortunate if you were to fall to [c:bR]The Prospector[c:] before he was given that chance.;Seria uma lástima se você fosse suplantada pelo [c:bR]Garimpeiro[c:] antes que ele tivesse essa oportunidade.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_M;This hook is powerful. You may steal one of my cards with it.;Esse anzol é único. Use-o para roubar uma das minhas cartas.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_M;For that reason, you will not find any others along the path.;Duvido que você encontre outros iguais.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_M;Use it wisely.;Use-o com sabedoria.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_M;What is it? What do you want?;O que foi? O que você quer?
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_M;I am merely an inspector.;Sou uma simples inspetora.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_M;And you've given me a lot of files to inspect!;E você me deu muitos arquivos para inspecionar!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_M;But I do not have much to inspect...;Todavia, não há muito o que ser inspecionado...
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_M;You wish to pass through this gate?;Você quer passar pelo portão?
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_M;Try inspecting the satellite dish at the foot of the wizard tower.;Inspecione a antena parabólica na base da torre do mago.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_M;Can't you see I'm busy inspecting your files?;Não vê que estou ocupada inspecionando os seus arquivos?
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_M;[c:bG]The Great Transcendence[c:] cannot wait!;A [c:bG]Suma Transcendência[c:] não pode esperar!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_M;If you wish to pass, first you must venture South.;Você terá que viajar ao sul antes de passar.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_M;At the door to the wizard's tower, head further South still!;Ao chegar nas portas da torre do mago, continue em direção ao sul.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_M;To unlock this gate you must venture South.;Aventure-se pelo sul para destrancar o portão.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_M;Now be gone!;Agora vá!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_M;What is it? You unlocked the gate.;Como? Você destrancou o portão?
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_M;So carry on!;Então prossiga!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_M;I have so many files to inspect!;Tenho muitos arquivos para inspecionar!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_M;...Why do I bother? It's not like I have a lot do right now.;Eu nem precisava me dar ao trabalho, mas não tenho muito o que fazer no momento.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_M;[c:bG]The Great Transcendence[c:] will be upon us soon.;[c:bG]A Suma Transcendência[c:] está próxima.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_M;I'm trying to do my part.;Estou dando a minha contribuição.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_M;Carry on!;Pode ir!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_F;;
GBC_NPC_MECHANICDOCKS_387_M;Woof.[w:0.3] You probably saw that the bridge is fixed.;Minha nossa.[w:0.3] Você deve ter notado que a ponte já foi reparada.
GBC_NPC_MECHANICDOCKS_387_F;;
GBC_NPC_MECHANICDOCKS_568_M;Now they want me to give you deckbuilding tips.;Então me pediram para te dar umas dicas de como montar o baralho.
GBC_NPC_MECHANICDOCKS_568_F;;
GBC_NPC_MECHANICDOCKS_135_M;Like... [w:0.3][p:0.25][c:gray]Use your Rare cards![w:0.2] They are more powerful than common cards...[c:];Por exemplo... [w:0.3][p:0.25][c:gray]Use cartas raras![w:0.2] Elas são mais poderosas que cartas comuns...[c:]
GBC_NPC_MECHANICDOCKS_135_F;;
GBC_NPC_MECHANICDOCKS_432_M;But[w:0.2] I sure am sick of being around these Scrybes.;Confesso que[w:0.2] não suporto mais os Patronos.
GBC_NPC_MECHANICDOCKS_432_F;;
GBC_NPC_MECHANICDOCKS_996_M;Each has a more twisted ambition than the last...[w:0.3] I tell ya.;Os Patronos e as ambições doentias deles,[w:0.3] para ser sincera.
GBC_NPC_MECHANICDOCKS_996_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_M;Leshy?[w:0.3] The guy's insane!;Leshy?[w:0.3] Ele enlouqueceu!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_M;Wants to use [c:R]Challengers[c:] like you as his playthings.;Ele quer usar os [c:R]Desafiantes[c:] como joguetes dele.
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_M;To make it more perverse,[w:0.3] he thinks you'll actually enjoy it!;Para piorar,[w:0.3] ele acha que vocês estão se divertindo!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_M;Oh yeah... [w:0.3][p:0.25][c:gray]Try to use a mix of different types of cards in your deck to fully utilize your Bones, Blood and Energy![c:];Outra coisa... [w:0.3][p:0.25][c:gray]Use uma combinação de diferentes tipos de cartas para aproveitar bem os ossos, sangue e energia![c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_M;P03...[w:0.3] that bot is planning something alright.;P03...[w:0.3] Aquele robô está planejando alguma coisa.
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_M;It's got The Dredger working overtime.;Ele colocou o Draga para fazer hora extra.
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_M;Huh?[w:0.3] Oh...;Ahn?[w:0.3] Ah...
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_M;[p:0.25][c:gray]Many cards from other Temples are better sacrifice fodder than Squirrels.[c:];[p:0.25][c:gray]Várias cartas de outros templos são melhores para sacrifícios do que Esquilos.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_M;[p:0.25][c:gray]For example,[w:0.2] Bone Heaps can be sacrificed early but have utility in the late-game.[c:];[p:0.25][c:gray]Por exemplo,[w:0.2] você pode sacrificar o Montão de Ossos no início, mas ele é útil nos estágios finais da partida.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_M;Grimora wants to bring it all down,[w:0.3] I swear.;Veja bem,[w:0.3] a Grimora quer acabar com tudo.
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_M;But more as a mercy I think.[w:0.3] She's probably right.;Mas acho que é mais por compaixão.[w:0.3] Ela deve saber o que está fazendo.
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_M;There's some[w:0.3] pretty nasty DATA on this disk...;Há uns dados[w:0.3] bastante perversos no disquete...
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_M;Ahem. [w:0.3][p:0.25][c:gray]A deck focused on Magickal cards can be very powerful.[w:0.3] Try picking 2 of your best Gem Colors instead of going for all 3.[c:];Arrã. [w:0.3][p:0.25][c:gray]Baralhos com foco em cartas mágicas são muito eficientes.[w:0.3] Escolha suas 2 melhores cores de joia, em vez de usar as 3.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_M;[p:0.25][c:gray]Cards with Activated Abilities are some of the most powerful.[w:0.3] Balance your resources accordingly.[c:];[p:0.25][c:gray]Cartas com habilidades ativadas são bem poderosas.[w:0.3] Seja eficiente ao usar seus recursos.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_M;What,[w:0.3] you want to know about Magnificus?;Você quer saber algo sobre o[w:0.3] Magnificus?
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_M;Mysterious guy...[w:0.3] We all have our theories of course.;Ele é bem enigmático...[w:0.3] É claro que temos nossas teorias.
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_M;Some say he actually[w:0.3] wants[w:0.3]...[w:0.2] No,[w:0.2] it's too terrible to say.;Há quem ache que ele[w:0.3] quer[w:0.3]...[w:0.2] Esqueça,[w:0.2] não consigo nem falar.
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_M;You may keep the bones.;Fique com os ossos.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_M;Here. Keep the bones.;Tome, fique com os ossos.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_M;The bones are yours.;Os ossos são para você.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_M;This is [c:bR]not[c:] one of Botopia's Uberbots.;[c:bR]Não[c:] se trata de um dos Megarrobôs de Robotopia.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_M;Where did these repugnant mushrooms come from?;De onde saíram esses cogumelos detestáveis?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_M;What is this strange feeling?;Que sensação estranha é essa?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_M;I will attempt to hasten your demise.;Sua ruína está próxima.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_M;The Moon will be your mercy.;A lua porá fim ao seu sofrimento.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_M;You've run out of cards... You're starving.;Suas cartas acabaram... A fome se instala.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_M;Let's speed things up. We'll see what this moon can do.;Apressemos as coisas. Contemple o poder da lua.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_M;What is this? Weakening my Moon with the [c:bR]Stinky Sigil[c:]...;O que é isso? Seu [c:bR]selo Fedor[c:] está combalindo a minha lua...
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_M;It makes no sense!;Isso não faz sentido!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_M;Moons do not have a sense of smell!;Luas não sentem cheiro!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_M;This is not how I imagined this battle going...;Não foi assim que previ o rumo deste duelo...
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_M;Weakening my Moon... with a foul odor?;Um odor fétido... enfraquecendo a minha lua?
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_F;;
