Column1;Column10;TUR 
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_M;Grimora wants to bring it all down,[w:0.3] I swear.;Grimora her şeyi yok etmek istiyor.[w:0.3] Buna yemin edebilirim.
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_M;But more as a mercy I think.[w:0.3] She's probably right.;Ama bu merhametli bir son için.[w:0.3] Muhtemelen haklı da.
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_M;There's some[w:0.3] pretty nasty DATA on this disk...;Bu diskette[w:0.3] çok kötü VERİLER saklı...
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_M;Ahem. [w:0.3][p:0.25][c:gray]A deck focused on Magickal cards can be very powerful.[w:0.3] Try picking 2 of your best Gem Colors instead of going for all 3.[c:];Öhö. [w:0.3][p:0.25][c:gray]Sihirli kartları baz alan bir deste çok güçlü olabilir.[w:0.3] 3'ü yerine en iyi 2 Cevher Rengini kullan.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_M;[p:0.25][c:gray]Cards with Activated Abilities are some of the most powerful.[w:0.3] Balance your resources accordingly.[c:];[p:0.25][c:gray]Etkinleştirilebilir beceriye sahip kartlar en güçlüleridir.[w:0.3] Kaynaklarını dikkatli kullan.[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_M;What,[w:0.3] you want to know about Magnificus?;Ne,[w:0.3] Magnificus hakkında bir şeyler mi öğrenmek istiyorsun?
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_M;Mysterious guy...[w:0.3] We all have our theories of course.;Gizemli biri...[w:0.3] Hepimizin kendimizce bir teorisi var elbette.
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_M;Some say he actually[w:0.3] wants[w:0.3]...[w:0.2] No,[w:0.2] it's too terrible to say.;Bazıları der ki[w:0.3] onun istediği[w:0.3]...[w:0.2] Yok olmaz,[w:0.2] bu dillendirmesi korkunç bir şey.
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_M;You may keep the bones.;Kemikler sende kalabilir.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_M;Here. Keep the bones.;İşte. Kemikler sende kalsın.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_M;The bones are yours.;Kemikler senin.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_M;This is [c:bR]not[c:] one of Botopia's Uberbots.;Bu Botopya'nın Überbotlarından biri [c:bR]değil[c:].
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_M;Where did these repugnant mushrooms come from?;Bu iğrenç mantarlar da nereden çıktı?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_M;What is this strange feeling?;Bu garip his de neyin nesi?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_M;I will attempt to hasten your demise.;Seni sonunla daha hızlı tanıştıracağım.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_M;The Moon will be your mercy.;Ay senin sonun olacak.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_M;You've run out of cards... You're starving.;Kartların tükendi... Açlıktan ölüyorsun.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_M;Let's speed things up. We'll see what this moon can do.;Hadi işleri biraz hızlandıralım. Bu Ay'ın neler yapabildiğini göreceğiz.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_M;What is this? Weakening my Moon with the [c:bR]Stinky Sigil[c:]...;Bu da ne? [c:bR]Kokuşmuş mührünü[c:] kullanarak Ay'ımı zayıflatıyorsun...
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_M;It makes no sense!;Bu çok saçma!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_M;Moons do not have a sense of smell!;Aylar koku alamaz!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_M;This is not how I imagined this battle going...;Bu savaşın seyrinin böyle olacağını hayal etmemiştim...
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_M;Weakening my Moon... with a foul odor?;Ay'ımı... kötü bir kokuyla zayıflatmak mı?
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_M;[c:bR]Absurd![c:];[c:bR]Saçmalık![c:]
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_M;You came across the remains of a small settlement.;Küçük bir yerleşkenin kalıntılarıyla karşılaştın.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_M;No living person remained.;Yaşayan tek bir kimse kalmamıştı.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_M;It must have been [c:bR]something they ate.[c:];[c:bR]Yedikleri bir şey[c:] dokunmuş olmalı.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_M;The fire sputtered on in spite of their absence.;Alev, onların yokluğunda çıtırdıyordu.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_M;A few emaciated corpses lay within an abandoned settlement.;Terk edilmiş bir yerleşkede bir deri bir kemik kalmış cesetler yatıyordu.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_M;What did you feed them?;Onları neyle besledin?
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_M;The fire looked welcoming as always.;Ateş, her zamanki gibi misafirperverdi.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_M;No hungry survivors would be bothering you this time.;Bu defa hiçbir aç kazazede seni rahatsız etmeyecekti.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_M;We have gained control of the robot!;Robotun kontrolünü ele geçirdik!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_M;Complete control!;Tamamen kontrolümüzde!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_M;We must now experiment.;Şimdi deney yapmalıyız.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_M;We must play a card game.;Bir kart oyunu oynamalıyız.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_219_M;You actually bought that [c:O]holo pelt[c:]?;O [c:O]holo postu[c:] cidden satın mı aldın?
PART_3_MAP_HOLOAREASHOPBUYPELT_219_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_337_M;It's worthless! Take it to [c:O]The Trader[c:] and you'll see.;Beş para etmez! [c:O]Tüccar[c:]'a götürünce anlarsın.
PART_3_MAP_HOLOAREASHOPBUYPELT_337_F;;
MAGNIFICUSGAMEFLOWMANAGER_506;No! I'm not ready to die yet.;Hayır! Henüz ölmeye hazır değilim.
PART3GAMEFLOWMANAGER_936;Ugh. Damn it.;Ah. Lanet olsun.
BOULDERCHOICESEQUENCER_101_M;[c:bR]Show me where to strike![c:];[c:bR]Nereye saldıracağımı göster![c:]
BOULDERCHOICESEQUENCER_101_F;;
CARDMERGESEQUENCER_673_M;A ghastly spectactle. But the soul of the [c:bR]{0}[c:] now lives in the [c:bR]{1}[c:].;Ne dehşet verici bir olay. [c:bR]{0}[c:] kartının ruhu artık [c:bR]{1}[c:] kartının içinde.
CARDMERGESEQUENCER_673_F;;
CARDSTATBOOSTSEQUENCER_308_M;Push your luck? Or pull away?;Şansını zorlamak mı? Yoksa çekilmek mi?
CARDSTATBOOSTSEQUENCER_308_F;;
CARDSTATBOOSTSEQUENCER_627_M;Push your luck further? Or run back?;Şansını daha da zorlayacak mısın? Yoksa kaçacak mısın?
CARDSTATBOOSTSEQUENCER_627_F;;
CARDSTATBOOSTSEQUENCER_734_M;Recklessly continue?;Umarsızca devam edecek misin?
CARDSTATBOOSTSEQUENCER_734_F;;
DECKTRIALSEQUENCER_289;card with the [c:bR]Sprinter[c:] sigil;[c:bR]Koşucu[c:] mühürlü bir kart
FINALEDECKTRIALSEQUENCER_503_M;The [c:bR]{0}[c:]. {1};[c:bR]{0}[c:]. {1}
FINALEDECKTRIALSEQUENCER_503_F;;
RUNINTROSEQUENCER_251;Woah.;Vay canına.
VICTORYFEASTSEQUENCER_332;Did I just- I think I just beat him!;Az önce ben... sanırım onu yendim!
VICTORYFEASTSEQUENCER_398;Oop.;Amanın.
FISHHOOKITEM_576_M;You can't hook that one.;Onu kancaya takamazsın.
FISHHOOKITEM_576_F;;
FISHHOOKITEM_667_M;There's no space to pull that one into.;Onu çekebileceğin bir boşluk yok.
FISHHOOKITEM_667_F;;
DOORUNLOCKAREASEQUENCER_679_M;Where did you get that?;Onu nereden aldın?
DOORUNLOCKAREASEQUENCER_679_F;;
PERMADEATH_945;God damn it.;Lanet olsun.
BROKENCOIN_684_M;You received an Ancient Obol.;Bir Kadim Obol elde ettin.
BROKENCOIN_684_F;;
BONELORDNPC_216;What the fuck is this?;Bu da ne lan?
GRIMORABOSSOPPONENT_209;Aw fuck.;Siktir.
FINALEWIZARDBATTLESEQUENCER_960_M;You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...;[c:blGr]Balçık Büyücü[c:]'mün de silinmesine izin verdin...
FINALEWIZARDBATTLESEQUENCER_960_F;;
FINALEWIZARDBATTLESEQUENCER_699_M;I thought you two were becoming friends!;İkinizin dost olmaya başladığını zannetmiştim!
FINALEWIZARDBATTLESEQUENCER_699_F;;
FINALEWIZARDBATTLESEQUENCER_631_M;To think you gave access to your files so easily...;Dosyalarına erişim iznini bu kadar kolay verebildiğine inanamıyorum...
FINALEWIZARDBATTLESEQUENCER_631_F;;
ACTIVATEDENERGYTOBONES_RULEBOOKNAME_519;Bonehorn;Kemik Savaş Borusu
ACTIVATEDENERGYTOBONES_RULEBOOKDESCRIPTION_823;Pay 1 Energy to gain 3 Bones.;1 Enerji harcayarak 3 Kemik elde et.
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_M;The Horn rings out.;Savaş Borusu ötüyor.
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_F;;
MOVEBESIDE_RULEBOOKNAME_466;Clinger;Sülük
MOVEBESIDE_RULEBOOKDESCRIPTION_912;When one of your creatures is placed in a space, [creature] will move towards them as far as possible.;Yaratıklarından biri mevcut bir boşluğa konulduğunda, [creature] olabildiğince o yaratığa yaklaşır.
KRAKEN_DISPLAYEDNAME_835;Great Kraken;Yüce Kraken
SQUIDCARDS_DISPLAYEDNAME_683;Hand Tentacle;El Dokunacı
SQUIDCARDS_DESCRIPTION_196_M;Did I do that?;Onu ben mi yaptım?
SQUIDCARDS_DESCRIPTION_196_F;;
TAIL_BIRD_DISPLAYEDNAME_862;Tail Feathers;Kuş Kuyruk Tüyleri
TAIL_FURRY_DISPLAYEDNAME_106;Furry Tail;Tüylü Kuyruk
TAIL_INSECT_DISPLAYEDNAME_910;Wriggling Leg;Kıpır Kıpır Bacak
BLUEMAGE_TALKING_DISPLAYEDNAME_568;Lonely Wizbot;Yapayalnız Büyübot
ABOVECURVE_DISPLAYEDNAME_503;Curve Hopper;Grafikıvrık Zıpzıp
SENTINELBLUE_DISPLAYEDNAME_835;Goranj's Vessel;Turuncil Kapsülü
SENTINELGREEN_DISPLAYEDNAME_449;Orlu's Vessel;Mavuncu Kapsülü
SENTINELORANGE_DISPLAYEDNAME_682;Bleene's Vessel;Mavşil'in Kapsülü
BONELORDHORN_DISPLAYEDNAME_019;Bone Lord's Horn;Kemiklerin Efendisi’nin Borusu
JUNIORSAGE_DISPLAYEDNAME_820;Junior Sage;Genç Bilge
FISHHOOK_RULEBOOKNAME_740;Fish Hook;Balık Oltası
FISHHOOK_RULEBOOKDESCRIPTION_834_M;Hook one of my cards and take it as your own. You must have an empty space on your side to receive it.;Kartlarımdan birine kancanı geçir ve seninmiş gibi kullan. Elde etmek için senin tarafında boş yer olmalı.
FISHHOOK_RULEBOOKDESCRIPTION_834_F;;
BELLSTATICON_GBCDESCRIPTION_901;The power of [creature] is equal to 4 minus the distance to the combat bell.;[creature] gücü, zile olan uzaklığının 4 eksiği olarak belirlenir.
CARDSINHANDSTATICON_RULEBOOKNAME_153;Card Counter;Kart Sayar
CARDSINHANDSTATICON_RULEBOOKDESCRIPTION_159;The value represented by this sigil is always equal to the number of cards in your hand.;Bu mührün sayı değeri elinde bulunan kart sayısına eşittir.
CARDSINHANDSTATICON_GBCDESCRIPTION_195;The power of [creature] is equal to the number of cards in your hand.;[creature] gücü, elindeki kart sayısına eşittir.
MIRRORSTATICON_GBCDESCRIPTION_142;The power of [creature] is always equal to the power of the creature opposing it.;[creature] gücü, karşısındaki yaratığın güç değerine eşittir.
OPTIONSUI_VALUE_294;FLICKER FX;IŞIK TİTREME EFEKTİ
OPTIONSUI_VALUE_524;SCREEN SHAKE;EKRAN SARSINTISI
DISCOVERABLECARD_ANTS_VALUE_893_M;Formidable creatures, those [c:bR]Ants[c:]. Very well, I will add them to your deck and make them available for future challengers.;Şu [c:bR]Karıncalar[c:] ne çetin ceviz şeyler. Pekâlâ, onları destene ekleyeceğim ve ilerleyen karşılaşmalarında kullanılabilir hale getireceğim.
DISCOVERABLECARD_ANTS_VALUE_893_F;;
DISCOVERABLECARD_CAGEDWOLF_VALUE_065;Curious...;İlginç...
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_M;I do relish snuffing out your excess candles before a Boss. Perhaps you will now enjoy it as much as I do.;Bir Boss'la savaşmadan önce fazlalık mumlarını söndürmekten zevk alıyorum. Belki artık sen de benim kadar zevk alırsın.
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_F;;
DISCOVERABLECARD_SKINK_VALUE_087_M;I forgot that I had put that there. Very well, you may add it to your deck. And I'll deal you one every so often.;Onu oraya koyduğumu unutmuştum. Pekâlâ, onu destene ekleyebilirsin. Ben de mümkün oldukça bir tane veririm sana.
DISCOVERABLECARD_SKINK_VALUE_087_F;;
DISCOVERABLECARD_STINKBUG_VALUE_154_M;Ah... that one...;Ah... şu kart...
DISCOVERABLECARD_STINKBUG_VALUE_154_F;;
GBC_DOCKS_730_M;You picked the clover leaf from the stem!;Yoncayı kökünden tutarak aldın!
GBC_DOCKS_730_F;;
GBC_TEMPLE_UNDEAD_392_M;You found a card atop the pedestal!;Kürsünün üstünde bir kart buldun!
GBC_TEMPLE_UNDEAD_392_F;;
GBC_TEMPLE_UNDEAD_058_M;You found a strange flickering key. Its use cannot yet be understood.;Işıldayan garip bir anahtar buldun. İşlevi henüz idrak edilemiyor.
GBC_TEMPLE_UNDEAD_058_F;;
GBC_TEMPLE_UNDEAD_650_M;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start;[c:R]Kemiklerin Efendisi'nin Kalça Kemiği[c:]. Sahibine savaşın başında birçok kemik bahşeder.
GBC_TEMPLE_UNDEAD_650_F;;
MISC_456;Simplified Chinese;Basitleştirilmiş Çince
MISC_993;Traditional Chinese;Geleneksel Çince
MISC_659;Start Screen;Başlangıç Ekranı
MISC_970;Options;Ayarlar
MISC_056;Alter Deck;Desteni Düzenle
MISC_089;New Game;Yeni Oyun
MISC_561;Quit;Çıkış
MISC_070;Concede;Teslim Ol
MISC_308;attack;saldırı
MISC_038_M;Hmmm... Not a single Ring Worm...;Hmmm... Tek bir Yuvarlak Solucan bile yok...
MISC_038_F;;
MISC_222;Auto-Complete;Otomatik Tamamla
MISC_909;A pack containing 1 Rare and 2 Common Deathly cards and 2 Common cards of any type.;1 Nadir ve 2 Sıradan Ölümcül kart ile herhangi bir gruptan 2 Sıradan kart içeren bir paket.
MISC_428;A pack containing 1 Rare and 2 Common Beastly cards and 2 Common cards of any type.;1 Nadir ve 2 Sıradan Vahşi kart ile herhangi bir gruptan 2 Sıradan kart içeren bir paket.
MISC_053;A pack containing 1 Rare and 2 Common Techno cards and 2 Common cards of any type.;1 Nadir ve 2 Sıradan Teknolojik kart ile herhangi bir gruptan 2 Sıradan kart içeren bir paket.
MISC_751;A pack containing 1 Rare and 2 Common Magical cards and 2 Common cards of any type.;1 Nadir ve 2 Sıradan Sihirli kart ile herhangi bir gruptan 2 Sıradan kart içeren bir paket.
MISC_289;Luke Carder;Talih Kartçı
MISC_132;P03;P03
MISC_558;Internal Memory / DCIM;Dahili Bellek / DCIM
MISC_150;Blood Artist;Eli Kanlı Sanatçı
MISC_014;Complete your first Deathcard.;İlk Ölüm Kartı'nı tamamla.
MISC_197;Innocuous Insect;Zararsız Böcek
MISC_469;Free a Stinkbug from the safe.;Kasadan bir Kokarca Böceği kurtar.
MISC_616;Uncage the Menagerie;Hayvan Koleksiyonunu Serbest Bırak
MISC_382;Free the Wolf Statue from its cage.;Kurt Heykeli'ni kafesinden kurtar.
MISC_093;Ancestral Vision;Atalarının Sezgisi
MISC_504;Fill your empty socket with something magical.;Göz çukurundaki boşluğu sihirli bir şeyle doldur.
MISC_350;Reborn Hope;Yeniden Yeşeren Umut
MISC_764;Find a spare film roll.;Fazladan bir film bul.
MISC_515;Enduring Victory;Çileli Zafer
MISC_369;Defeat Leshy.;Leshy'yi alt et.
MISC_239;Renewal;Yenileme
MISC_625;Start a new game.;Yeni bir oyun başlat.
MISC_009;Doomed Necromancer;Eli Mahkûm Ölü Dirilten
MISC_458;Complete the Temple of the Dead.;Ölülerin Tapınağı'nı bitir.
MISC_052;Avenging Druid;İntikamcı Orman Rahibi
MISC_934;Complete the Temple of Beasts.;Yaratıklar Tapınağı'nı bitir.
MISC_138;Accomplished Automaton;Hünerli Otomaton
MISC_633;Complete the Temple of Technology.;Teknoloji Tapınağı'nı bitir.
MISC_302;Wizard Mentor;Büyücü Önder
MISC_680;Complete the Temple of Magicks.;Büyüler Tapınağı'nı bitir.
MISC_794;Miner's Bane;Madenci'nin Felaketi
MISC_523;Defeat The Prospector.;Madenci'yi alt et.
MISC_782;Grizzled Angler;Kır Saçlı Balıkçı
MISC_565;Defeat The Angler.;Balıkçı'yı alt et.
MISC_748;Face to Face;Yüz Yüze
MISC_057;Defeat The Trapper and The Trader.;Tuzakçı ve Tüccar'ı alt et.
MISC_216;Squirrel Wrangler;Sincap Terbiyecisi
MISC_875;Win a battle with damage from Squirrels.;Sincapların verdiği hasarla bir savaş kazan.
MISC_152;Gruesome Encore;Korkunç Müdahale
MISC_389;Allow The Mycologists to experiment on a creature that is already itself an experiment.;Mikologların önceden deney yaptığı bir kartın üzerinde tekrar deney yapmasına izin ver.
MISC_977;Role Reversal;Rolleri Değiştik
MISC_062;Steal back one of your creatures from The Angler.;Balıkçı'nın senden çaldığı kartlardan birini geri çal.
MISC_753;Balance of Power;Güçler Dengesi
MISC_360;Allow P03 to gain control of Inscryption.;P03'ün Inscryption'ın kontrolünü ele geçirmesini sağla.
MISC_133;Rank and File;İşim Gücüm Dosya
MISC_115;Defeat The Archivist.;Arşivci'yi alt et.
MISC_984;Essence Capture;Öz Yakalama
MISC_552;Defeat The Photographer.;Fotoğrafçı'yı alt et.
MISC_894;Painter's Servant;Ressam'ın Hizmetkârı
MISC_801;Defeat The Unfinished Boss.;Tamamlanmamış Boss'u alt et.
MISC_706;Natural Connection;Doğal Bağlantı
MISC_147;Defeat G0lly.;4m4n1n'ı alt et.
MISC_446;Murder;Cinayet
MISC_236;Witness the death of P03.;P03'ün ölümüne şahit ol.
MISC_247;Dramatic Finale;Dramatik Son
MISC_212;Complete the finale of Inscryption.;Inscryption'ı tamamla.
MISC_176;Collective Effort;Koleksiyon Emektir
MISC_927;Collect every card in the Original Inscryption.;Orijinal Inscryption'daki tüm kartları elde et.
MISC_017;Devil's Play;Şeytan'ın Oyunu
MISC_889;Attack for over 666 damage in the Original Inscryption.;Orijinal Inscryption'da tek seferde 666'dan fazla hasar ver.
MISC_585;Dark Offering;Sinsi İkram
MISC_381;Make an offering to The Bone Lord.;Kemiklerin Efendisi’ne ikramda bulun.
MISC_783;Forgotten Lore;Unutulmuş Hikâye
MISC_713;Receive all 5 cards from The Trader in P03's factory.;P03'ün fabrikasındaki Tüccar'dan 5 kartı da elde et.
MISC_797;Grim Bounty;Korkunç Av Ödülü
MISC_750;Destroy a Level 3 Bounty Hunter card.;3. Seviye bir Ödül Avcısı kartını yok et.
MISC_126;Agonizing Remorse;Acı Pişmanlık
MISC_460;Don't empty the Recycling Bin.;Geri Dönüşüm Kutusu'nu boşaltma.
ACTIVATEDDEALDAMAGE_RULEBOOKDESCRIPTION_C_301;Pay 1 Energy to deal 1 damage to the creature across from a card bearing this sigil.;1 Enerji kullanarak bu mührü taşıyan bir kartın karşısındaki yaratığa 1 hasar ver.
ACTIVATEDHEAL_RULEBOOKDESCRIPTION_C_469;Pay 2 Bones to heal a card bearing this sigil.;2 Kemik harcayarak bu mührü taşıyan bir kartı iyileştir.
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_C_643;Pay 1 Energy to set the power of a card bearing this sigil randomly between 1 and 6.;1 Enerji harcayarak bu mührü taşıyan bir kartın gücüne 1 ile 6 arasında rastgele bir değer ver.
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_C_363;If you have a Blue gem, sacrifice a card bearing this sigil to draw 3 cards.;Mavi Cevher'in varsa 3 kart çekmek için bu mührü taşıyan bir kartı kurban et.
ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_C_785;Pay 2 Bones to increase the power and health of a card bearing this sigil by 1.;2 Kemik harcayarak bu mührü taşıyan bir kartın gücünü ve canını 1 artır.
ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_C_318;Pay 3 Energy to increase the power and health of a card bearing this sigil by 1.;3 Enerji harcayarak bu mührü taşıyan bir kartın gücünü ve canını 1 artır.
BOMBSPAWNER_RULEBOOKDESCRIPTION_C_970;When a card bearing this sigil is played, fill all empty spaces with Explode Bots.;Bu mührü taşıyan bir kart oynandığında tüm boş alanları Patlar Bot ile doldur.
BONEDIGGER_RULEBOOKDESCRIPTION_C_110;At the end of the owner's turn, a card bearing this sigil will generate 1 Bone.;Bu mührü taşıyan bir kart sahibinin elinin sonunda 1 Kemik oluşturur.
BRITTLE_RULEBOOKDESCRIPTION_C_366;After attacking, a card bearing this sigil perishes.;Saldırdıktan sonra bu mührü taşıyan kart yok olur.
CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_C_937;Other creatures within a circuit completed by a card bearing this sigil gain 1 power.;Bu mührü taşıyan bir kartla tamamlanan devrendeki diğer yaratıklar 1 güç elde eder.
CONDUITENERGY_RULEBOOKDESCRIPTION_C_032;If a card bearing this sigil is part of a completed circuit, your Energy never depletes.;Eğer bu mührü taşıyan bir kart devreyi tamamladıysa sahip olduğun Enerji asla tükenmez.
CONDUITFACTORY_RULEBOOKDESCRIPTION_C_156;Empty spaces within a circuit completed by a card bearing this sigil spawn L33pB0ts at the end of the owner's turn.;Bu mührü taşıyan bir kartla tamamlanan devrenin içindeki boş alanlarda kart sahibinin elinin sonunda H0pB0t üretilir.
CONDUITHEAL_RULEBOOKDESCRIPTION_C_630;Other creatures within a circuit completed by a card bearing this sigil are healed at the end of the owner's turn.;Bu mührü taşıyan bir kartla tamamlanan devredeki diğer yaratıklar kart sahibinin elinin sonunda iyileştirilir.
CONDUITNULL_RULEBOOKDESCRIPTION_C_451;A card bearing this sigil may complete a circuit, but provides no effect.;Bu mührü taşıyan bir kart devreyi tamamlayabilir ama hiçbir ayrı etki sağlamaz.
DRAWNEWHAND_RULEBOOKDESCRIPTION_C_986;When a card bearing this sigil is played, discard your hand then draw a new hand of 4 cards.;Bu mührü taşıyan bir kart oynandığında elindeki kartları bırakıp 4 yeni kart çekersin.
DROPRUBYONDEATH_RULEBOOKDESCRIPTION_C_897;When a card bearing this sigil perishes, a Ruby Mox is created in its place.;Bu mührü taşıyan bir kart alt edildikten sonra yerine bir Yakut Güç Taşı bırakır.
EXPLODEONDEATH_RULEBOOKDESCRIPTION_C_074;When a card bearing this sigil dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.;Bu mührü taşıyan bir kart öldüğünde, karşısındaki yaratık ve bitişiğindeki müttefik kartlara 10 hasar verir.
GAINBATTERY_RULEBOOKDESCRIPTION_C_264;When a card bearing this sigil is played, it provides an Energy Cell to its owner.;Bu mührü taşıyan bir kart oynandığında sahibine bir Enerji Hücresi kazandırır.
GAINGEMBLUE_RULEBOOKDESCRIPTION_C_786;While a card bearing this sigil is on the board, it provides a Blue Gem to its owner.;Bu mührü taşıyan bir kart oyun tahtasındayken sahibine bir Mavi Cevher kazandırır.
GAINGEMGREEN_RULEBOOKDESCRIPTION_C_169;While a card bearing this sigil is on the board, it provides a Green Gem to its owner.;Bu mührü taşıyan bir kart oyun tahtasındayken sahibine bir Yeşil Cevher kazandırır.
GAINGEMORANGE_RULEBOOKDESCRIPTION_C_270;While a card bearing this sigil is on the board, it provides an Orange Gem to its owner.;Bu mührü taşıyan bir kart oyun tahtasındayken sahibine bir Turuncu Cevher kazandırır.
