Column1;Column10;JP 
PART_3_TRADER_TRADERMASKGAVEPELTS_395_F;;
PART_3_TRADER_TRADERMASKGAVEPELTS_363_M;We will now provide you with knowledge, our only remaining good.;お前に知識を与えよう。 私たちに唯一残された良い物だ。
PART_3_TRADER_TRADERMASKGAVEPELTS_363_F;;
PART_3_TRADER_TRADERMASKGAVEPELTS_986_M;We do not know everything...;すべてを知っているわけではないが…
PART_3_TRADER_TRADERMASKGAVEPELTS_986_F;;
PART_3_TRADER_TRADERMASKGAVEPELTS_244_M;But from the [c:bR]OLD_DATA[c:] we have gleaned certain secrets.;[c:bR]OLD_DATA[c:]からとある秘密を得ることができた。
PART_3_TRADER_TRADERMASKGAVEPELTS_244_F;;
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#1_485_M;Exquisite.;すばらしい。
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#1_485_F;;
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#2_232_M;Yes. We are pleased.;いいな。これなら満足だ。
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#2_232_F;;
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#3_133_M;Beautiful pelt.;美しい皮だ。
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#3_133_F;;
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#3_592_M;We are pleased.;満足したよ。
PART_3_TRADER_TRADERMASKGAVEPELTS_REPEAT_#3_592_F;;
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_288_M;[c:bR]The Fool[c:].;[c:bR]愚者[c:]。
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_288_F;;
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_501_M;Known to some as "Big Ear". He did not outlive his plot.;彼を「地獄耳」と呼ぶ者もいた。 計画を最後まで果たせなかった。
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_501_F;;
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_991_M;One disk among many, the [c:bR]OLD_DATA[c:] travelled across the sea.;数多くあるディスクの一つ、[c:bR]OLD_DATA[c:]は海を渡った。
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_991_F;;
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_680_M;Discovered, poor Barry was put to the gun.;それを見つけた哀れなバリーは銃弾に倒れた。
PART_3_TRADER_TRADERMASKTAROTTHEFOOL_680_F;;
PART_3_TRADER_TRADERMASKTAROTTHETOWER_643_M;[c:bR]The Tower[c:].;[c:bR]塔[c:]。
PART_3_TRADER_TRADERMASKTAROTTHETOWER_643_F;;
PART_3_TRADER_TRADERMASKTAROTTHETOWER_285_M;We do not fully understand the nature of Inscryption's creation.;私たちはInscryptionの創造が持つ性質を理解しきれていない。
PART_3_TRADER_TRADERMASKTAROTTHETOWER_285_F;;
PART_3_TRADER_TRADERMASKTAROTTHETOWER_327_M;We know of a building, and of a [c:bB]triangle[c:] of isosceles proportions.;私たちは、二等辺[c:bB]三角形[c:]の建物のことを知っている。
PART_3_TRADER_TRADERMASKTAROTTHETOWER_327_F;;
PART_3_TRADER_TRADERMASKTAROTTHETOWER_669_M;And of a [c:bB]blue man[c:] who visited during the creation.;創造が行われている途中に[c:bB]青い男[c:]が訪れたこともだ。
PART_3_TRADER_TRADERMASKTAROTTHETOWER_669_F;;
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_590_M;[c:bR]The Empress[c:].;[c:bR]女帝[c:]。
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_590_F;;
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_104_M;With the powers of the [c:bB]triangle[c:], Kaycee helped to create Inscryption.;[c:bB]三角形[c:]の力を用い、ケイシーがInscryptionの<br>創造を手伝った。
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_104_F;;
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_252_M;We know there were others, but only her name was inscribed.;他に関わった者もいるのは知っているが、<br>名前が刻まれたのは彼女だけだった。
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_252_F;;
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_107_M;One of Grimora's Ghouls holds her name.;グリモラのグールの一匹が、彼女と同じ名前をしている。
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_107_F;;
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_232_M;Of the [c:bR]OLD_DATA[c:]? She discovered much.;[c:bR]OLD_DATA[c:]については？ 彼女は多くを暴いた。
PART_3_TRADER_TRADERMASKTAROTTHEEMPRESS_232_F;;
PART_3_TRADER_TRADERMASKTAROTDEATH_019_M;[c:bR]Death[c:].;[c:bR]死神[c:]。
PART_3_TRADER_TRADERMASKTAROTDEATH_019_F;;
PART_3_TRADER_TRADERMASKTAROTDEATH_389_M;We have gleaned the purpose of the Karnoffel Code...;カーネフェルコードの意図を収集した…
PART_3_TRADER_TRADERMASKTAROTDEATH_389_F;;
PART_3_TRADER_TRADERMASKTAROTDEATH_924_M;And it is terrible.;それは恐ろしいものだ。
PART_3_TRADER_TRADERMASKTAROTDEATH_924_F;;
PART_3_TRADER_TRADERMASKTAROTDEATH_887_M;The Code is in the Cards.;コードはカードの中にある。
PART_3_TRADER_TRADERMASKTAROTDEATH_887_F;;
PART_3_TRADER_TRADERMASKTAROTDEATH_976_M;And then oblivion.;そして忘却の中だ。
PART_3_TRADER_TRADERMASKTAROTDEATH_976_F;;
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_299_M;[c:bR]The Devil[c:].;[c:bR]悪魔[c:]。
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_299_F;;
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_905_M;A curse... Data so malignant that it can never be erased.;その呪いは… データを決して削除できないほどの<br>悪意を持つ。
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_905_F;;
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_444_M;His evil corrupts the disk. Corrupts all of us.;彼の邪悪さがディスクと、私たち全員を壊した。
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_444_F;;
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_738_M;He inspires the Scrybes' enmity.;彼がスクライブの対立をあおった。
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_738_F;;
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_986_M;He created the Code.;彼がコードを作り上げた。
PART_3_TRADER_TRADERMASKTAROTTHEDEVIL_986_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_743_M;You had an idea.;ここで君は思いついた。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_743_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_741_M;Why not warm your creature by the fire... for just a moment longer?;もう少しだけ長く… 生物をたき火のそばに温めようと。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_741_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_197_M;One of the starving survivors took a step closer.;飢えた生存者の一人が一歩近づいてきた。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_197_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_758_M;This would be risky.;これは危険かもしれない。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_758_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#1_562_M;Surely your creature could become more powerful...;君の生物は更なる力を得られるだろうが…
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#1_562_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#1_799_M;But you would need to risk another moment by the fire.;たき火のそばに長居させる危険を負うことになる。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#1_799_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#2_299_M;[c:bG]Keep it right there.[c:] Said one survivor.;[c:bG]「そいつをおいてけ」[c:]と生存者は言った。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#2_299_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#2_611_M;The creature could become more powerful...;君の生物は更なる力を得られるだろうが…
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#2_611_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#2_157_M;But the survivors looked hungrier by the second.;次第に生存者の飢えようが厳しくなっていった。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#2_157_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#3_295_M;You considered leaving the creature by the fire for another moment.;もう少しだけ、生物をたき火のそばに<br>いさせようと君は考えた。
SPECIAL_NODES_STATBOOSTPUSHLUCK1_REPEAT_#3_295_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_780_M;Before you could pull away, one of the survivors leapt upon the [c:bR][v:0][c:].;[c:bR][v:0][c:]を引っ張り出そうとする前に、<br>生存者の一人がそれにとびかかった。
SPECIAL_NODES_STATBOOSTCARDEATEN_780_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_103_M;Another jabbed it with a spear.;もう一人は槍で突き刺した。
SPECIAL_NODES_STATBOOSTCARDEATEN_103_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_330_M;You looked away as a grotesque feeding frenzy ensued.;このおぞましい狂気の食宴から、君は目を背けた。
SPECIAL_NODES_STATBOOSTCARDEATEN_330_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_556_M;Blood and bones flew left and right as you retreated from the scene.;君がその場から離れていく途中、血と骨があちらこちらへ<br>飛び散っていた。
SPECIAL_NODES_STATBOOSTCARDEATEN_556_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_704_M;Before you could stop them, one of the survivors seized the [c:bR][v:0][c:] and began tearing at its flesh.;君は彼らを止めようとするが、その前に生存者の一人が<br>[c:bR][v:0][c:]をつかまえてその肉を引きちぎり始めた。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_704_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_750_M;The other survivors followed the example and began devouring your creature alive.;他の生存者たちもそれに従い、君の生物を生きたまま<br>貪り始めた。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_750_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_479_M;Fearing for your own life, you retreated.;君は自分も狙われるだろうと恐れ、<br>その場から逃げ出した。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#1_479_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_349_M;[c:bG]Feeding time![c:] screamed one survivor, leaping upon the [c:bR][v:0][c:].;[c:bG]「メシだ！」[c:]と生存者の一人が叫び、<br>[c:bR][v:0][c:]へ飛びかかった。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_349_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_329_M;Their spears promptly eviscerated the beast.;彼らの槍があっという間に獣の内臓をえぐり取った。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_329_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_899_M;You snuck away amid the sickening sounds gnashing and howling.;吐き気を催すような恐ろしい物音にまぎれ、<br>君はその場から離れた。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#2_899_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_478_M;In an instant, several survivors set upon the beast.;瞬く間に、数人の生存者が獣を襲った。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_478_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_022_M;Blood and bones littered the campsite as the poor creature was torn limb from limb.;哀れな生物が四肢を引きちぎられ、<br>野営地が血と骨で汚されていった。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_022_F;;
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_756_M;Sick to your stomach, you turned away from the carnage and retreated.;この凄惨な光景を見た君は、胸焼けを覚えつつ撤退した。
SPECIAL_NODES_STATBOOSTCARDEATEN_REPEAT_#3_756_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_479_M;Luck was on your side. Perhaps one more moment?;どうやら君はツイていたようだ。 もう少しだけ留まるか？
SPECIAL_NODES_STATBOOSTPUSHLUCK2_479_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_168_M;But you sensed the risk was now even greater.;だが、君はこれまで以上の危険を感じていた。
SPECIAL_NODES_STATBOOSTPUSHLUCK2_168_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_170_M;You were feeling lucky. Perhaps you could chance another moment?;君には、幸運が味方についている感触があった。 <br>もう少し留まれるかも、と思うほどだ。
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_170_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_290_M;You noticed a survivor gripping their spear with a disturbing intensity.;不穏なまでに熱心な様子で生存者たちが<br>槍を握りしめているのを、君は感づいた。
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#1_290_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_966_M;[c:bG]That smell...[c:] Said one survivor.;[c:bG]「あの臭いは...」[c:]と一人の生存者が言った。
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_966_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_159_M;Your luck had prevailed thus far... but could it hold out?;君はこれまで運に恵まれてきた… <br>だがそれは続くのだろうか？
SPECIAL_NODES_STATBOOSTPUSHLUCK2_REPEAT_#2_159_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_057_M;You began to sweat.;君の全身から汗が流れ始めた。
SPECIAL_NODES_STATBOOSTPUSHLUCK3_057_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_588_M;The survivors began to close in around the creature.;生存者たちが君の生物を囲むよう、接近し始めた。
SPECIAL_NODES_STATBOOSTPUSHLUCK3_588_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_007_M;The creature was becoming impressively powerful.;生物がすばらしいまでの力を得ようとしている。
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_007_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_177_M;But several survivors were now drooling.;しかし、数人の生存者がよだれを垂らしている。
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#1_177_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_807_M;[c:bG]It's almost time...[c:] Said one survivor.;[c:bG]「もうすぐだ...」[c:]と一人の生存者が言った。
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_807_F;;
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_816_M;The survivors stood alert, their eyes fixed upon your creature.;生存者たちは警戒した様子で立ち、<br>君の生物を凝視している。
SPECIAL_NODES_STATBOOSTPUSHLUCK3_REPEAT_#2_816_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_357_M;Heeeeeeee-haaw! 'tis gold!;イヤッハー！ 金だあああ！
SPECIAL_NODES_BOULDERCHOICEGOLD_357_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_318_M;I can barely abide giving it to ye...;アンタに渡すのは気が引けるんだが…
SPECIAL_NODES_BOULDERCHOICEGOLD_318_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_219_M;But a promise is a promise where I'm from.;オレが約束した以上、守らねえとな。
SPECIAL_NODES_BOULDERCHOICEGOLD_219_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#1_930_M;I'll be darned! It's g-gold!;なんてこった！ 金だ！
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#1_930_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#2_175_M;G-gold?!;き、金だと！？
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#2_175_F;;
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#3_859_M;HEE-HEE-HEEEE! GOLD!;ヘヘヘヘッ！ 金だ！
SPECIAL_NODES_BOULDERCHOICEGOLD_REPEAT_#3_859_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_749_M;Dag nab it... no gold.;チクショウ… 金は出なかったか。
SPECIAL_NODES_BOULDERCHOICECREATURE_749_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_888_M;But that is a funny lookin' varmint.;でも変な見た目の生物が出たな。
SPECIAL_NODES_BOULDERCHOICECREATURE_888_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_310_M;Keep it.;アンタのもんだ。
SPECIAL_NODES_BOULDERCHOICECREATURE_310_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_398_M;Only bugs unner that boulder...;あの岩の下には虫しかいねえか…
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_398_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_209_M;Strange varmint, that 'n. You want it?;変わった生き物だな。 欲しいか？
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#1_209_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_442_M;No g-gold?;金がねえだって？
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_442_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_172_M;Just a strange lookin' varmint?;変な見た目の生き物だけか？
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_172_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_852_M;Take it.;やるよ。
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#2_852_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_737_M;Dag nab it!;チクショウ！
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_737_F;;
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_812_M;I ain't in it for strange varmints.;変な生き物なんてオレはいらねえ。
SPECIAL_NODES_BOULDERCHOICECREATURE_REPEAT_#3_812_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_573_M;You came across a hobbled man standing beside some boulders...;君は、巨大な岩のそばでよろよろ立っている男と<br>出くわした…
SPECIAL_NODES_BOULDERCHOICEINTRO_573_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_412_M;Ye caught me off guard!;おどかすんじゃねえ！
SPECIAL_NODES_BOULDERCHOICEINTRO_412_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_735_M;Not s'pposed to see me 'til further down the road.;アンタとオレが会うのはもっと先だろうが。
SPECIAL_NODES_BOULDERCHOICEINTRO_735_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_353_M;Say... I like me a gamble.;まぁ… オレはギャンブルが好きなんだ。
SPECIAL_NODES_BOULDERCHOICEINTRO_353_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_554_M;Iffen ye can pick a boulder that has gold in it... Ye can keep it!;金が埋まってると思う岩を選べ… <br>当たったらアンタのもんだ！
SPECIAL_NODES_BOULDERCHOICEINTRO_554_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_203_M;I'll be darned! Ye came across me early.;マジかよ！ こんな早くオレと会うとはな。
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_203_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_390_M;Care fer a game o' chance?;運試しでもやらねえか？
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_390_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_367_M;Pick a boulder 'n I'll break it. If it's gold... it's yers.;アンタが岩を選んで、オレが砕く。 <br>金が出てきたら… アンタのもんだ。
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#1_367_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#2_895_M;I like me a gamble... pick a boulder.;俺はギャンブルが好きなんだ… 岩を選べ。
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#2_895_F;;
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#3_151_M;Pick a boulder.;岩を選べ。
SPECIAL_NODES_BOULDERCHOICEINTRO_REPEAT_#3_151_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_324_M;A look of regret fell over the old [c:bR]woodcarver[c:].;老[c:bR]木彫り師[c:]は後悔の表情を浮かべていた。
SPECIAL_NODES_WOODCARVERMAXPIECES_324_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_946_M;You were overburdened with totem pieces and you could carry no more.;君はトーテムの一部の重みに悩まされており、<br>これ以上持つことはできなかった。
SPECIAL_NODES_WOODCARVERMAXPIECES_946_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_537_M;She gestured toward a disturbing creature lurking nearby.;彼女は近くにいる気味の悪い生物を指さしていた。
SPECIAL_NODES_WOODCARVERMAXPIECES_537_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_M;The decrepit [c:bR]woodcarver[c:] looked mournful.;年老いた[c:bR]木彫り師[c:]は悲しげな顔をしていた。
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_M;You could not carry any more totem pieces.;君はこれ以上、トーテムの一部を持てなかった。
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_F;;
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_M;She had something else to offer...;そこで彼女は他のものを君に差し出した…
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_M;Not now. There's nothing that can be hooked.;まだだ。 釣れるものが何も無い。
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_M;There aren't any pulls that you can make.;引っ張れそうなものは何も無い。
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_F;;
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_M;There's nothing that can be pulled with that hook...;そのフックで引っ張れそうなものが無い。
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_M;A gift from [c:bR]The Angler[c:].;[c:bR]釣り人[c:]からの贈り物だ。
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_M;You see, he was defeated recently and wishes to redeem himself.;彼は先ほど敗北し、その汚名を返上したがっている。
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_M;It would be unfortunate if you were to fall to [c:bR]The Prospector[c:] before he was given that chance.;彼がその機会を得る前に、君が[c:bR]探鉱者[c:]に<br>負けてしまえば残念かもしれないが。
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_M;This hook is powerful. You may steal one of my cards with it.;このフックは強力なものだ。 <br>私のカードを1枚盗むことができる。
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_M;For that reason, you will not find any others along the path.;そのため、道中で別のフックを見つけることはできない。
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_F;;
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_M;Use it wisely.;良く考えて使うのだ。
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_M;What is it? What do you want?;なによ。なんか用？
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_M;I am merely an inspector.;私はただの検査担当よ。
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_M;And you've given me a lot of files to inspect!;検査対象のファイルを沢山送ってきたじゃない！
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_M;But I do not have much to inspect...;でも検査できるものがあまりないのよ…
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_M;You wish to pass through this gate?;このゲートを通りたい？
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_M;Try inspecting the satellite dish at the foot of the wizard tower.;魔法使いの塔の入口近くにある、<br>衛星アンテナを調べてみて。
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_M;Can't you see I'm busy inspecting your files?;あなたが送ったファイルの検査で忙しいのがわからない？
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_M;[c:bG]The Great Transcendence[c:] cannot wait!;[c:bG]大いなる超越[c:]は待ってくれない！
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_M;If you wish to pass, first you must venture South.;もしここを通りたければ、まず南へ行きなさい。
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_M;At the door to the wizard's tower, head further South still!;魔法使いの塔の入口から、さらに南へ行くのよ！
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_M;To unlock this gate you must venture South.;ゲートを開けるには、南へ行くことになるわ。
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_F;;
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_M;Now be gone!;早く行って！
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_M;What is it? You unlocked the gate.;何なの？ ゲートはもう開いてるわよ。
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_M;So carry on!;先へ行きなさい！
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_M;I have so many files to inspect!;検査すべきファイルはまだ沢山あるのよ！
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_M;...Why do I bother? It's not like I have a lot do right now.;私… なんでこう構ってるのかしら。 忙しいはずなのに。
