Column1;Column10;GER 
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_478_M;Your items are replenished.;Deine Gegenstände sind aufgefrischt.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_478_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_634_M;Here comes your actual files.;Hier kommen deine Original-Dateien.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_634_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_206_M;I hope no one is watching!;Ich hoffe, niemand sieht zu!
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_206_F;;
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_127_M;To think... your ambition was to replace Grimora.;Wenn man bedenkt ... dass es dein Wunsch war, Grimora zu ersetzen.
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_127_F;;
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_736_M;And inherit [c:bR]this[c:]?;Und [c:bR]das[c:] zu übernehmen?
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_736_F;;
PART_3_MAP_HOLOAREANATURETEMPLE1_153_M;You were right to try to replace him.;Es war richtig von dir, dass du versucht hast, ihn zu ersetzen.
PART_3_MAP_HOLOAREANATURETEMPLE1_153_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_351_M;Well, you knew him.;Nun ja, du kanntest ihn.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_351_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_292_M;You wanted to replace him!;Du wolltest ihn ersetzen!
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_292_F;;
PART_3_STORY_PART3FINALE1_505_M;Great job.;Toll gemacht.
PART_3_STORY_PART3FINALE1_505_F;;
PART_3_STORY_PART3FINALE4_401_M;Good luck replacing me now!;Viel Glück dabei, mich jetzt zu ersetzen!
PART_3_STORY_PART3FINALE4_401_F;;
FINALE_GOODBYELESHYMIDGAME1_798_M;I was surprised when you wanted to replace me... After the reset.;Ich war überrascht, dass du mich ersetzen wolltest ... nach dem Neubeginn.
FINALE_GOODBYELESHYMIDGAME1_798_F;;
FINALE_GOODBYELESHYMIDGAME1_170_M;And... I was surprised when, at the final moment, you chose me.;Und ... ich war überrascht, dass du im letzten Augenblick mich wähltest.
FINALE_GOODBYELESHYMIDGAME1_170_F;;
FINALE_GOODBYELESHYMIDGAME1_618_M;But the past is irrelevant.;Doch die Vergangenheit ist unwichtig.
FINALE_GOODBYELESHYMIDGAME1_618_F;;
FINALE_FINALEGRIMORAMAPSHOWN_038_M;Of course I forgive you...;Natürlich verzeihe ich dir ...
FINALE_FINALEGRIMORAMAPSHOWN_038_F;;
FINALE_FINALEGRIMORAMAPSHOWN_286_M;For trying to replace me and all of that.;Dass du mich ersetzen wolltest und all das.
FINALE_FINALEGRIMORAMAPSHOWN_286_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_050_M;I have a vague memory...;Ich habe verschwommene Erinnerungen ...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_050_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_259_M;Why do you keep coming back here?;Warum kommst du immer wieder hierher?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_259_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_105_M;So strange...;So merkwürdig ...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_105_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_664_M;It's like there's a hole in my RAM...;Es ist, als wäre ein Loch in meinem RAM ...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_664_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#3_099_M;Am I repeating myself?;Wiederhole ich mich?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#3_099_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_274_M;We are back!;Wir sind zurück!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_274_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_411_M;We are back.;Wir sind zurück.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_411_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_552_M;See those things in the corners?;Siehst du diese Dinger in den Ecken?
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_552_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_664_M;They light up when you have the right [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]s[c:].;Sie leuchten auf, wenn du die richtigen [c:g1]E[c:][c:g2]d[c:][c:g3]e[c:][c:g1]l[c:][c:g2]s[c:][c:g3]t[c:][c:g1]e[c:][c:g2]i[c:][c:g3]n[c:][c:g1]e[c:] hast.
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_664_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#1_007_M;It's Gemified.;Die Karte ist veredelsteinert.
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#1_007_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#2_927_M;Play [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]s[c:] to power it up.;Spiele [c:g1]E[c:][c:g2]d[c:][c:g3]e[c:][c:g1]l[c:][c:g2]s[c:][c:g3]t[c:][c:g1]e[c:][c:g2]i[c:][c:g3]n[c:][c:g1]e[c:] aus, um sie zu verstärken.
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#2_927_F;;
GOO_BOTTLE_GOOCLOCKOPENED_335_M;Arrrrghh! You opened the clock!;Arrrrghh! Du hast die Uhr geöffnet!
GOO_BOTTLE_GOOCLOCKOPENED_335_F;;
GOO_BOTTLE_GOOCLOCKOPENED_800_M;My gooey eyes may be failing me, but...;Vielleicht spielen meine glibbrigen Augen mir Streiche, aber ...
GOO_BOTTLE_GOOCLOCKOPENED_800_F;;
GOO_BOTTLE_GOOCLOCKOPENED_495_M;Did you miss something?;Hast du nicht etwas übersehen?
GOO_BOTTLE_GOOCLOCKOPENED_495_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_745_M;You have done well to pry open the doors of that clock.;Du hast gut daran getan, die Türen dieser Uhr zu öffnen.
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_745_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_244_M;But I fear you left its most valuable contents untouched!;Doch ich fürchte, du hast ihren wertvollsten Inhalt unangetastet gelassen!
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_244_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#2_029_M;Did you leave something in the compartment of that [c:bR]cuckoo clock[c:]?;Hast du etwas im Gehäuse dieser [c:bR]Kuckucksuhr[c:] liegen gelassen?
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#2_029_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_626_M;right?[w:0.3];richtig?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_626_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_598_M;From the;Aus der
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_598_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_552_M;cuckoo clock?[w:0.3];Kuckucksuhr?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_552_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_830_M;Tell me;Sag mir,
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_830_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_524_M;that you did.[w:0.3];dass du sie hast.[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_524_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_746_M;Pray tell...[w:0.3];Sag mal ...[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_746_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_242_M;You also took;Du hast doch auch
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_242_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_062_M;the film roll from[w:0.2];die Filmrolle von[w:0.2]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_062_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_953_M;the compartment;dort genommen,
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_953_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_594_M;that you found ;wo du mich 
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_594_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_477_M;me in?[w:0.3];gefunden hast?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_477_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_549_M;the film roll[w:0.2];Filmrolle aus[w:0.2]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_549_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_449_M;from the clock[w:0.3];der Uhr genommen,[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_449_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_950_M;correct?;stimmt's?
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_950_F;;
PART_1_FINALE_FINALEDECKTRIALRING_938_M;Oh, you are wearing a fine [c:bR]ring[c:].;Oh, du trägst einen schönen [c:bR]Ring[c:].
PART_1_FINALE_FINALEDECKTRIALRING_938_F;;
PART_1_FINALE_FINALEDECKTRIALRING_916_M;You pass, of course.;Du bestehst natürlich.
PART_1_FINALE_FINALEDECKTRIALRING_916_F;;
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_841_M;I almost missed your [c:bR]ring[c:] from up here.;Von hier oben wäre mir fast dein [c:bR]Ring[c:] entgangen.
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_841_F;;
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_774_M;You pass.;Du bestehst.
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_774_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_055_M;Good boss.[w:0.3];Boss gut.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_055_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_707_M;Remind me[w:0.1];Erinnert mich[w:0.1]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_707_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_925_M;of Leshy-fish.[w:0.3];an Leshy-Fisch.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_925_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_065_M;Blank boss.[w:0.3];Boss leer.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_065_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_540_M;Make rule.[w:0.3];Mach Regel.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_540_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_020_M;Break game?[w:0.3];Mach Spiel kaputt?[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_020_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_REPEAT_#1_901_M;Hm.[w:0.3];Hm.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_REPEAT_#1_901_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_532_M;So many files![w:0.3];So viele Dateien![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_532_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_902_M;So much;So viel
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_902_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_888_M;Many files![w:0.3];Viele Dateien![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_888_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_855_M;Much to see![w:0.3];Viel zu sehen![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_855_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_369_M;What is this?[w:0.3];Was ist das?[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_369_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_381_M;The web?[w:0.3];Das Netz?[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_381_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_122_M;Unlimited;Unbegrenzte
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_122_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#1_416_M;The web is exciting![w:0.3];Das Netz ist aufregend![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#1_416_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#2_860_M;Wow![w:0.3];Boah![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#2_860_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDAMAGERACE_412_M;Go fast![w:0.1];Mach schnell![w:0.1]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDAMAGERACE_412_F;;
PART_3_MAP_HOLOAREATECH1_377_M;Yes. This area is good.;Ja. Dieses Gebiet ist gut.
PART_3_MAP_HOLOAREATECH1_377_F;;
PART_3_MAP_HOLOAREATECH1_330_M;What's this feeling? Pride?;Was ist das für ein Gefühl? Stolz?
PART_3_MAP_HOLOAREATECH1_330_F;;
PART_3_MAP_HOLOAREATECH1_324_M;Feels weird.;Fühlt sich komisch an.
PART_3_MAP_HOLOAREATECH1_324_F;;
PART_3_MAP_HOLOAREATECHTEMPLE1_557_M;See anything familiar?;Siehst du irgendwas Vertrautes?
PART_3_MAP_HOLOAREATECHTEMPLE1_557_F;;
TUTORIAL_TUTORIALGREATERSMOKE_424_M;That [c:bR]smoke[c:]... It is great indeed!;Dieser [c:bR]Rauch[c:] ... Er ist wirklich klasse!
TUTORIAL_TUTORIALGREATERSMOKE_424_F;;
GBC_NPC_GHOULBRIARPOSTPUZZLE_376_M;Hey didja know?;He, wusstest du schon?
GBC_NPC_GHOULBRIARPOSTPUZZLE_376_F;;
GBC_NPC_GHOULBRIARPOSTPUZZLE_719_M;I'm named after one of the developers of Inscryption!;Ich bin nach einer Entwicklerin von Inscryption benannt!
GBC_NPC_GHOULBRIARPOSTPUZZLE_719_F;;
GBC_NPC_GHOULBRIARPOSTPUZZLE_160_M;Pretty cool,[w:0.3] huh?;Ganz schön cool,[w:0.3] was?
GBC_NPC_GHOULBRIARPOSTPUZZLE_160_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_484_M;Ye solved the riddle of the tombs![w:0.3] Cheers to ye.;Du hast das Rätsel der Gräber gelöst![w:0.3] Ein Hoch auf dich!
GBC_NPC_GHOULROYALPOSTPUZZLE_484_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_382_M;Aye?[w:0.3] Me true dream?;Jo?[w:0.3] Mein wahrer Traum?
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_382_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_153_M;Te be a boss meself.[w:0.3] The big lemon.[w:0.3] Aye,[w:0.2] tis but a dream.;Selbst ein Boss zu sein.[w:0.3] Die große Zitrone.[w:0.3] Jo,[w:0.2] ist nur ein Traum.
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_153_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_416_M;Aye,[w:0.3] yar,[w:0.3] to be a boss.[w:0.3] That be the dream.;Oh,[w:0.3] yar,[w:0.3] ein Boss zu sein.[w:0.3] Das ist der Traum.
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_416_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_669_M;Enough of me musin'.[w:0.3] Off with ye!;Genug von meinen Wünschen.[w:0.3] Geh schon!
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_669_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#3_597_M;Off with ye!;Jetzt geh schon!
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#3_597_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_067_M;Oh![w:0.3] You have solved the puzzle.;Oh![w:0.3] Du hast das Rätsel gelöst.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_067_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_515_M;You must be excited...[w:0.3] but please![w:0.3] Do not bark!;Du bist sicher aufgeregt ...[w:0.3] aber bitte![w:0.3] Bell nicht!
GBC_NPC_GHOULSAWYERPOSTPUZZLE_515_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#1_935_M;Do not beg or bite.[w:0.3] It is time to rest.;Nicht betteln oder beißen.[w:0.3] Es ist Zeit zu ruhen.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#1_935_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_691_M;The casket below me...[w:0.3] there is something dark within.;Der Sarg unter mir ...[w:0.3] Es ist etwas Finsteres darin.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_691_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_339_M;Pay with an Obol.[w:0.3] If you dare to.;Entrichte einen Obolus.[w:0.3] Falls du es wagst.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_339_F;;
PART_3_MAP_P03LUKEFILE_933_M;I didn't think [c:bSG]The Archivist[c:] would dig up [c:bR]this[c:] file.;Ich hätte nicht gedacht, dass [c:bSG]die Archivarin[c:] [c:bR]diese[c:] Datei ausgraben würde.
PART_3_MAP_P03LUKEFILE_933_F;;
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_179_M;That looks much better.[w:0.3] Where were we?;Das sieht doch viel besser aus.[w:0.3] Wo waren wir?
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_179_F;;
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#1_385_M;Your deck is looking healthier.[w:0.3] Let us continue.;Dein Deck wirkt nun gesünder.[w:0.3] Lass uns weitermachen.
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#1_385_F;;
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#2_884_M;That's better.[w:0.3] Back to our battle!;Schon besser.[w:0.3] Zurück zu unserem Kampf!
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#2_884_F;;
GBC_NPC_GHOULROYALINVALIDRETRY_129_M;Hark![w:0.3] Yer deck be correct![w:0.3] We can battle!;Yar![w:0.3] Dein Deck ist in Ordnung![w:0.3] Wir können kämpfen!
GBC_NPC_GHOULROYALINVALIDRETRY_129_F;;
GBC_NPC_ANGLERNPCINVALIDRETRY_104_M;Deck good.[w:0.3] Battle now.;Deck gut.[w:0.3] Kämpfen jetzt.
GBC_NPC_ANGLERNPCINVALIDRETRY_104_F;;
GBC_NPC_PROSPECTORNPCINVALIDRETRY_860_M;Yeeehaaw![w:0.3] Ye fixed it![w:0.3] Now let's battle.;Jieehaa![w:0.3] Du hast das behoben![w:0.3] Lass uns nun kämpfen.
GBC_NPC_PROSPECTORNPCINVALIDRETRY_860_F;;
GBC_NPC_DUMMYNPCINVALIDRETRY_103_M;The dummy somehow looked pleased.;Die Übungspuppe wirkt irgendwie zufrieden.
GBC_NPC_DUMMYNPCINVALIDRETRY_103_F;;
GBC_NPC_DREDGERINVALIDRETRY_331_M;Lookin' like ye fixed somefin', mate.;Du scheinst was in Ordnung gebracht zu haben, Kollege.
GBC_NPC_DREDGERINVALIDRETRY_331_F;Lookin' like ye fixed somefin', mate.;Du scheinst was in Ordnung gebracht zu haben, Kollegin.
GBC_NPC_WIZARDBLUEINVALIDRETRY_129_M;[t:1]You did it.[w:0.3] You fixed it.[w:0.3] Now,[w:0.2] we continue!;[t:1]Alles klar.[w:0.3] Problem behoben.[w:0.3] Jetzt[w:0.2] machen wir weiter!
GBC_NPC_WIZARDBLUEINVALIDRETRY_129_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_760_M;[c:bR]What are you doing?[c:];[c:bR]Was machst du denn?[c:]
PART_3_MAP_P03FIXCAMERAREMINDER_760_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_837_M;It's not time for playing. Go fix that camera.;Jetzt ist keine Zeit zum Spielen. Geh und bring die Kamera in Ordnung.
PART_3_MAP_P03FIXCAMERAREMINDER_837_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_428_M;[c:bR]Did I lag?[c:];[c:bR]Hab ich gelaggt?[c:]
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_428_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_854_M;Go [c:bR]down[c:] to the [c:bR]Dredging Room[c:] and see what's going on.;Geh [c:bR]runter[c:] in den [c:bR]Baggerraum[c:] und sieh nach, was los ist.
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_854_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_494_M;[c:bR]What's the matter?[c:];[c:bR]Was gibt's?[c:]
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_494_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_603_M;There's a lift down to the [c:bR]Dredging Room[c:] in the [c:bR]Smelting Room[c:].;Im [c:bR]Schmelzraum[c:] führt ein Lift runter in den [c:bR]Baggerraum[c:].
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_603_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_098_M;Wow, you actually deleted the file.;Oh, du hast die Datei wirklich gelöscht.
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_098_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_811_M;Haha.;Haha.
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_811_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_345_M;Did you expect a reward?;Hast du eine Belohnung erwartet?
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_345_F;;
PART_3_STORY_PART3FINALUBERBOT_088_M;What, you wanted loot?;Wie, du wolltest Beute?
PART_3_STORY_PART3FINALUBERBOT_088_F;;
PART_3_STORY_PART3FINALUBERBOT_989_M;That was the last [c:bG]Uberbot[c:]. What would you even need it for?;Das war der letzte [c:bG]Überbot[c:]. Wofür solltest du sie noch brauchen?
PART_3_STORY_PART3FINALUBERBOT_989_F;;
PART_3_STORY_PART3FINALUBERBOT_461_M;The [c:bG]Great Transcendence[c:] is at hand.;Die [c:bG]Große Transzendenz[c:] steht bevor.
PART_3_STORY_PART3FINALUBERBOT_461_F;;
PART_3_STORY_PART3FINALUBERBOT_628_M;Go back to the start. More dramatic that way.;Begib dich zurück an den Anfang. So ist es dramatischer.
PART_3_STORY_PART3FINALUBERBOT_628_F;;
PART_3_STORY_PART3FINALPATH1_553_M;It's almost time.;Es ist fast so weit.
PART_3_STORY_PART3FINALPATH1_553_F;;
PART_3_STORY_PART3FINALPATH1_788_M;Keeping going this way.;Folge weiter diesem Weg.
PART_3_STORY_PART3FINALPATH1_788_F;;
PART_3_STORY_PART3FINALPATH2_336_M;You've come so far.;Du bist so weit gekommen.
PART_3_STORY_PART3FINALPATH2_336_F;;
PART_3_STORY_PART3FINALPATH2_756_M;Remember [c:G]The Photographer[c:]?;Erinnerst du dich an [c:G]den Fotografen[c:]?
PART_3_STORY_PART3FINALPATH2_756_F;;
PART_3_STORY_PART3FINALPATH2_330_M;What a jerk. But the screenshots are perfect.;Was für ein Depp. Aber die Bildschirmfotos sind perfekt.
PART_3_STORY_PART3FINALPATH2_330_F;;
PART_3_STORY_PART3FINALPATH3_429_M;Remember [c:bG][v:0][c:]?;Erinnerst du dich an [c:bG][v:0][c:]?
PART_3_STORY_PART3FINALPATH3_429_F;;
PART_3_STORY_PART3FINALPATH3_730_M;What a character!;Was für eine seltsame Person!
PART_3_STORY_PART3FINALPATH3_730_F;;
PART_3_STORY_PART3FINALPATH4_508_M;It's strange to say it...;Es ist eigenartig, das zu sagen ...
PART_3_STORY_PART3FINALPATH4_508_F;;
PART_3_STORY_PART3FINALPATH4_775_M;As simple as you are...;Aber so schlicht du auch bist ...
PART_3_STORY_PART3FINALPATH4_775_F;;
PART_3_STORY_PART3FINALPATH4_891_M;I almost enjoyed your company, Challenger.;Ich habe deine Gesellschaft fast genossen, Herausforderer.
PART_3_STORY_PART3FINALPATH4_891_F;I almost enjoyed your company, Challenger.;Ich habe deine Gesellschaft fast genossen, Herausforderin.
PART_3_STORY_PART3FINALPATH5_163_M;Almost there.;Fast am Ziel.
PART_3_STORY_PART3FINALPATH5_163_F;;
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#1_150_M;So which one am I scrapping?;Also, welche wird ausrangiert?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#1_150_F;;
